Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.011, 0.0, 0.7199999999999999, 0.2991385351546599, 0, 0, 0.0, 0, 0
0.05300000000000001, 0.0, 0.7199999999999999, 0.2991385351546599, 0, 0, 0.0, 0, 0
0.08699999999999999, 0.0007330382858376185, 0.7199999999999999, 0.2991385351546599, 3, 46, 8.425727423420902e-06, 0, 20
0.123, 0.001954768762233649, 0.71, 0.2891385351546599, 54, 117, 1.589242896124918e-05, 0, 120
0.165, 0.00439822971502571, 0.62, 0.1991385351546599, 55, 195, 2.665593766682249e-05, 0, 109
0.204, 0.006597344572538566, 0.36, 0.06086146484534012, 29, 219, 3.233992437518904e-05, 1, 51
0.243, 0.008796459430051421, 0.11, 0.3108614648453401, 32, 211, 3.619942152284535e-05, 1, 10
0.284, 0.01148426647812269, 0.07000000000000001, 0.3508614648453401, 117, 141, 4.043755802155877e-05, 1, 158
0.32, 0.01368338133563554, 0.07000000000000001, 0.3508614648453401, 195, 80, 4.276056667386107e-05, 1, 142
0.36, 0.0158824961931484, 0.07000000000000001, 0.3508614648453401, 183, 36, 4.411804498096777e-05, 1, 48
0.398, 0.01759291886010284, 0.08, 0.3408614648453401, 172, 23, 4.420331371885136e-05, 1, 29
0.433, 0.01930334152705728, 0.11, 0.3108614648453401, 199, 24, 4.458046542045563e-05, 1, 27
0.471, 0.02199114857512855, 0.2, 0.2208614648453401, 223, 62, 4.669033667755532e-05, 1, 70
0.515, 0.02467895562319982, 0.45, 0.02913853515465987, 202, 36, 4.792030218097052e-05, 1, 29
0.5550000000000001, 0.02687807048071267, 0.61, 0.1891385351546599, 197, 29, 4.842895582110392e-05, 2, 31
0.5949999999999999, 0.02932153143350473, 0.6800000000000001, 0.2591385351546599, 188, 45, 4.927988476219284e-05, 2, 23
0.635, 0.0317649923862968, 0.67, 0.2491385351546599, 143, 100, 5.002361005716031e-05, 2, 96
0.6680000000000001, 0.03347541505325124, 0.67, 0.2491385351546599, 81, 175, 5.011289678630425e-05, 2, 135
0.708, 0.0361632221013225, 0.65, 0.2291385351546599, 42, 209, 5.107799731825212e-05, 2, 81
0.746, 0.03787364476827695, 0.7, 0.2791385351546599, 36, 189, 5.076896081538465e-05, 2, 25
0.787, 0.04007275962578981, 0.7, 0.2791385351546599, 28, 182, 5.091837309503152e-05, 2, 17
0.825, 0.04251622057858187, 0.67, 0.2491385351546599, 51, 205, 5.153481282252347e-05, 2, 47
0.8609999999999999, 0.04471533543609471, 0.5699999999999999, 0.1491385351546599, 40, 216, 5.193418749836786e-05, 2, 25
0.9050000000000001, 0.04715879638888679, 0.37, 0.05086146484534013, 30, 196, 5.210916728053788e-05, 3, 29
0.943, 0.04911356515112043, 0.14, 0.2808614648453402, 31, 183, 5.208225360670248e-05, 3, 17
0.981, 0.05155702610391249, 0.07000000000000001, 0.3508614648453401, 120, 137, 5.255558216504842e-05, 3, 126
1.018, 0.05375614096142534, 0.08, 0.3408614648453401, 175, 81, 5.280563945130192e-05, 3, 123
1.055, 0.05571090972365899, 0.07000000000000001, 0.3508614648453401, 200, 37, 5.280654950109858e-05, 3, 70
1.091, 0.05766567848589265, 0.07000000000000001, 0.3508614648453401, 187, 27, 5.285580062868254e-05, 3, 20
1.132, 0.05986479334340551, 0.09, 0.3308614648453401, 195, 32, 5.288409305954549e-05, 3, 4
1.171, 0.06230825429619756, 0.14, 0.2808614648453402, 207, 47, 5.320944004799109e-05, 3, 33
1.211, 0.06450736915371041, 0.29, 0.1308614648453401, 203, 37, 5.326785231520264e-05, 3, 3
1.251, 0.06695083010650248, 0.58, 0.1591385351546599, 198, 32, 5.35178498053577e-05, 4, 18
1.294, 0.06939429105929453, 0.7199999999999999, 0.2991385351546599, 183, 42, 5.362773652186595e-05, 4, 23
1.334, 0.07183775201208659, 0.73, 0.3091385351546599, 130, 96, 5.38513883149075e-05, 4, 92
1.37, 0.07379252077432024, 0.7199999999999999, 0.2991385351546599, 85, 198, 5.386315384986879e-05, 4, 159
1.413, 0.07623598172711232, 0.7199999999999999, 0.2991385351546599, 55, 218, 5.395327793850836e-05, 4, 59
1.449, 0.07819075048934597, 0.75, 0.3291385351546599, 22, 176, 5.396187059306139e-05, 4, 75
1.487, 0.08014551925157962, 0.75, 0.3291385351546599, 68, 188, 5.389745746575629e-05, 4, 49
1.526, 0.08283332629965088, 0.6800000000000001, 0.2591385351546599, 55, 227, 5.428134095652089e-05, 4, 57
1.568, 0.08503244115716374, 0.44, 0.01913853515465988, 45, 196, 5.422987318696666e-05, 4, 35
1.608, 0.08747590210995581, 0.22, 0.2008614648453401, 79, 185, 5.440043663554465e-05, 5, 49
1.643, 0.08943067087218942, 0.12, 0.3008614648453401, 52, 188, 5.443132737199599e-05, 5, 33
1.681, 0.0916297857297023, 0.09, 0.3308614648453401, 96, 142, 5.450909323599186e-05, 5, 81
1.72, 0.09382890058721516, 0.07000000000000001, 0.3508614648453401, 186, 69, 5.455168638791578e-05, 5, 165
1.763, 0.09627236154000723, 0.08, 0.3408614648453401, 212, 42, 5.460712509359457e-05, 5, 63
1.798, 0.09798278420696168, 0.08, 0.3408614648453401, 168, 28, 5.449543059341584e-05, 5, 54
1.836, 0.1004262451597537, 0.1, 0.3208614648453401, 197, 43, 5.469839060988765e-05, 5, 38
1.873, 0.1023810139219874, 0.15, 0.2708614648453401, 212, 47, 5.466151303896817e-05, 5, 19
1.909, 0.1045801287795002, 0.25, 0.1708614648453401, 198, 37, 5.47826761547932e-05, 5, 25
1.947, 0.1067792436370131, 0.42, 0.000861464845340123, 213, 35, 5.484296026554344e-05, 5, 20
2.007, 0.110200088970922, 0.73, 0.3091385351546599, 180, 37, 5.490786695113202e-05, 6, 36
2.046, 0.1121548577331556, 0.85, 0.4291385351546599, 196, 33, 5.481664600838495e-05, 6, 21
2.086, 0.1148426647812269, 0.8699999999999999, 0.4491385351546599, 156, 74, 5.505400996223725e-05, 6, 74
2.124, 0.1170417796387397, 0.8699999999999999, 0.4491385351546599, 90, 182, 5.5104416025772e-05, 6, 178
2.164, 0.1194852405915318, 0.8699999999999999, 0.4491385351546599, 33, 209, 5.521499103120693e-05, 6, 80
2.206, 0.1214400093537654, 0.8800000000000001, 0.4591385351546599, 25, 168, 5.504986824740048e-05, 6, 54
2.24, 0.1233947781159991, 0.86, 0.4391385351546599, 46, 177, 5.508695451607101e-05, 6, 30
2.281, 0.1258382390687911, 0.7800000000000001, 0.3591385351546599, 50, 211, 5.516801362068881e-05, 6, 35
2.318, 0.128037353926304, 0.6600000000000001, 0.2391385351546599, 33, 218, 5.523613197856083e-05, 6, 28
2.359, 0.1304808148790961, 0.44, 0.01913853515465988, 28, 208, 5.53119181344197e-05, 6, 15
2.409, 0.1331686219271674, 0.21, 0.2108614648453401, 45, 189, 5.527962720098271e-05, 7, 37
2.446, 0.1353677367846802, 0.12, 0.3008614648453401, 36, 196, 5.534249255301726e-05, 7, 15
2.485, 0.1378111977374723, 0.09, 0.3308614648453401, 76, 137, 5.545722242956631e-05, 7, 98
2.525, 0.1400103125949851, 0.07000000000000001, 0.3508614648453401, 183, 68, 5.544962875048914e-05, 7, 169
2.563, 0.142209427452498, 0.07000000000000001, 0.3508614648453401, 204, 53, 5.54855354867335e-05, 7, 43
2.603, 0.1439198501194524, 0.08, 0.3408614648453401, 179, 20, 5.52899923624481e-05, 7, 55
2.644, 0.1463633110722445, 0.1, 0.3208614648453401, 192, 66, 5.535677423307279e-05, 7, 36
2.685, 0.1492954642155949, 0.18, 0.2408614648453401, 209, 54, 5.560352484752139e-05, 7, 31
2.72, 0.1512502329778286, 0.32, 0.1008614648453401, 218, 32, 5.560670330067228e-05, 7, 26
2.765, 0.1536936939306206, 0.54, 0.1191385351546599, 195, 25, 5.558542275971815e-05, 8, 41
2.804, 0.1558928087881335, 0.7199999999999999, 0.2991385351546599, 177, 51, 5.559657945368527e-05, 8, 39
2.845, 0.1585806158362048, 0.8, 0.3791385351546599, 136, 112, 5.574011101448322e-05, 8, 103
2.885, 0.1610240767889968, 0.8199999999999999, 0.3991385351546599, 75, 189, 5.581423805511156e-05, 8, 148
2.923, 0.1627344994559513, 0.8299999999999999, 0.4091385351546599, 57, 199, 5.567379386108494e-05, 8, 24
2.96, 0.1646892682181849, 0.8100000000000001, 0.3891385351546599, 17, 163, 5.563826628992734e-05, 8, 76
2.999, 0.1668883830756978, 0.76, 0.3391385351546599, 70, 193, 5.564801036201994e-05, 8, 81
3.038, 0.1695761901237691, 0.61, 0.1891385351546599, 58, 207, 5.581836409603985e-05, 8, 24
3.077, 0.1717753049812819, 0.39, 0.03086146484534012, 50, 219, 5.582557847945463e-05, 9, 18
3.117, 0.1739744198387948, 0.2, 0.2208614648453401, 28, 195, 5.581469998036406e-05, 9, 45
3.151, 0.1759291886010284, 0.13, 0.2908614648453401, 88, 131, 5.583281136179893e-05, 9, 96
3.193, 0.1783726495538205, 0.09, 0.3308614648453401, 186, 83, 5.586365473029141e-05, 9, 169
3.231, 0.1805717644113333, 0.09, 0.3308614648453401, 211, 53, 5.588726846528422e-05, 9, 61
3.263, 0.1820378409830086, 0.12, 0.3008614648453401, 158, 26, 5.578848942170046e-05, 9, 74
3.303, 0.1842369558405214, 0.14, 0.2808614648453402, 199, 53, 5.577867267348514e-05, 9, 50
3.347, 0.1871691089838719, 0.23, 0.1908614648453401, 226, 60, 5.592145473076543e-05, 9, 46
3.387, 0.1893682238413847, 0.39, 0.03086146484534012, 187, 29, 5.591031114301291e-05, 9, 70
3.423, 0.1913229926036184, 0.62, 0.1991385351546599, 203, 26, 5.589336622951166e-05, 10, 17
3.465, 0.1940107996516897, 0.75, 0.3291385351546599, 196, 43, 5.599157277105041e-05, 10, 18
3.503, 0.1962099145092025, 0.79, 0.3691385351546599, 134, 85, 5.601196531807094e-05, 10, 106
3.544, 0.1988977215572738, 0.7800000000000001, 0.3591385351546599, 65, 199, 5.612238192925333e-05, 10, 182
3.577, 0.200363798128949, 0.7800000000000001, 0.3591385351546599, 65, 207, 5.601448088592368e-05, 10, 13
3.615, 0.2028072590817411, 0.8, 0.3791385351546599, 24, 179, 5.610159310698232e-05, 10, 68
3.65, 0.2045176817486955, 0.79, 0.3691385351546599, 51, 182, 5.603224157498508e-05, 10, 26
3.688, 0.2067167966062084, 0.74, 0.3191385351546599, 48, 199, 5.605119213834283e-05, 10, 20
3.724, 0.2089159114637212, 0.5899999999999999, 0.1691385351546599, 35, 222, 5.609986881410345e-05, 10, 36
3.764, 0.2113593724165133, 0.3, 0.1208614648453401, 30, 199, 5.615286195975379e-05, 11, 20
3.805, 0.2135584872740261, 0.14, 0.2808614648453402, 49, 184, 5.612575224021712e-05, 11, 36
3.841, 0.2155132560362599, 0.09, 0.3308614648453401, 91, 145, 5.610863213649045e-05, 11, 85
3.885, 0.2182010630843311, 0.07000000000000001, 0.3508614648453401, 189, 55, 5.616500980291662e-05, 11, 189
3.918, 0.2201558318465647, 0.07000000000000001, 0.3508614648453401, 210, 40, 5.619087081331412e-05, 11, 37
3.953, 0.22162190841824, 0.09, 0.3308614648453401, 179, 28, 5.60642318285454e-05, 11, 38
4.001, 0.2245540615615905, 0.13, 0.2908614648453401, 184, 43, 5.612448426933028e-05, 11, 12
4.039, 0.2267531764191033, 0.26, 0.1608614648453401, 215, 51, 5.614092013347446e-05, 11, 38
