Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.012, 0.0, 0.54, 0.1191385351546599, 0, 0, 0.0, 0, 0
0.045, 0.0, 0.51, 0.08913853515465988, 0, 0, 0.0, 0, 0
0.084, 0.0004886921905584122, 0.51, 0.08913853515465988, 3, 9, 5.817764173314432e-06, 0, 12
0.123, 0.002443460952792061, 0.52, 0.09913853515465988, 47, 169, 1.986553620156147e-05, 0, 197
0.158, 0.00439822971502571, 0.5, 0.07913853515465988, 62, 183, 2.783689693054247e-05, 0, 39
0.197, 0.006108652381980153, 0.35, 0.07086146484534011, 42, 167, 3.100838772578758e-05, 1, 40
0.235, 0.008307767239493009, 0.17, 0.2508614648453401, 25, 198, 3.535220101911918e-05, 1, 48
0.275, 0.01075122819228507, 0.08, 0.3408614648453401, 79, 156, 3.909537524467298e-05, 1, 95
0.31, 0.01295034304979792, 0.07000000000000001, 0.3508614648453401, 188, 84, 4.177530016063847e-05, 1, 175
0.35, 0.01514945790731078, 0.07000000000000001, 0.3508614648453401, 204, 46, 4.328416544945937e-05, 1, 61
0.384, 0.01661553447898602, 0.08, 0.3408614648453401, 168, 20, 4.326962103902609e-05, 1, 63
0.422, 0.01857030324121967, 0.11, 0.3108614648453401, 195, 11, 4.400545791758215e-05, 1, 39
0.461, 0.02150245638457014, 0.21, 0.2108614648453401, 220, 83, 4.664307241772264e-05, 1, 94
0.5, 0.02370157124208299, 0.42, 0.000861464845340123, 211, 55, 4.740314248416599e-05, 1, 36
0.537, 0.02590068609959585, 0.64, 0.2191385351546598, 199, 31, 4.823219012960121e-05, 2, 37
0.575, 0.02785545486182949, 0.6899999999999999, 0.2691385351546598, 189, 27, 4.844426932492087e-05, 2, 12
0.61, 0.03005456971934235, 0.6899999999999999, 0.2691385351546598, 143, 98, 4.92697864251514e-05, 2, 112
0.65, 0.03225368457685521, 0.67, 0.2491385351546599, 64, 174, 4.962105319516185e-05, 2, 135
0.6879999999999999, 0.03469714552964727, 0.67, 0.2491385351546599, 41, 208, 5.043189757216173e-05, 2, 93
0.725, 0.03640756819660171, 0.6899999999999999, 0.2691385351546598, 28, 185, 5.021733544358856e-05, 2, 37
0.762, 0.03860668305411457, 0.6899999999999999, 0.2691385351546598, 30, 180, 5.066493839122646e-05, 2, 9
0.8, 0.04105014400690663, 0.67, 0.2491385351546599, 49, 212, 5.131268000863329e-05, 2, 50
0.834, 0.04300491276914028, 0.67, 0.2491385351546599, 37, 216, 5.156464360808187e-05, 2, 16
0.8699999999999999, 0.04495968153137392, 0.5300000000000001, 0.1091385351546599, 33, 188, 5.167779486364818e-05, 2, 35
0.908, 0.04715879638888679, 0.36, 0.06086146484534012, 35, 198, 5.193700042828942e-05, 3, 11
0.951, 0.04960225734167884, 0.14, 0.2808614648453402, 45, 188, 5.215799930775904e-05, 3, 14
0.9879999999999999, 0.05180137219919169, 0.07000000000000001, 0.3508614648453401, 87, 148, 5.243053866314949e-05, 3, 82
1.027, 0.05424483315198376, 0.07000000000000001, 0.3508614648453401, 193, 65, 5.281872750923443e-05, 3, 188
1.061, 0.0561996019142174, 0.08, 0.3408614648453401, 212, 37, 5.296852206806541e-05, 3, 52
1.099, 0.05791002458117185, 0.07000000000000001, 0.3508614648453401, 174, 29, 5.269337996466956e-05, 3, 44
1.133, 0.05986479334340551, 0.09, 0.3308614648453401, 183, 26, 5.283741689620963e-05, 3, 11
1.17, 0.06206390820091836, 0.12, 0.3008614648453401, 216, 60, 5.30460753854003e-05, 3, 74
1.212, 0.06450736915371041, 0.25, 0.1708614648453401, 217, 44, 5.322390194200529e-05, 3, 18
1.277, 0.06841690667817772, 0.6800000000000001, 0.2591385351546599, 203, 33, 5.357627774328718e-05, 4, 25
1.313, 0.07037167544041136, 0.71, 0.2891385351546599, 179, 40, 5.359609706048087e-05, 4, 22
1.351, 0.07257079029792423, 0.71, 0.2891385351546599, 137, 98, 5.371635107174257e-05, 4, 109
