Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.011, 0.0, 0.73, 0.3091385351546599, 0, 0, 0.0, 0, 0
0.045, 0.0, 0.61, 0.1891385351546599, 0, 0, 0.0, 0, 0
0.085, 0.0004886921905584122, 0.61, 0.1891385351546599, 3, 9, 5.749319888922497e-06, 0, 12
0.117, 0.001710422666954443, 0.61, 0.1891385351546599, 36, 105, 1.461899715345678e-05, 0, 108
0.153, 0.003665191429188091, 0.55, 0.1291385351546599, 51, 166, 2.395549953717707e-05, 0, 94
0.191, 0.005864306286700947, 0.39, 0.03086146484534012, 36, 197, 3.070317427592119e-05, 1, 52
0.233, 0.008307767239493009, 0.16, 0.2608614648453401, 41, 208, 3.565565338838201e-05, 1, 16
0.274, 0.01099557428756428, 0.07000000000000001, 0.3508614648453401, 118, 150, 4.012983316629298e-05, 1, 122
0.31, 0.01295034304979792, 0.07000000000000001, 0.3508614648453401, 180, 74, 4.177530016063847e-05, 1, 154
0.343, 0.01466076571675237, 0.07000000000000001, 0.3508614648453401, 193, 23, 4.274275719169786e-05, 1, 65
0.379, 0.01637118838370681, 0.09, 0.3308614648453401, 178, 23, 4.319574771426599e-05, 1, 16
0.42, 0.01881464933649887, 0.13, 0.2908614648453401, 197, 25, 4.479678413452112e-05, 1, 30
0.454, 0.02101376419401173, 0.26, 0.1608614648453401, 211, 79, 4.628582421588487e-05, 1, 80
0.496, 0.02345722514680379, 0.44, 0.01913853515465988, 212, 39, 4.729279263468506e-05, 1, 32
0.5300000000000001, 0.02541199390903743, 0.6, 0.1791385351546599, 206, 29, 4.794715831893855e-05, 2, 31
0.5699999999999999, 0.02761110876655029, 0.67, 0.2491385351546599, 185, 26, 4.844054169570226e-05, 2, 25
0.607, 0.02981022362406315, 0.6800000000000001, 0.2591385351546599, 138, 123, 4.911074732135609e-05, 2, 130
0.645, 0.03225368457685521, 0.6600000000000001, 0.2391385351546599, 63, 183, 5.000571252225614e-05, 2, 128
0.682, 0.03420845333908886, 0.67, 0.2491385351546599, 44, 202, 5.015902249133265e-05, 2, 68
0.7199999999999999, 0.0361632221013225, 0.7, 0.2791385351546599, 30, 175, 5.022669736294793e-05, 2, 42
0.757, 0.03836233695883537, 0.7, 0.2791385351546599, 37, 189, 5.067679915301897e-05, 2, 18
0.7960000000000001, 0.04080579791162743, 0.64, 0.2191385351546598, 48, 210, 5.126356521561234e-05, 2, 34
0.833, 0.04276056667386107, 0.52, 0.09913853515465988, 37, 215, 5.133321329395086e-05, 2, 17
0.8710000000000001, 0.04520402762665313, 0.31, 0.1108614648453401, 29, 203, 5.189899842325274e-05, 3, 18
0.9120000000000001, 0.04740314248416599, 0.14, 0.2808614648453402, 42, 187, 5.197712991684868e-05, 3, 29
0.9469999999999999, 0.04960225734167884, 0.09, 0.3308614648453401, 87, 144, 5.237830764696816e-05, 3, 85
0.981, 0.05131268000863329, 0.07000000000000001, 0.3508614648453401, 172, 88, 5.230650357658847e-05, 3, 132
1.02, 0.05375614096142534, 0.07000000000000001, 0.3508614648453401, 210, 41, 5.270209898178956e-05, 3, 95
1.057, 0.05546656362837979, 0.08, 0.3408614648453401, 182, 41, 5.2475462278505e-05, 3, 22
1.096, 0.05742133239061344, 0.12, 0.3008614648453401, 182, 21, 5.239172663377138e-05, 3, 25
1.135, 0.0601091394386847, 0.2, 0.2208614648453401, 218, 73, 5.295959421910546e-05, 3, 89
1.175, 0.06255260039147677, 0.33, 0.09086146484534012, 211, 47, 5.323625565232066e-05, 3, 30
1.217, 0.06475171524898961, 0.58, 0.1591385351546599, 182, 28, 5.320601088659789e-05, 4, 49
1.254, 0.06695083010650248, 0.7199999999999999, 0.2991385351546599, 195, 31, 5.338981667185206e-05, 4, 16
1.291, 0.06939429105929453, 0.74, 0.3191385351546599, 145, 109, 5.375235558427153e-05, 4, 108
1.33, 0.07159340591680739, 0.74, 0.3191385351546599, 67, 170, 5.382962850887774e-05, 4, 148
1.367, 0.07354817467904105, 0.73, 0.3091385351546599, 52, 211, 5.380261498101028e-05, 4, 66
1.403, 0.07550294344127471, 0.76, 0.3391385351546599, 26, 178, 5.381535526819294e-05, 4, 58
1.441, 0.07770205829878756, 0.76, 0.3391385351546599, 51, 179, 5.392231665425923e-05, 4, 26
1.482, 0.08038986534685881, 0.71, 0.2891385351546599, 53, 219, 5.424417364835278e-05, 4, 39
1.517, 0.08210028801381325, 0.55, 0.1291385351546599, 49, 213, 5.412016348965937e-05, 4, 5
1.556, 0.08429940287132611, 0.3, 0.1208614648453401, 19, 190, 5.417699413324302e-05, 5, 56
1.597, 0.08674286382411818, 0.16, 0.2608614648453401, 83, 197, 5.431613263877155e-05, 5, 71
1.633, 0.08894197868163102, 0.11, 0.3108614648453401, 105, 129, 5.44653880475389e-05, 5, 79
1.673, 0.09089674744386468, 0.09, 0.3308614648453401, 170, 69, 5.433158843028373e-05, 5, 143
1.706, 0.09285151620609835, 0.09, 0.3308614648453401, 207, 41, 5.442644560732611e-05, 5, 69
1.745, 0.09480628496833198, 0.11, 0.3108614648453401, 177, 34, 5.433024926551976e-05, 5, 36
1.785, 0.09724974592112405, 0.16, 0.2608614648453401, 190, 35, 5.448165037597986e-05, 5, 13
1.822, 0.0996932068739161, 0.31, 0.1108614648453401, 210, 46, 5.471635942585955e-05, 5, 28
1.861, 0.101892321731429, 0.51, 0.08913853515465988, 215, 37, 5.475138190834442e-05, 6, 9
1.899, 0.1040914365889418, 0.71, 0.2891385351546599, 191, 34, 5.481381600260232e-05, 6, 31
