Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.01, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.04, -0.3918724602179941, 2.1, 0, 0, 200, -82.29321664577876, 0, 0, -82.29321664577876, 0, 0, 0, 0, 0
0.05899999999999999, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5, 0.06812753978200598, 2.1, 0, 0, 200, 14.30678335422126, 0, 0, 14.30678335422126, 0, 0, 0, 0, 1
0.108, 0.001954768762233649, 0.01809971076142268, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.49, 0.05812753978200597, 2.1, 0, 0, 200, 12.20678335422125, 0, 0, 12.20678335422125, 55, 95, 55, 95, 1
0.16, 0.006352998477259359, 0.03970624048287099, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.43, -0.001872460217994032, 2.1, 0, 0, 200, -0.3932166457787467, 0, 0, -0.3932166457787467, 172, 183, 117, 88, 2
0.208, 0.01123992038284348, 0.05403807876367059, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.37, -0.06187246021799403, 2.1, 0, 0, 200, -12.99321664577875, 0, 0, -12.99321664577875, 199, 230, 27, 47, 2
0.258, 0.01661553447898602, 0.06440129643017835, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.31, -0.121872460217994, 2.1, 0, 0, 200, -25.59321664577875, 0, 0, -25.59321664577875, 246, 205, 47, 25, 2
0.304, 0.02125811028929093, 0.06992799437266754, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.31, -0.121872460217994, 2.1, 0, 0, 200, -25.59321664577875, 0, 0, -25.59321664577875, 212, 172, 34, 33, 2
0.352, 0.02565634000431665, 0.07288732955771775, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.39, -0.04187246021799403, 2.1, 0, 0, 200, -8.793216645778747, 0, 0, -8.793216645778747, 207, 163, 5, 9, 2
0.403, 0.03078760800517997, 0.07639604964064509, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5300000000000001, 0.09812753978200597, 2.1, 0, 0, 200, 20.60678335422125, 0, 0, 20.60678335422125, 221, 186, 14, 23, 3
0.454, 0.03567452991076409, 0.0785782597153394, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.62, 0.188127539782006, 2.1, 0, 0, 200, 39.50678335422126, 0, 0, 39.50678335422126, 195, 209, 26, 23, 3
0.504, 0.04080579791162743, 0.08096388474529251, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5899999999999999, 0.158127539782006, 2.1, 0, 0, 200, 33.20678335422125, 0, 0, 33.20678335422125, 174, 247, 21, 38, 3
0.5540000000000001, 0.04544837372193234, 0.08203677567135802, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.41, -0.02187246021799403, 2.1, 0, 0, 200, -4.593216645778747, 0, 0, -4.593216645778747, 154, 229, 20, 18, 4
0.604, 0.05009094953223726, 0.08293203564939942, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.24, -0.191872460217994, 2.1, 0, 0, 200, -40.29321664577875, 0, 0, -40.29321664577875, 177, 211, 23, 18, 4
0.6470000000000001, 0.05473352534254218, 0.08459586606266178, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.18, -0.251872460217994, 2.1, 0, 0, 200, -52.89321664577876, 0, 0, -52.89321664577876, 225, 181, 48, 30, 4
0.702, 0.05986479334340551, 0.08527748339516453, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.24, -0.191872460217994, 2.1, 0, 0, 200, -40.29321664577875, 0, 0, -40.29321664577875, 249, 142, 24, 39, 4
