Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.005, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7800000000000001, 0.348127539782006, 2.7, 0, 0, 220, 93.99443574114162, 0, 0, 93.99443574114162, 0, 0, 0, 0, 0
0.05700000000000001, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.7, 0, 0, 220, 102.0944357411416, 0, 0, 102.0944357411416, 0, 0, 0, 0, 0
0.104, 0.001954768762233649, 0.01879585348301586, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.7, 0, 0, 220, 102.0944357411416, 0, 0, 102.0944357411416, 89, 31, 89, 31, 0
0.151, 0.005375614096142534, 0.03560009335193731, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.7, 0, 0, 220, 102.0944357411416, 0, 0, 102.0944357411416, 142, 187, 53, 156, 0
0.201, 0.009773843811168245, 0.04862608861277734, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 2.7, 0, 0, 220, 96.69443574114162, 0, 0, 96.69443574114162, 104, 245, 38, 58, 0
0.257, 0.01563815009786919, 0.06084883306563889, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.65, 0.218127539782006, 2.7, 0, 0, 220, 58.89443574114162, 0, 0, 58.89443574114162, 138, 339, 34, 94, 0
0.311, 0.02174680247984935, 0.06992540990305256, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.14, -0.291872460217994, 2.7, 0, 0, 220, -78.8055642588584, 0, 0, -78.8055642588584, 139, 303, 1, 36, 1
0.361, 0.02712241657599188, 0.07513134785593318, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 2.7, 0, 0, 220, -92.3055642588584, 0, 0, -92.3055642588584, 187, 257, 48, 46, 1
0.41, 0.032009338481576, 0.0780715572721366, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 2.7, 0, 0, 220, -95.0055642588584, 0, 0, -95.0055642588584, 253, 166, 66, 91, 1
0.4600000000000001, 0.03738495257771854, 0.08127163603851855, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 2.7, 0, 0, 220, -95.0055642588584, 0, 0, -95.0055642588584, 325, 112, 72, 54, 1
