Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.012, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 2.2, 0, 0, 200, -79.6119412479587, 0, 0, -79.6119412479587, 0, 0, 0, 0, 0
0.06, 0.0002443460952792061, 0.004072434921320102, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.2, 0, 0, 200, 83.18805875204133, 0, 0, 83.18805875204133, 3, 0, 3, 0, 1
0.106, 0.001466076571675237, 0.01383091105353997, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.2, 0, 0, 200, 83.18805875204133, 0, 0, 83.18805875204133, 60, 24, 57, 24, 1
0.159, 0.005619960191421741, 0.03534566158126881, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 2.2, 0, 0, 200, 83.18805875204133, 0, 0, 83.18805875204133, 131, 182, 71, 158, 1
0.206, 0.009285151620609833, 0.04507355155635842, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 2.2, 0, 0, 200, 78.78805875204133, 0, 0, 78.78805875204133, 109, 234, 22, 52, 1
0.256, 0.01466076571675237, 0.05726861608106394, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.64, 0.208127539782006, 2.2, 0, 0, 200, 45.78805875204131, 0, 0, 45.78805875204131, 146, 319, 37, 85, 1
0.31, 0.02052507200345331, 0.06620990968855908, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.2, -0.2318724602179941, 2.2, 0, 0, 200, -51.01194124795869, 0, 0, -51.01194124795869, 127, 256, 19, 63, 2
0.359, 0.02516764781375823, 0.07010486856200064, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 2.2, 0, 0, 200, -73.01194124795869, 0, 0, -73.01194124795869, 184, 226, 57, 30, 2
0.41, 0.02981022362406315, 0.07270786249771499, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 2.2, 0, 0, 200, -75.21194124795869, 0, 0, -75.21194124795869, 249, 131, 65, 95, 2
0.454, 0.03396410724380966, 0.07481080890706973, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 2.2, 0, 0, 200, -70.81194124795871, 0, 0, -70.81194124795871, 282, 105, 33, 26, 2
0.506, 0.03933972133995219, 0.0777464848615656, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.23, -0.201872460217994, 2.2, 0, 0, 200, -44.4119412479587, 0, 0, -44.4119412479587, 284, 147, 2, 42, 2
0.5600000000000001, 0.04471533543609471, 0.07984881327874056, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.43, -0.001872460217994032, 2.2, 0, 0, 200, -0.4119412479586871, 0, 0, -0.4119412479586871, 251, 137, 33, 10, 2
0.61, 0.04935791124639964, 0.08091460860065515, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5699999999999999, 0.138127539782006, 2.2, 0, 0, 200, 30.38805875204131, 0, 0, 30.38805875204131, 209, 188, 42, 51, 3
0.6600000000000001, 0.05473352534254218, 0.08292958385233662, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.67, 0.238127539782006, 2.2, 0, 0, 200, 52.38805875204132, 0, 0, 52.38805875204132, 177, 220, 32, 32, 3
0.708, 0.05864306286700947, 0.08282918484040886, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.63, 0.198127539782006, 2.2, 0, 0, 200, 43.58805875204132, 0, 0, 43.58805875204132, 158, 227, 19, 7, 3
0.758, 0.06377433086787279, 0.08413500114495093, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.4600000000000001, 0.02812753978200597, 2.2, 0, 0, 200, 6.188058752041314, 0, 0, 6.188058752041314, 160, 263, 2, 36, 3
0.809, 0.06866125277345692, 0.08487175868165256, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.23, -0.201872460217994, 2.2, 0, 0, 200, -44.4119412479587, 0, 0, -44.4119412479587, 174, 228, 14, 35, 4
0.857, 0.07330382858376185, 0.08553538924592981, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.17, -0.261872460217994, 2.2, 0, 0, 200, -57.61194124795869, 0, 0, -57.61194124795869, 200, 175, 26, 53, 4
0.906, 0.07794640439406675, 0.08603355893384851, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.2, -0.2318724602179941, 2.2, 0, 0, 200, -51.01194124795869, 0, 0, -51.01194124795869, 265, 133, 65, 42, 4
0.96, 0.08332201849020928, 0.08679376926063467, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.43, -0.001872460217994032, 2.2, 0, 0, 200, -0.4119412479586871, 0, 0, -0.4119412479586871, 255, 155, 10, 22, 4
1.01, 0.08894197868163102, 0.08806136503131786, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.63, 0.198127539782006, 2.2, 0, 0, 200, 43.58805875204132, 0, 0, 43.58805875204132, 239, 179, 16, 24, 5
1.06, 0.09358455449193595, 0.08828731555843014, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7199999999999999, 0.288127539782006, 2.2, 0, 0, 200, 63.38805875204132, 0, 0, 63.38805875204132, 166, 223, 73, 44, 5
1.109, 0.09822713030224087, 0.08857270541230015, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6800000000000001, 0.248127539782006, 2.2, 0, 0, 200, 54.58805875204132, 0, 0, 54.58805875204132, 145, 248, 21, 25, 5
1.16, 0.1028697061125458, 0.08868078113150499, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.4699999999999999, 0.03812753978200597, 2.2, 0, 0, 200, 8.388058752041314, 0, 0, 8.388058752041314, 125, 268, 20, 20, 5
1.209, 0.1075122819228507, 0.08892661862932233, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.19, -0.241872460217994, 2.2, 0, 0, 200, -53.2119412479587, 0, 0, -53.2119412479587, 175, 238, 50, 30, 6
1.256, 0.112643549923714, 0.08968435503480416, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 2.2, 0, 0, 200, -70.81194124795871, 0, 0, -70.81194124795871, 218, 179, 43, 59, 6
1.309, 0.1175304718292981, 0.08978645670687406, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.13, -0.301872460217994, 2.2, 0, 0, 200, -66.4119412479587, 0, 0, -66.4119412479587, 263, 125, 45, 54, 6
1.364, 0.1229060859254407, 0.09010710111835827, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.32, -0.111872460217994, 2.2, 0, 0, 200, -24.61194124795869, 0, 0, -24.61194124795869, 270, 132, 7, 7, 6
1.419, 0.1282817000215832, 0.09040288937391347, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.65, 0.218127539782006, 2.2, 0, 0, 200, 47.98805875204132, 0, 0, 47.98805875204132, 256, 146, 14, 14, 7
1.469, 0.1331686219271674, 0.09065256768357205, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.76, 0.328127539782006, 2.2, 0, 0, 200, 72.18805875204132, 0, 0, 72.18805875204132, 183, 207, 73, 61, 7
1.52, 0.1382998899280307, 0.09098676968949386, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.76, 0.328127539782006, 2.2, 0, 0, 200, 72.18805875204132, 0, 0, 72.18805875204132, 123, 272, 60, 65, 7
1.576, 0.143431157928894, 0.09100961797518657, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5899999999999999, 0.158127539782006, 2.2, 0, 0, 200, 34.78805875204132, 0, 0, 34.78805875204132, 128, 271, 5, 1, 7
1.63, 0.1490511181203158, 0.09144240375479495, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.2, -0.2318724602179941, 2.2, 0, 0, 200, -51.01194124795869, 0, 0, -51.01194124795869, 153, 254, 25, 17, 8
1.68, 0.1539380400258999, 0.09162978572970228, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 2.2, 0, 0, 200, -73.01194124795869, 0, 0, -73.01194124795869, 185, 213, 32, 41, 8
1.733, 0.1585806158362048, 0.09150641421592889, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 2.2, 0, 0, 200, -73.01194124795869, 0, 0, -73.01194124795869, 251, 124, 66, 89, 8
1.78, 0.1634675377417889, 0.09183569536055558, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.18, -0.251872460217994, 2.2, 0, 0, 200, -55.4119412479587, 0, 0, -55.4119412479587, 288, 130, 37, 6, 8
1.836, 0.1688431518379314, 0.09196250100105198, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.55, 0.118127539782006, 2.2, 0, 0, 200, 25.98805875204132, 0, 0, 25.98805875204132, 265, 141, 23, 11, 9
1.885, 0.1737300737435156, 0.09216449535465017, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.76, 0.328127539782006, 2.2, 0, 0, 200, 72.18805875204132, 0, 0, 72.18805875204132, 239, 168, 26, 27, 9
1.931, 0.1778839573632621, 0.09212012292245575, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 2.2, 0, 0, 200, 80.98805875204134, 0, 0, 80.98805875204134, 140, 235, 99, 67, 9
1.98, 0.1827708792688462, 0.09230852488325565, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.76, 0.328127539782006, 2.2, 0, 0, 200, 72.18805875204132, 0, 0, 72.18805875204132, 115, 294, 25, 59, 9
2.029, 0.1879021472697095, 0.09260825395254288, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.49, 0.05812753978200597, 2.2, 0, 0, 200, 12.78805875204132, 0, 0, 12.78805875204132, 126, 276, 11, 18, 9
2.08, 0.1932777613658521, 0.09292200065665966, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.15, -0.2818724602179941, 2.2, 0, 0, 200, -62.0119412479587, 0, 0, -62.0119412479587, 150, 267, 24, 9, 10
2.129, 0.1974316449855986, 0.09273445043945447, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 2.2, 0, 0, 200, -75.21194124795869, 0, 0, -75.21194124795869, 198, 171, 48, 96, 10
2.179, 0.2020742207959035, 0.0927371366663164, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 2.2, 0, 0, 200, -75.21194124795869, 0, 0, -75.21194124795869, 261, 124, 63, 47, 10
