Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.009, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.55, 0.118127539782006, 3.0, 0, 0, 230, 35.43826193460179, 0, 0, 35.43826193460179, 0, 0, 0, 0, 0
0.069, 0.0004886921905584122, 0.007082495515339309, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.71, 0.278127539782006, 3.0, 0, 0, 230, 83.43826193460179, 0, 0, 83.43826193460179, 3, 3, 3, 3, 0
0.121, 0.002443460952792061, 0.02019389217183522, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.71, 0.278127539782006, 3.0, 0, 0, 230, 83.43826193460179, 0, 0, 83.43826193460179, 77, 96, 74, 93, 0
0.169, 0.006841690667817772, 0.04048337673264953, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7199999999999999, 0.288127539782006, 3.0, 0, 0, 230, 86.4382619346018, 0, 0, 86.4382619346018, 154, 197, 77, 101, 0
0.22, 0.01148426647812269, 0.05220121126419405, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.63, 0.198127539782006, 3.0, 0, 0, 230, 59.43826193460179, 0, 0, 59.43826193460179, 137, 265, 17, 68, 0
0.278, 0.01808161105066125, 0.06504176636928507, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.32, -0.111872460217994, 3.0, 0, 0, 230, -33.56173806539821, 0, 0, -33.56173806539821, 183, 332, 46, 67, 1
0.334, 0.02492330171847903, 0.07462066382778152, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 3.0, 0, 0, 230, -96.56173806539821, 0, 0, -96.56173806539821, 202, 256, 19, 76, 1
0.381, 0.02981022362406315, 0.07824205675607125, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 3.0, 0, 0, 230, -99.56173806539821, 0, 0, -99.56173806539821, 265, 169, 63, 87, 1
0.438, 0.0361632221013225, 0.08256443402128426, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.13, -0.301872460217994, 3.0, 0, 0, 230, -90.56173806539821, 0, 0, -90.56173806539821, 338, 115, 73, 54, 1
0.496, 0.04300491276914028, 0.08670345316358928, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.43, -0.001872460217994032, 3.0, 0, 0, 230, -0.5617380653982096, 0, 0, -0.5617380653982096, 334, 143, 4, 28, 1
0.55, 0.04886921905584122, 0.08885312555607495, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.77, 0.338127539782006, 3.0, 0, 0, 230, 101.4382619346018, 0, 0, 101.4382619346018, 299, 177, 35, 34, 2
0.599, 0.05448917924726296, 0.09096691026254252, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 3.0, 0, 0, 230, 116.4382619346018, 0, 0, 116.4382619346018, 194, 253, 105, 76, 2
0.646, 0.0596204472481263, 0.09229171400638746, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 3.0, 0, 0, 230, 110.4382619346018, 0, 0, 110.4382619346018, 133, 307, 61, 54, 2
0.6959999999999999, 0.06524040743954805, 0.09373621758555753, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7, 0.268127539782006, 3.0, 0, 0, 230, 80.4382619346018, 0, 0, 80.4382619346018, 112, 353, 21, 46, 2
0.75, 0.07134905982152818, 0.09513207976203757, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.2, -0.2318724602179941, 3.0, 0, 0, 230, -69.5617380653982, 0, 0, -69.5617380653982, 130, 329, 18, 24, 3
0.8, 0.07770205829878756, 0.09712757287348444, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 3.0, 0, 0, 230, -108.5617380653982, 0, 0, -108.5617380653982, 186, 283, 56, 46, 3
0.86, 0.08381071068076771, 0.09745431474507871, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 272, 162, 86, 121, 3
0.91, 0.08918632477691023, 0.09800695030429697, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 3.0, 0, 0, 230, -108.5617380653982, 0, 0, -108.5617380653982, 331, 116, 59, 46, 3
0.96, 0.0952949771588904, 0.09926560120717749, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 3.0, 0, 0, 230, -96.56173806539821, 0, 0, -96.56173806539821, 360, 123, 29, 7, 3
1.018, 0.101892321731429, 0.1000906893236041, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.4699999999999999, 0.03812753978200597, 3.0, 0, 0, 230, 11.43826193460179, 0, 0, 11.43826193460179, 327, 137, 33, 14, 4
1.079, 0.1084896663039675, 0.1005464933308318, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.85, 0.418127539782006, 3.0, 0, 0, 230, 125.4382619346018, 0, 0, 125.4382619346018, 279, 171, 48, 34, 4
1.13, 0.1141096264953893, 0.100981970349902, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8800000000000001, 0.448127539782006, 3.0, 0, 0, 230, 134.4382619346018, 0, 0, 134.4382619346018, 212, 263, 67, 92, 4
1.18, 0.119729586686811, 0.1014657514295009, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8800000000000001, 0.448127539782006, 3.0, 0, 0, 230, 134.4382619346018, 0, 0, 134.4382619346018, 129, 333, 83, 70, 4
1.234, 0.125593892973512, 0.1017778711292642, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8299999999999999, 0.398127539782006, 3.0, 0, 0, 230, 119.4382619346018, 0, 0, 119.4382619346018, 71, 383, 58, 50, 4
1.291, 0.1321912375460505, 0.1023944520108834, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.36, -0.07187246021799404, 3.0, 0, 0, 230, -21.56173806539821, 0, 0, -21.56173806539821, 116, 349, 45, 34, 5
1.341, 0.1378111977374723, 0.1027674852628429, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 126, 334, 10, 15, 5
1.39, 0.1431868118336148, 0.1030120948443272, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 202, 238, 76, 96, 5
1.44, 0.1488067720250365, 0.1033380361284976, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 301, 154, 99, 84, 5
1.495, 0.1546710783117375, 0.1034589152586873, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 346, 109, 45, 45, 5
1.549, 0.1610240767889968, 0.1039535679722381, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 3.0, 0, 0, 230, -105.5617380653982, 0, 0, -105.5617380653982, 341, 134, 5, 25, 5
1.599, 0.1661553447898602, 0.10391203551586, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.14, -0.291872460217994, 3.0, 0, 0, 230, -87.5617380653982, 0, 0, -87.5617380653982, 331, 125, 10, 9, 5
1.66, 0.1732413815529572, 0.1043622780439501, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.51, 0.07812753978200597, 3.0, 0, 0, 230, 23.43826193460179, 0, 0, 23.43826193460179, 316, 139, 15, 14, 6
1.716, 0.1795943800302165, 0.1046587296213383, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 3.0, 0, 0, 230, 110.4382619346018, 0, 0, 110.4382619346018, 286, 175, 30, 36, 6
1.766, 0.1852143402216382, 0.1048778823452085, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 3.0, 0, 0, 230, 113.4382619346018, 0, 0, 113.4382619346018, 216, 277, 70, 102, 6
