Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.076, 0.0, 0.6899999999999999, 0.264096912103491, 0, 0, 0.0, 0, 0
0.176, 0.001954768762233649, 0.71, 0.284096912103491, 70, 127, 1.110664069450937e-05, 0, 169
0.276, 0.008307767239493009, 0.7800000000000001, 0.3540969121034911, 40, 240, 3.010060594019206e-05, 0, 170
0.375, 0.01490511181203158, 0.8299999999999999, 0.4040969121034911, 59, 203, 3.97469648320842e-05, 0, 54
0.472, 0.02125811028929093, 0.74, 0.314096912103491, 63, 226, 4.503836925697231e-05, 0, 23
0.572, 0.02785545486182949, 0.07000000000000001, 0.355903087896509, 59, 209, 4.869834766054107e-05, 1, 17
0.669, 0.03420845333908886, 0.07000000000000001, 0.355903087896509, 171, 118, 5.113371201657529e-05, 1, 206
0.762, 0.04007275962578981, 0.06, 0.365903087896509, 189, 63, 5.258892339342493e-05, 1, 76
0.858, 0.04642575810304917, 0.07000000000000001, 0.355903087896509, 221, 57, 5.410927517837898e-05, 1, 38
0.952, 0.05277875658030853, 0.07000000000000001, 0.355903087896509, 200, 61, 5.543987035746694e-05, 1, 30
1.049, 0.05913175505756789, 0.5, 0.07409691210349102, 213, 73, 5.636964257156137e-05, 2, 27
1.142, 0.06524040743954805, 0.5600000000000001, 0.134096912103491, 121, 166, 5.712820266160073e-05, 2, 171
1.241, 0.07134905982152818, 0.71, 0.284096912103491, 53, 177, 5.749319888922497e-05, 2, 108
1.34, 0.07794640439406675, 0.18, 0.245903087896509, 65, 218, 5.816895850303489e-05, 3, 55
1.432, 0.0840550567760469, 0.07000000000000001, 0.355903087896509, 161, 84, 5.869766534640148e-05, 3, 183
1.529, 0.09040805525330626, 0.1, 0.325903087896509, 209, 65, 5.912887851753189e-05, 3, 122
1.629, 0.09700539982584484, 0.38, 0.04590308789650898, 191, 54, 5.954904838910058e-05, 3, 29
1.727, 0.1033583983031042, 0.84, 0.414096912103491, 197, 55, 5.984852246850272e-05, 4, 7
1.821, 0.1099557428756428, 0.85, 0.4240969121034911, 126, 195, 6.03820663787165e-05, 4, 191
1.925, 0.1160643952576229, 0.8699999999999999, 0.444096912103491, 66, 183, 6.029319234162229e-05, 4, 76
2.023, 0.1229060859254407, 0.75, 0.324096912103491, 52, 228, 6.075436773378184e-05, 4, 57
2.132, 0.1297477765932584, 0.2, 0.225903087896509, 45, 206, 6.08573060943989e-05, 5, 30
2.231, 0.136345121165797, 0.07000000000000001, 0.355903087896509, 180, 130, 6.111390460143301e-05, 5, 207
2.328, 0.1424537735477772, 0.08, 0.345903087896509, 197, 61, 6.119148348272216e-05, 5, 99
2.427, 0.1492954642155949, 0.2, 0.225903087896509, 231, 47, 6.151440635170784e-05, 5, 40
2.528, 0.1556484626928543, 0.7, 0.274096912103491, 210, 59, 6.156980328040122e-05, 6, 37
