Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.04100000000000001, 0.0, 0.76, 0.3665656097648311, 0, 0, 0.0, 0, 0
0.14, 0.001710422666954443, 0.7800000000000001, 0.3865656097648311, 73, 58, 1.221730476396031e-05, 0, 103
0.235, 0.007330382858376183, 0.45, 0.05656560976483114, 38, 227, 3.119311854628164e-05, 0, 230
0.336, 0.01368338133563554, 0.08, 0.3134343902351688, 51, 191, 4.072434921320101e-05, 1, 44
0.438, 0.0200363798128949, 0.07000000000000001, 0.3234343902351688, 191, 75, 4.574515939017101e-05, 1, 248
0.5350000000000001, 0.02565634000431665, 0.06, 0.3334343902351689, 192, 49, 4.795577570900308e-05, 1, 36
0.631, 0.0317649923862968, 0.06, 0.3334343902351689, 190, 47, 5.034071693549413e-05, 1, 2
0.73, 0.03787364476827695, 0.27, 0.1234343902351689, 201, 59, 5.188170516202321e-05, 1, 22
0.8309999999999999, 0.0437379510549779, 0.7, 0.3065656097648311, 203, 49, 5.263291342355945e-05, 2, 14
0.924, 0.04960225734167884, 0.6800000000000001, 0.2865656097648311, 120, 155, 5.368209669012862e-05, 2, 185
1.021, 0.05546656362837979, 0.67, 0.2765656097648312, 44, 183, 5.432572343621919e-05, 2, 123
1.115, 0.06133086991508073, 0.49, 0.09656560976483114, 45, 232, 5.500526449783026e-05, 2, 62
1.216, 0.06719517620178168, 0.23, 0.1634343902351689, 48, 194, 5.525919095541257e-05, 3, 48
1.317, 0.07354817467904105, 0.07000000000000001, 0.3234343902351688, 159, 95, 5.584523513974265e-05, 3, 174
1.41, 0.07892378877518357, 0.07000000000000001, 0.3234343902351688, 217, 33, 5.597431828027204e-05, 3, 151
1.511, 0.08552113334772214, 0.29, 0.1034343902351688, 203, 42, 5.659902934991539e-05, 3, 21
1.607, 0.09114109353914388, 0.84, 0.4465656097648311, 200, 46, 5.671505509592029e-05, 4, 10
1.704, 0.09724974592112405, 0.86, 0.4665656097648311, 97, 175, 5.707144713680989e-05, 4, 184
1.808, 0.1033583983031042, 0.86, 0.4665656097648311, 46, 178, 5.716725569861958e-05, 4, 101
1.904, 0.1097113967803635, 0.73, 0.3365656097648311, 45, 215, 5.762153192245984e-05, 4, 37
2.001, 0.1153313569717853, 0.38, 0.01343439023516886, 61, 203, 5.763686005586472e-05, 4, 31
2.1, 0.1214400093537654, 0.07000000000000001, 0.3234343902351688, 60, 196, 5.782857588274545e-05, 5, 6
2.203, 0.1275486617357456, 0.07000000000000001, 0.3234343902351688, 173, 93, 5.789771299852275e-05, 5, 210
2.298, 0.1331686219271674, 0.07000000000000001, 0.3234343902351688, 158, 48, 5.794979196134349e-05, 5, 54
2.395, 0.1395216204044267, 0.07000000000000001, 0.3234343902351688, 215, 46, 5.825537386406126e-05, 5, 65
2.493, 0.1453859266911277, 0.08, 0.3134343902351688, 188, 49, 5.831766012480051e-05, 5, 41
2.591, 0.1514945790731078, 0.5899999999999999, 0.1965656097648312, 220, 52, 5.846954036013424e-05, 6, 34
2.688, 0.1573588853598088, 0.73, 0.3365656097648311, 78, 176, 5.854125199397648e-05, 6, 262
2.783, 0.1627344994559513, 0.76, 0.3665656097648311, 48, 176, 5.847448776714024e-05, 6, 34
2.884, 0.1693318440284899, 0.5, 0.1065656097648311, 40, 189, 5.871423163262478e-05, 6, 23
2.989, 0.1759291886010284, 0.11, 0.2834343902351689, 62, 210, 5.885887875578067e-05, 7, 41
3.087, 0.1815491487924502, 0.08, 0.3134343902351688, 188, 91, 5.881086776561393e-05, 7, 208
3.187, 0.1874134550791511, 0.08, 0.3134343902351688, 176, 53, 5.880560247227836e-05, 7, 79
3.289, 0.1940107996516897, 0.18, 0.2134343902351689, 208, 36, 5.898777733404978e-05, 7, 46
