Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.07800000000000001, 0.0, 0.76, 0.3665656097648311, 0, 0, 0.0, 0, 0
0.178, 0.001954768762233649, 0.77, 0.3765656097648311, 62, 96, 1.098184697884072e-05, 0, 128
0.276, 0.007819075048934597, 0.7, 0.3065656097648311, 39, 230, 2.832998206135724e-05, 0, 151
0.374, 0.01392772743091475, 0.11, 0.2834343902351689, 59, 181, 3.723991291688435e-05, 1, 62
0.471, 0.0197920337176157, 0.07000000000000001, 0.3234343902351688, 179, 118, 4.202130300979978e-05, 1, 172
0.5699999999999999, 0.02565634000431665, 0.07000000000000001, 0.3234343902351688, 190, 53, 4.501112281459061e-05, 1, 106
0.6760000000000001, 0.03249803067213442, 0.1, 0.2934343902351689, 210, 37, 4.807400987002134e-05, 1, 23
0.779, 0.03860668305411457, 0.63, 0.2365656097648311, 209, 45, 4.955928505021126e-05, 2, 10
0.8800000000000001, 0.04471533543609471, 0.64, 0.2465656097648311, 118, 165, 5.081288117738037e-05, 2, 211
0.9779999999999999, 0.05033529562751646, 0.6, 0.2065656097648311, 35, 174, 5.146758244122339e-05, 2, 90
1.077, 0.05693264020005504, 0.3, 0.09343439023516886, 53, 216, 5.286224716811052e-05, 3, 56
1.172, 0.06255260039147677, 0.09, 0.3034343902351689, 176, 83, 5.337252593129418e-05, 3, 243
1.269, 0.06841690667817772, 0.15, 0.2434343902351689, 189, 52, 5.39140320553016e-05, 3, 58
1.369, 0.07452555906015787, 0.6600000000000001, 0.2665656097648311, 212, 50, 5.443795402495097e-05, 4, 24
1.47, 0.08087855753741723, 0.79, 0.3965656097648311, 96, 165, 5.501942689620219e-05, 4, 231
1.57, 0.08649851772883896, 0.7800000000000001, 0.3865656097648311, 40, 167, 5.509459727951525e-05, 4, 56
1.669, 0.09309586230137754, 0.15, 0.2434343902351689, 46, 205, 5.577942618416869e-05, 5, 47
1.767, 0.09896016858807849, 0.07000000000000001, 0.3234343902351688, 169, 90, 5.600462285686389e-05, 5, 237
1.859, 0.1040914365889418, 0.09, 0.3034343902351689, 187, 41, 5.599324184450877e-05, 5, 66
1.958, 0.1106887811614804, 0.39, 0.003434390235168863, 208, 48, 5.6531553197896e-05, 5, 30
2.057, 0.1165530874481813, 0.77, 0.3765656097648311, 222, 55, 5.666168568214941e-05, 6, 20
2.155, 0.1224173937348823, 0.73, 0.3365656097648311, 118, 169, 5.680621519020059e-05, 6, 205
2.251, 0.128037353926304, 0.75, 0.3565656097648311, 34, 179, 5.688021054033941e-05, 6, 107
2.347, 0.1343903524035634, 0.6600000000000001, 0.2665656097648311, 48, 214, 5.726048248980118e-05, 6, 50
2.448, 0.1404990047855436, 0.24, 0.1534343902351689, 50, 193, 5.739338430782007e-05, 7, 24
2.546, 0.1466076571675237, 0.07000000000000001, 0.3234343902351688, 176, 93, 5.758352598881526e-05, 7, 219
2.648, 0.1522276173589454, 0.08, 0.3134343902351688, 174, 56, 5.748777090594617e-05, 7, 54
2.746, 0.1583362697409256, 0.27, 0.1234343902351689, 212, 43, 5.766069546282796e-05, 7, 37
2.846, 0.1649336143134641, 0.76, 0.3665656097648311, 211, 54, 5.795278085504712e-05, 8, 11
2.945, 0.1705535745048859, 0.7800000000000001, 0.3865656097648311, 73, 183, 5.791292852457925e-05, 8, 250
3.047, 0.176662226886866, 0.8, 0.4065656097648311, 43, 197, 5.797907019588645e-05, 8, 54
3.146, 0.1832595714594046, 0.45, 0.05656560976483114, 52, 197, 5.825161203414005e-05, 8, 16
3.251, 0.1893682238413847, 0.08, 0.3134343902351688, 48, 204, 5.824922295951546e-05, 9, 8
3.349, 0.1957212223186441, 0.08, 0.3134343902351688, 169, 95, 5.84416907490726e-05, 9, 217
3.445, 0.2008524903195074, 0.07000000000000001, 0.3234343902351688, 183, 30, 5.83026096718454e-05, 9, 87
