Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.015, 0.0, 0.6600000000000001, 0.2460703889784571, 0, 0, 0.0, 0, 0
0.055, 0.0, 0.6600000000000001, 0.2460703889784571, 0, 0, 0.0, 0, 0
0.095, 0.0009773843811168245, 0.6600000000000001, 0.2460703889784571, 15, 70, 1.028825664333499e-05, 0, 44
0.131, 0.003176499238629679, 0.67, 0.2560703889784572, 81, 179, 2.424808579106625e-05, 0, 205
0.167, 0.005131268000863328, 0.7, 0.2860703889784571, 52, 175, 3.072615569379239e-05, 0, 34
0.203, 0.006841690667817772, 0.7199999999999999, 0.3060703889784571, 34, 182, 3.370290969368361e-05, 0, 25
0.243, 0.009285151620609833, 0.61, 0.1960703889784571, 54, 207, 3.821050049633676e-05, 0, 43
0.283, 0.0119729586686811, 0.32, 0.09392961102154288, 55, 225, 4.230727444763639e-05, 1, 21
0.32, 0.01441641962147316, 0.13, 0.2839296110215429, 46, 187, 4.505131131710363e-05, 1, 32
0.358, 0.01661553447898602, 0.08, 0.3339296110215429, 120, 117, 4.641210748320117e-05, 1, 141
0.398, 0.01905899543177808, 0.07000000000000001, 0.3439296110215429, 209, 59, 4.78869231954223e-05, 1, 155
0.436, 0.02150245638457014, 0.08, 0.3339296110215429, 209, 41, 4.931756051506912e-05, 1, 32
0.471, 0.02321287905152459, 0.11, 0.3039296110215429, 171, 53, 4.928424427075283e-05, 1, 50
0.513, 0.02590068609959585, 0.2, 0.2139296110215429, 210, 54, 5.048866686081062e-05, 1, 42
0.553, 0.02883283924294632, 0.39, 0.02392961102154288, 221, 55, 5.213894980641288e-05, 1, 16
0.596, 0.03127630019573838, 0.6, 0.1860703889784571, 186, 46, 5.24770137512389e-05, 2, 46
0.631, 0.03298672286269283, 0.6899999999999999, 0.2760703889784571, 198, 39, 5.227689835609006e-05, 2, 21
0.6710000000000001, 0.0359188760060433, 0.71, 0.2960703889784571, 147, 125, 5.353036662599598e-05, 2, 124
0.713, 0.03836233695883537, 0.7, 0.2860703889784571, 65, 195, 5.380411915685183e-05, 2, 160
0.753, 0.04080579791162743, 0.7199999999999999, 0.3060703889784571, 35, 211, 5.419096668210813e-05, 2, 53
0.7880000000000001, 0.04251622057858187, 0.73, 0.3160703889784571, 46, 182, 5.395459464287039e-05, 2, 39
0.833, 0.04544837372193234, 0.65, 0.2360703889784571, 59, 203, 5.455987241528493e-05, 2, 35
0.8710000000000001, 0.04813618077000362, 0.44, 0.02607038897845712, 43, 220, 5.526541994259886e-05, 2, 32
0.9109999999999999, 0.05009094953223726, 0.21, 0.2039296110215429, 39, 179, 5.498457687402553e-05, 3, 46
0.95, 0.05253441048502932, 0.1, 0.3139296110215429, 71, 183, 5.52993794579256e-05, 3, 22
0.993, 0.05522221753310058, 0.07000000000000001, 0.3439296110215429, 122, 127, 5.561149801923523e-05, 3, 112
1.03, 0.05717698629533423, 0.07000000000000001, 0.3439296110215429, 190, 71, 5.551163717993615e-05, 3, 118
1.07, 0.05937610115284709, 0.07000000000000001, 0.3439296110215429, 197, 35, 5.549168332041784e-05, 3, 57
1.105, 0.06181956210563914, 0.08, 0.3339296110215429, 193, 63, 5.594530507297661e-05, 3, 36
1.144, 0.06450736915371041, 0.11, 0.3039296110215429, 210, 65, 5.638756044904757e-05, 3, 20
1.183, 0.06670648401122326, 0.19, 0.2239296110215429, 203, 39, 5.638756044904757e-05, 3, 32
1.221, 0.06890559886873614, 0.34, 0.07392961102154288, 195, 42, 5.64337419072368e-05, 3, 12
1.265, 0.07159340591680739, 0.5, 0.08607038897845712, 188, 61, 5.659557779984774e-05, 4, 30
1.304, 0.07379252077432024, 0.64, 0.2260703889784571, 181, 53, 5.658935642202474e-05, 4, 14
1.342, 0.07623598172711232, 0.67, 0.2560703889784572, 144, 106, 5.680773601126104e-05, 4, 77
