Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.013, 0.0, 0.63, 0.2160703889784571, 0, 0, 0.0, 0, 0
0.055, 0.0, 0.84, 0.4260703889784571, 0, 0, 0.0, 0, 0
0.09399999999999999, 0.0007330382858376185, 0.84, 0.4260703889784571, 14, 47, 7.798279636570409e-06, 0, 24
0.131, 0.002932153143350474, 0.8299999999999999, 0.4160703889784571, 80, 173, 2.23828484225227e-05, 0, 222
0.171, 0.005131268000863328, 0.8299999999999999, 0.4160703889784571, 46, 182, 3.000741520972707e-05, 0, 15
0.215, 0.007819075048934597, 0.8199999999999999, 0.4060703889784571, 37, 223, 3.636779092527719e-05, 0, 77
0.249, 0.01026253600172666, 0.8199999999999999, 0.4060703889784571, 46, 229, 4.121500402299862e-05, 0, 16
0.285, 0.01246165085923951, 0.8199999999999999, 0.4060703889784571, 52, 188, 4.372509073417373e-05, 0, 46
0.325, 0.01466076571675237, 0.8100000000000001, 0.3960703889784572, 53, 177, 4.511004835923806e-05, 0, 14
0.361, 0.01661553447898602, 0.8100000000000001, 0.3960703889784572, 40, 199, 4.602641129913025e-05, 0, 32
0.401, 0.01905899543177808, 0.62, 0.2060703889784571, 51, 208, 4.752866691216479e-05, 0, 20
0.455, 0.02272418686096617, 0.17, 0.2439296110215428, 51, 217, 4.994326782629928e-05, 1, 10
0.494, 0.02492330171847903, 0.09, 0.3239296110215429, 46, 172, 5.045202777020046e-05, 1, 46
0.537, 0.02736676267127109, 0.08, 0.3339296110215429, 97, 118, 5.096231409920128e-05, 1, 104
0.575, 0.02981022362406315, 0.08, 0.3339296110215429, 206, 67, 5.184386717228374e-05, 1, 158
0.62, 0.03225368457685521, 0.09, 0.3239296110215429, 192, 41, 5.202207189815356e-05, 1, 30
0.665, 0.03494149162492648, 0.08, 0.3339296110215429, 199, 51, 5.254359642846087e-05, 1, 11
0.701, 0.03738495257771854, 0.09, 0.3239296110215429, 213, 52, 5.33308881279865e-05, 1, 20
0.739, 0.0395840674352314, 0.12, 0.2939296110215428, 204, 44, 5.356436730071907e-05, 1, 19
0.779, 0.04202752838802345, 0.18, 0.2339296110215429, 198, 58, 5.395061410529327e-05, 1, 20
0.8149999999999999, 0.04422664324553631, 0.27, 0.1439296110215429, 192, 44, 5.426581993317338e-05, 1, 16
0.858, 0.04691445029360758, 0.45, 0.03607038897845711, 198, 50, 5.467884649604613e-05, 2, 7
0.8970000000000001, 0.04935791124639964, 0.6600000000000001, 0.2460703889784571, 192, 62, 5.502554208071309e-05, 2, 16
0.934, 0.05155702610391249, 0.7800000000000001, 0.3660703889784571, 140, 95, 5.520024208127676e-05, 2, 70
0.9719999999999999, 0.05400048705670456, 0.8, 0.3860703889784571, 68, 199, 5.555605664270016e-05, 2, 187
1.015, 0.05644394800949661, 0.8, 0.3860703889784571, 34, 199, 5.560980099457796e-05, 2, 48
1.054, 0.05839871677173027, 0.75, 0.3360703889784571, 46, 169, 5.540675215534181e-05, 2, 49
1.099, 0.06133086991508073, 0.6, 0.1860703889784571, 61, 203, 5.580606907650658e-05, 2, 56
1.139, 0.06377433086787279, 0.25, 0.1639296110215429, 50, 220, 5.599151085853626e-05, 3, 35
1.174, 0.06597344572538566, 0.11, 0.3039296110215429, 45, 190, 5.619543928908488e-05, 3, 37
1.212, 0.06817256058289852, 0.08, 0.3339296110215429, 105, 136, 5.624798727961924e-05, 3, 94
1.249, 0.07061602153569058, 0.08, 0.3339296110215429, 189, 75, 5.653804766668581e-05, 3, 168
1.285, 0.07257079029792423, 0.07000000000000001, 0.3439296110215429, 207, 44, 5.647532318904609e-05, 3, 58
1.328, 0.07476990515543708, 0.09, 0.3239296110215429, 180, 29, 5.63026394242749e-05, 3, 50
1.368, 0.07745771220350833, 0.11, 0.3039296110215429, 202, 71, 5.662113465168738e-05, 3, 62
1.408, 0.08014551925157962, 0.17, 0.2439296110215428, 211, 50, 5.692153355936052e-05, 3, 35
1.448, 0.08258898020437167, 0.28, 0.1339296110215429, 200, 43, 5.703658853893071e-05, 3, 17
1.49, 0.08503244115716374, 0.51, 0.09607038897845712, 196, 57, 5.706875245447231e-05, 4, 20
1.53, 0.08747590210995581, 0.7, 0.2860703889784571, 191, 52, 5.717379222872928e-05, 4, 9
1.569, 0.08991936306274784, 0.8199999999999999, 0.4060703889784571, 138, 115, 5.730998283157925e-05, 4, 106
1.607, 0.09236282401553993, 0.85, 0.4360703889784571, 64, 207, 5.747531052616051e-05, 4, 177
1.641, 0.09431759277777358, 0.86, 0.4460703889784571, 53, 208, 5.747568115647384e-05, 4, 26
1.681, 0.09651670763528644, 0.84, 0.4260703889784571, 32, 162, 5.741624487524476e-05, 4, 77
1.721, 0.09871582249279928, 0.8, 0.3860703889784571, 58, 199, 5.735957146589151e-05, 4, 58
1.762, 0.1016479756361497, 0.5699999999999999, 0.1560703889784571, 62, 223, 5.768897595695218e-05, 4, 33
1.798, 0.1038470904936626, 0.3, 0.1139296110215429, 53, 199, 5.775700249925618e-05, 5, 25
1.839, 0.1062905514464547, 0.16, 0.2539296110215429, 40, 188, 5.779801601221025e-05, 5, 31
1.873, 0.1084896663039675, 0.1, 0.3139296110215429, 96, 151, 5.792293983126937e-05, 5, 94
1.911, 0.1104444350662012, 0.09, 0.3239296110215429, 191, 73, 5.779405288655216e-05, 5, 169
1.945, 0.112643549923714, 0.09, 0.3239296110215429, 212, 34, 5.791442155460875e-05, 5, 57
1.986, 0.1150870108765061, 0.12, 0.2939296110215428, 168, 64, 5.794914948464555e-05, 5, 66
2.022, 0.1172861257340189, 0.17, 0.2439296110215428, 199, 77, 5.800500778141392e-05, 5, 40
2.062, 0.119729586686811, 0.27, 0.1439296110215429, 223, 44, 5.806478500815277e-05, 5, 58
2.105, 0.1224173937348823, 0.43, 0.01607038897845712, 194, 39, 5.815553146550227e-05, 5, 31
2.146, 0.1248608546876743, 0.58, 0.1660703889784571, 191, 61, 5.818306369416325e-05, 6, 27
2.186, 0.1273043156404664, 0.7199999999999999, 0.3060703889784571, 199, 56, 5.823619196727648e-05, 6, 13
