Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.01, 0.0, 0.64, 0.2260703889784571, 0, 0, 0.0, 0, 0
0.05, 0.0, 0.67, 0.2560703889784572, 0, 0, 0.0, 0, 0
0.08699999999999999, 0.0007330382858376185, 0.6800000000000001, 0.2660703889784571, 16, 13, 8.425727423420902e-06, 0, 20
0.123, 0.002687807048071267, 0.67, 0.2560703889784572, 71, 168, 2.185208982171762e-05, 0, 197
0.158, 0.004886921905584122, 0.6899999999999999, 0.2760703889784571, 50, 194, 3.092988547838052e-05, 0, 69
0.198, 0.006597344572538566, 0.73, 0.3160703889784571, 39, 168, 3.331992208352811e-05, 0, 37
0.234, 0.008796459430051421, 0.71, 0.2960703889784571, 59, 200, 3.759170696603172e-05, 0, 30
0.277, 0.01221730476396031, 0.6899999999999999, 0.2760703889784571, 66, 228, 4.410579337169786e-05, 0, 59
0.313, 0.01417207352619396, 0.49, 0.07607038897845713, 42, 195, 4.527819017953341e-05, 0, 59
0.356, 0.01637118838370681, 0.26, 0.1539296110215429, 33, 183, 4.598648422389554e-05, 1, 21
0.393, 0.01881464933649887, 0.1, 0.3139296110215429, 72, 191, 4.787442579261799e-05, 1, 42
0.433, 0.02125811028929093, 0.07000000000000001, 0.3439296110215429, 110, 136, 4.909494293138784e-05, 1, 80
0.471, 0.02370157124208299, 0.07000000000000001, 0.3439296110215429, 181, 67, 5.032180730803184e-05, 1, 149
0.511, 0.02590068609959585, 0.07000000000000001, 0.3439296110215429, 200, 42, 5.068627416750656e-05, 1, 53
0.544, 0.02785545486182949, 0.07000000000000001, 0.3439296110215429, 201, 48, 5.120488026071598e-05, 1, 8
0.5819999999999999, 0.03029891581462156, 0.08, 0.3339296110215429, 210, 52, 5.205999280862811e-05, 1, 17
0.621, 0.03274237676741362, 0.11, 0.3039296110215429, 204, 59, 5.272524439197042e-05, 1, 16
