Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.076, 0.0, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 0, 0, 0.0, 0, 0
0.186, 0.003176499238629679, 0.79, 0.3760703889784571, 80.47906324138983, 116, 148, 1.707795289585849e-05, 0, 247
0.288, 0.01221730476396031, 0.77, 0.3560703889784571, 76.19906324138983, 144, 281, 4.242119709708439e-05, 0, 178
0.387, 0.02296853295624538, 0.21, -0.2039296110215429, -43.64093675861018, 121, 283, 5.935021435722319e-05, 1, 29
0.497, 0.03371976114853044, 0.08, -0.3339296110215429, -71.46093675861017, 274, 163, 6.784660190851196e-05, 1, 273
0.599, 0.0439822971502571, 0.09, -0.3239296110215429, -69.32093675861019, 298, 139, 7.342620559308365e-05, 1, 51
0.701, 0.05497787143782138, 0.3, -0.1139296110215429, -24.38093675861018, 266, 141, 7.842777665880369e-05, 1, 31
0.807, 0.06548475353482725, 0.74, 0.3260703889784571, 69.77906324138982, 216, 191, 8.114591516087641e-05, 2, 103
0.907, 0.07574728953655391, 0.79, 0.3760703889784571, 80.47906324138983, 145, 281, 8.351410092233065e-05, 2, 157
1.006, 0.08600982553828056, 0.31, -0.1039296110215429, -22.24093675861018, 138, 302, 8.549684447145184e-05, 3, 33
1.108, 0.09627236154000723, 0.09, -0.3239296110215429, -69.32093675861019, 230, 178, 8.688841294224479e-05, 3, 211
1.212, 0.1067792436370131, 0.12, -0.2939296110215428, -62.90093675861018, 281, 128, 8.81016861691527e-05, 3, 106
1.316, 0.1175304718292981, 0.4699999999999999, 0.05607038897845712, 11.99906324138982, 265, 149, 8.930886917119921e-05, 4, 35
1.42, 0.1282817000215832, 0.77, 0.3560703889784571, 76.19906324138983, 183, 250, 9.033922536731213e-05, 4, 180
1.521, 0.1385442360233099, 0.6800000000000001, 0.2660703889784571, 56.93906324138982, 136, 296, 9.108759764846146e-05, 4, 91
1.623, 0.1490511181203158, 0.15, -0.2639296110215429, -56.48093675861018, 164, 269, 9.183679489853096e-05, 5, 54
1.723, 0.1593136541220424, 0.08, -0.3339296110215429, -71.46093675861017, 257, 148, 9.246294493444132e-05, 5, 207
1.821, 0.1695761901237691, 0.19, -0.2239296110215429, -47.92093675861018, 292, 137, 9.312256459295391e-05, 5, 49
1.923, 0.1798387261254957, 0.7, 0.2860703889784571, 61.21906324138983, 249, 168, 9.351987838039298e-05, 6, 75
2.022, 0.1901012621272224, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 151, 277, 9.401645011237505e-05, 6, 192
2.122, 0.200363798128949, 0.61, 0.1960703889784571, 41.95906324138983, 133, 296, 9.442214803437748e-05, 6, 50
2.221, 0.2103819880353964, 0.11, -0.3039296110215429, -65.04093675861019, 179, 239, 9.4723992811975e-05, 7, 101
2.319, 0.2199114857512855, 0.08, -0.3339296110215429, -71.46093675861017, 262, 140, 9.483030864652244e-05, 7, 153
2.426, 0.2313957522294082, 0.28, -0.1339296110215429, -28.66093675861018, 272, 142, 9.538159613743124e-05, 7, 35
2.529, 0.2419026343264141, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 211, 186, 9.565149637264298e-05, 8, 101
2.636, 0.2528982086139783, 0.76, 0.3460703889784571, 74.05906324138982, 142, 275, 9.594013983838328e-05, 8, 156
2.74, 0.2636494368062634, 0.34, -0.07392961102154288, -15.82093675861018, 132, 279, 9.622242219206694e-05, 9, 17
2.843, 0.2741563189032692, 0.09, -0.3239296110215429, -69.32093675861019, 247, 180, 9.643205026495577e-05, 9, 210
2.944, 0.2841745088097167, 0.13, -0.2839296110215429, -60.76093675861018, 287, 126, 9.652666739460486e-05, 9, 93
3.049, 0.2954144291925602, 0.5, 0.08607038897845712, 18.41906324138982, 282, 151, 9.688895677027228e-05, 10, 27
3.153, 0.3056769651942869, 0.84, 0.4260703889784571, 91.17906324138984, 193, 275, 9.694797500611699e-05, 10, 208
3.252, 0.3156951551007343, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 99, 308, 9.707723096578547e-05, 10, 116
3.357, 0.3269350754835778, 0.17, -0.2439296110215428, -52.20093675861019, 142, 292, 9.738906031682388e-05, 11, 45
3.46, 0.3371976114853044, 0.09, -0.3239296110215429, -69.32093675861019, 256, 160, 9.745595707667761e-05, 11, 243
3.556, 0.3469714552964727, 0.09, -0.3239296110215429, -69.32093675861019, 291, 151, 9.757352511149399e-05, 11, 42
3.657, 0.3572339912981993, 0.32, -0.09392961102154288, -20.10093675861018, 269, 142, 9.768498531534025e-05, 11, 29
3.763, 0.3679852194904845, 0.75, 0.3360703889784571, 71.91906324138983, 224, 196, 9.779038519545162e-05, 12, 105
3.862, 0.3782477554922111, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 142, 291, 9.794089992030324e-05, 12, 165
3.968, 0.3892433297797754, 0.32, -0.09392961102154288, -20.10093675861018, 130, 291, 9.809559722272565e-05, 13, 23
4.067, 0.3992615196862228, 0.08, -0.3339296110215429, -71.46093675861017, 239, 175, 9.817101541338157e-05, 13, 213
4.169, 0.4097684017832287, 0.1, -0.3139296110215429, -67.18093675861019, 289, 132, 9.828937437832302e-05, 13, 101
4.266, 0.4197865916896761, 0.49, 0.07607038897845713, 16.27906324138983, 278, 149, 9.840285787381063e-05, 14, 26
4.369, 0.430293473786682, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 181, 238, 9.848786307774821e-05, 14, 183
4.467, 0.4400673175978503, 0.73, 0.3160703889784571, 67.63906324138983, 119, 300, 9.851518191131637e-05, 14, 121
4.57, 0.4510628918854145, 0.22, -0.1939296110215429, -41.50093675861018, 145, 275, 9.870085161606445e-05, 15, 48
4.667, 0.4605923896013035, 0.09, -0.3239296110215429, -69.32093675861019, 246, 167, 9.869131982029216e-05, 15, 204
4.765, 0.470610579507751, 0.12, -0.2939296110215428, -62.90093675861018, 288, 141, 9.876402508032548e-05, 15, 70
4.867, 0.4813618077000361, 0.45, 0.03607038897845711, 7.719063241389824, 263, 151, 9.890318629546663e-05, 16, 34
4.967, 0.4916243437017627, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 184, 240, 9.897812436113604e-05, 16, 168
5.063, 0.5011538414176517, 0.76, 0.3460703889784571, 74.05906324138982, 123, 292, 9.898357523556227e-05, 16, 101
5.173, 0.5126381078957744, 0.38, -0.03392961102154288, -7.260936758610177, 135, 296, 9.909880299551023e-05, 17, 14
5.274, 0.5229006438975011, 0.07000000000000001, -0.3439296110215429, -73.60093675861018, 234, 192, 9.914687976820272e-05, 17, 180
5.378, 0.5331631798992278, 0.11, -0.3039296110215429, -65.04093675861019, 257, 115, 9.913781701361618e-05, 17, 116
5.477, 0.5439144080915129, 0.71, 0.2960703889784571, 63.35906324138983, 289, 148, 9.930882017372884e-05, 18, 69
5.576, 0.5539325979979603, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 165, 267, 9.934228801972028e-05, 18, 225
5.679, 0.5644394800949661, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 122, 303, 9.939064625725765e-05, 18, 97
5.776, 0.5742133239061344, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 113, 292, 9.941366411117285e-05, 18, 16
5.878, 0.5844758599078611, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 133, 294, 9.943447769783278e-05, 18, 21
5.973, 0.5944940498143087, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 109, 313, 9.953022766018895e-05, 18, 40
6.072, 0.6045122397207559, 0.8, 0.3860703889784571, 82.61906324138982, 119, 305, 9.955735173266731e-05, 18, 22
6.179, 0.6157521601035994, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 129, 279, 9.965239684473207e-05, 18, 32
6.278, 0.6257703500100469, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 128, 298, 9.967670436604759e-05, 18, 20
6.377, 0.6357885399164944, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 132, 293, 9.970025716112506e-05, 18, 10
6.479, 0.6465397681087794, 0.79, 0.3760703889784571, 80.47906324138983, 134, 288, 9.979005527223018e-05, 18, 5
6.581, 0.6565579580152269, 0.84, 0.4260703889784571, 91.17906324138984, 128, 280, 9.97656827253042e-05, 18, 16
6.682, 0.667309186207512, 0.85, 0.4360703889784571, 93.31906324138982, 116, 305, 9.986668455664651e-05, 18, 32
6.786, 0.6778160683045177, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 120, 303, 9.988447808790418e-05, 18, 6
6.883, 0.6878342582109652, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 127, 296, 9.993233447783892e-05, 18, 10
6.985, 0.6980967942126918, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 123, 290, 9.994227547783707e-05, 18, 13
7.085, 0.7081149841191394, 0.8, 0.3860703889784571, 82.61906324138982, 123, 301, 9.994565760326598e-05, 18, 13
7.188, 0.7191105584067037, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 136, 293, 0.0001000432051205765, 18, 23
7.287, 0.7291287483131511, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 128, 301, 0.0001000588374246125, 18, 18
7.386, 0.7391469382195987, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 113, 291, 0.0001000740506660708, 18, 31
7.487, 0.7494094742213251, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 117, 292, 0.0001000947608149225, 18, 8
7.593, 0.7604050485088894, 0.8, 0.3860703889784571, 82.61906324138982, 123, 291, 0.0001001455351651376, 18, 9
7.692, 0.7701788923200578, 0.8, 0.3860703889784571, 82.61906324138982, 126, 301, 0.0001001272610920512, 18, 10
7.799, 0.7814188127029011, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 122, 297, 0.0001001947445445443, 18, 10
7.896, 0.7911926565140694, 0.8, 0.3860703889784571, 82.61906324138982, 121, 278, 0.0001002017042191071, 18, 18
8.006, 0.8026769229921921, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 120, 292, 0.0001002594208084177, 18, 23
8.106999999999999, 0.8126951128986397, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 110, 295, 0.0001002460975574984, 18, 16
8.201000000000001, 0.8227133028050872, 0.77, 0.3560703889784571, 76.19906324138983, 124, 307, 0.0001003186566034736, 18, 25
8.303000000000001, 0.8329758388068138, 0.75, 0.3360703889784571, 71.91906324138983, 134, 278, 0.0001003222737332065, 18, 40
8.398, 0.8425053365227026, 0.71, 0.2960703889784571, 63.35906324138983, 142, 287, 0.0001003221405718865, 18, 16
8.497, 0.8527678725244295, 0.71, 0.2960703889784571, 63.35906324138983, 152, 278, 0.0001003610536100305, 18, 19
8.599, 0.863030408526156, 0.77, 0.3560703889784571, 76.19906324138983, 141, 272, 0.0001003640433220323, 18, 17
8.696999999999999, 0.8732929445278826, 0.77, 0.3560703889784571, 76.19906324138983, 124, 283, 0.0001004131245863956, 18, 32
8.797000000000001, 0.8835554805296093, 0.07000000000000001, -0.3439296110215429, -73.60093675861018, 140, 294, 0.0001004382721984324, 19, 28
8.9, 0.893818016531336, 0.5899999999999999, 0.1760703889784571, 37.67906324138983, 251, 168, 0.0001004289906214984, 20, 229
8.999000000000001, 0.9040805525330628, 0.7, 0.2860703889784571, 61.21906324138983, 173, 244, 0.0001004645574545019, 20, 132
9.098000000000001, 0.9145874346300685, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 138, 276, 0.0001005262073675608, 20, 74
9.196999999999999, 0.9243612784412367, 0.8, 0.3860703889784571, 82.61906324138982, 123, 281, 0.0001005068259694723, 20, 22
9.295, 0.9346238144429634, 0.79, 0.3760703889784571, 80.47906324138983, 128, 294, 0.0001005512441573925, 20, 29
9.398, 0.9451306965399692, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 129, 297, 0.0001005672160608607, 20, 10
9.497, 0.9551488864464167, 0.74, 0.3260703889784571, 69.77906324138982, 135, 298, 0.0001005737481779948, 20, 8
9.598000000000001, 0.9656557685434226, 0.71, 0.2960703889784571, 63.35906324138983, 137, 262, 0.0001006101029947304, 20, 37
9.699, 0.9759183045451493, 0.65, 0.2360703889784571, 50.51906324138983, 151, 269, 0.000100620507737411, 20, 22
9.805, 0.9866695327374343, 0.18, -0.2339296110215429, -50.06093675861019, 165, 257, 0.0001006292231246746, 21, 28
9.898999999999999, 0.9961990304533233, 0.19, -0.2239296110215429, -47.92093675861018, 261, 160, 0.0001006363299781113, 21, 181
10.0, 1.006705912550329, 0.19, -0.2239296110215429, -47.92093675861018, 260, 170, 0.0001006705912550329, 21, 18
10.099, 1.016968448552056, 0.18, -0.2339296110215429, -50.06093675861019, 263, 166, 0.0001006999156898758, 21, 11
10.207, 1.02796402283962, 0.19, -0.2239296110215429, -47.92093675861018, 255, 161, 0.0001007116707004625, 21, 14
10.307, 1.038226558841347, 0.21, -0.2039296110215429, -43.64093675861018, 256, 156, 0.0001007302375901181, 21, 8
10.406, 1.048000402652515, 0.23, -0.1839296110215429, -39.36093675861018, 247, 173, 0.0001007111668895363, 21, 28
10.504, 1.058262938654242, 0.19, -0.2239296110215429, -47.92093675861018, 251, 176, 0.0001007485661323535, 21, 3
10.605, 1.068769820751248, 0.2, -0.2139296110215429, -45.78093675861019, 247, 164, 0.0001007798039369399, 21, 14
10.707, 1.079032356752974, 0.17, -0.2439296110215428, -52.20093675861019, 256, 174, 0.0001007782158170332, 21, 19
10.808, 1.089294892754701, 0.21, -0.2039296110215429, -43.64093675861018, 264, 154, 0.0001007859819351129, 21, 31
10.906, 1.099557428756428, 0.22, -0.1939296110215429, -41.50093675861018, 254, 169, 0.0001008213303462706, 21, 24
11.008, 1.110064310853433, 0.23, -0.1839296110215429, -39.36093675861018, 256, 170, 0.0001008415980063075, 21, 3
11.113, 1.121059885140998, 0.17, -0.2439296110215428, -52.20093675861019, 250, 168, 0.0001008782403618283, 21, 4
11.209, 1.130589382856887, 0.13, -0.2839296110215429, -60.76093675861018, 256, 148, 0.0001008644288390478, 21, 23
11.309, 1.140851918858613, 0.15, -0.2639296110215429, -56.48093675861018, 277, 145, 0.0001008799998990727, 21, 25
11.411, 1.15111445486034, 0.22, -0.1939296110215429, -41.50093675861018, 264, 164, 0.0001008776141320077, 21, 30
11.513, 1.161621336957346, 0.28, -0.1339296110215429, -28.66093675861018, 252, 163, 0.0001008964941333576, 21, 12
11.618, 1.17261691124491, 0.21, -0.2039296110215429, -43.64093675861018, 232, 178, 0.0001009310476196342, 21, 39
11.718, 1.182635101151358, 0.21, -0.2039296110215429, -43.64093675861018, 246, 164, 0.0001009246544761357, 21, 29
11.816, 1.192653291057805, 0.22, -0.1939296110215429, -41.50093675861018, 248, 166, 0.0001009354511728, 21, 4
11.917, 1.202915827059532, 0.2, -0.2139296110215429, -45.78093675861019, 242, 170, 0.0001009411619585073, 21, 11
12.016, 1.213422709156538, 0.18, -0.2339296110215429, -50.06093675861019, 279, 167, 0.0001009839138778743, 21, 39
12.114, 1.222952206872427, 0.18, -0.2339296110215429, -50.06093675861019, 237, 159, 0.000100953624473537, 21, 50
12.212, 1.232970396778874, 0.2, -0.2139296110215429, -45.78093675861019, 277, 152, 0.0001009638385832684, 21, 42
12.309, 1.242988586685322, 0.2, -0.2139296110215429, -45.78093675861019, 239, 171, 0.0001009820933207671, 21, 55
12.407, 1.253251122687048, 0.05, -0.3639296110215429, -77.88093675861018, 256, 165, 0.0001010116162397878, 21, 25
12.508, 1.263513658688775, 0.0, -0.413929611021543, -88.58093675861019, 304, 115, 0.0001010164421721119, 21, 97
12.605, 1.273531848595222, 0.0, -0.413929611021543, -88.58093675861019, 306, 117, 0.0001010338634347657, 21, 6
12.706, 1.284038730692228, 0.0, -0.413929611021543, -88.58093675861019, 299, 122, 0.000101057668085332, 21, 12
12.806, 1.294301266693955, 0.0, -0.413929611021543, -88.58093675861019, 296, 127, 0.0001010699099401808, 21, 7
12.906, 1.304563802695681, 0.0, -0.413929611021543, -88.58093675861019, 296, 121, 0.0001010819620870666, 21, 8
13.006, 1.314826338697408, 0.0, -0.413929611021543, -88.58093675861019, 290, 124, 0.000101093828901846, 21, 8
13.104, 1.324600182508576, 0.0, -0.413929611021543, -88.58093675861019, 297, 114, 0.0001010836525113382, 21, 20
13.204, 1.335107064605582, 0.0, -0.413929611021543, -88.58093675861019, 295, 125, 0.0001011138340355636, 21, 18
13.308, 1.345858292797868, 0.0, -0.413929611021543, -88.58093675861019, 297, 127, 0.0001011315218513576, 21, 2
13.406, 1.355876482704315, 0.0, -0.413929611021543, -88.58093675861019, 303, 121, 0.0001011395257872829, 21, 14
13.5, 1.365405980420204, 0.0, -0.413929611021543, -88.58093675861019, 300, 122, 0.0001011411837348299, 21, 8
13.601, 1.37566851642193, 0.0, -0.413929611021543, -88.58093675861019, 300, 128, 0.0001011446596884002, 21, 5
13.705, 1.386419744614216, 0.0, -0.413929611021543, -88.58093675861019, 299, 119, 0.000101161601212274, 21, 10
13.805, 1.396437934520663, 0.0, -0.413929611021543, -88.58093675861019, 306, 108, 0.0001011545044926232, 21, 18
13.901, 1.406456124427111, 0.0, -0.413929611021543, -88.58093675861019, 304, 125, 0.0001011766149505151, 21, 20
13.994, 1.41574127604772, 0.0, -0.413929611021543, -88.58093675861019, 296, 118, 0.0001011677344610348, 21, 13
14.095, 1.426248158144726, 0.0, -0.413929611021543, -88.58093675861019, 306, 122, 0.00010118823399395, 21, 11
14.195, 1.436510694146453, 0.0, -0.413929611021543, -88.58093675861019, 305, 116, 0.0001011983581645969, 21, 9
14.294, 1.4465288840529, 0.01, -0.4039296110215429, -86.44093675861019, 299, 120, 0.0001011983268541276, 21, 7
14.396, 1.457280112245185, 0.04, -0.3739296110215429, -80.02093675861017, 292, 132, 0.0001012281267188931, 21, 20
14.494, 1.467053956056354, 0.08, -0.3339296110215429, -71.46093675861017, 285, 130, 0.0001012180182183216, 21, 8
14.595, 1.47731649205808, 0.06, -0.3539296110215429, -75.74093675861018, 274, 140, 0.0001012207257319685, 21, 24
14.697, 1.487823374155086, 0.06, -0.3539296110215429, -75.74093675861018, 291, 129, 0.0001012331342556363, 21, 34
14.793, 1.497597217966254, 0.13, -0.2839296110215429, -60.76093675861018, 287, 138, 0.0001012368835237108, 21, 15
