Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.016, 0.0, 0.51, 0.09607038897845712, 22.09618946504514, 0, 0, 0.0, 0, 0
0.052, 0.0, 0.64, 0.2260703889784571, 51.99618946504514, 0, 0, 0.0, 0, 0
0.091, 0.0009773843811168245, 0.63, 0.2160703889784571, 49.69618946504514, 52, 20, 1.074048770458049e-05, 0, 72
0.129, 0.003909537524467298, 0.64, 0.2260703889784571, 51.99618946504514, 160, 170, 3.030649243773099e-05, 0, 252
0.168, 0.006841690667817772, 0.67, 0.2560703889784572, 58.89618946504513, 139, 206, 4.072434921320101e-05, 0, 51
0.205, 0.01001818990644745, 0.65, 0.2360703889784571, 54.29618946504513, 144, 227, 4.886921905584122e-05, 0, 24
0.25, 0.01514945790731078, 0.51, 0.09607038897845712, 22.09618946504514, 168, 290, 6.059783162924312e-05, 0, 93
0.295, 0.0197920337176157, 0.2, -0.2139296110215429, -49.20381053495486, 156, 238, 6.709163972073117e-05, 1, 57
0.339, 0.02370157124208299, 0.12, -0.2939296110215428, -67.60381053495486, 203, 186, 6.991613935717698e-05, 1, 93
0.378, 0.02736676267127109, 0.11, -0.3039296110215429, -69.90381053495486, 245, 143, 7.23988430456907e-05, 1, 92
0.418, 0.03127630019573838, 0.16, -0.2539296110215429, -58.40381053495486, 268, 113, 7.482368467879997e-05, 1, 57
0.461, 0.03567452991076409, 0.38, -0.03392961102154288, -7.803810534954862, 283, 146, 7.738509742031256e-05, 1, 48
0.498, 0.0395840674352314, 0.63, 0.2160703889784571, 49.69618946504514, 260, 151, 7.948607918721164e-05, 2, 18
0.5390000000000001, 0.0434936049596987, 0.74, 0.3260703889784571, 74.99618946504514, 179, 199, 8.069314463765991e-05, 2, 114
0.581, 0.04715879638888679, 0.7199999999999999, 0.3060703889784571, 70.39618946504513, 129, 274, 8.116832424937483e-05, 2, 143
0.624, 0.05131268000863329, 0.5600000000000001, 0.1460703889784571, 33.59618946504514, 114, 270, 8.223185898819438e-05, 2, 17
0.6630000000000001, 0.05522221753310058, 0.23, -0.1839296110215429, -42.30381053495487, 154, 269, 8.329142916003104e-05, 3, 40
0.6989999999999999, 0.05913175505756789, 0.07000000000000001, -0.3439296110215429, -79.10381053495486, 184, 239, 8.459478549008281e-05, 3, 62
0.741, 0.06304129258203518, 0.06, -0.3539296110215429, -81.40381053495487, 233, 154, 8.507596839680861e-05, 3, 128
0.781, 0.06670648401122326, 0.09, -0.3239296110215429, -74.50381053495486, 282, 91, 8.541163125636782e-05, 3, 119
0.818, 0.07012732934513216, 0.3, -0.1139296110215429, -26.20381053495486, 284, 113, 8.573023147326671e-05, 3, 23
0.859, 0.07428121296487866, 0.63, 0.2160703889784571, 49.69618946504514, 269, 163, 8.647405467389831e-05, 4, 68
0.901, 0.07867944267990438, 0.75, 0.3360703889784571, 77.29618946504513, 216, 198, 8.732457567137002e-05, 4, 87
0.942, 0.08283332629965088, 0.7800000000000001, 0.3660703889784571, 84.19618946504514, 141, 263, 8.793346740939583e-05, 4, 137
0.9789999999999999, 0.08600982553828056, 0.6899999999999999, 0.2760703889784571, 63.49618946504513, 90, 292, 8.785477583072579e-05, 4, 87
1.023, 0.09040805525330626, 0.41, -0.003929611021542883, -0.903810534954863, 121, 265, 8.837542057996702e-05, 5, 51
1.062, 0.09407324668249435, 0.16, -0.2539296110215429, -58.40381053495486, 160, 252, 8.858121156543724e-05, 5, 55
1.101, 0.09822713030224087, 0.09, -0.3239296110215429, -74.50381053495486, 192, 200, 8.921628546979189e-05, 5, 71
1.142, 0.1016479756361497, 0.08, -0.3339296110215429, -76.80381053495487, 268, 125, 8.900873523305583e-05, 5, 147
1.179, 0.1053131670653378, 0.11, -0.3039296110215429, -69.90381053495486, 286, 107, 8.932414509358594e-05, 5, 57
1.221, 0.1097113967803635, 0.21, -0.2039296110215429, -46.90381053495486, 289, 136, 8.985372381684158e-05, 5, 34
1.262, 0.1141096264953893, 0.55, 0.1360703889784571, 31.29618946504514, 267, 137, 9.041967234182986e-05, 6, 22
