Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.018, 0.0, 0.18, -0.2408614648453401, -62.62398085978844, 0, 0, 0.0, 0, 0
0.05800000000000001, 0.0002443460952792061, 0.58, 0.1591385351546599, 41.37601914021157, 3, 0, 4.212863711710451e-06, 1, 3
0.096, 0.001466076571675237, 0.5899999999999999, 0.1691385351546599, 43.97601914021157, 39, 20, 1.527163095495038e-05, 1, 85
0.134, 0.00439822971502571, 0.5899999999999999, 0.1691385351546599, 43.97601914021157, 197, 182, 3.28226098136247e-05, 1, 271
0.172, 0.00757472895365539, 0.6, 0.1791385351546599, 46.57601914021157, 163, 190, 4.403912182357785e-05, 1, 31
0.21, 0.01123992038284348, 0.54, 0.1191385351546599, 30.97601914021157, 130, 241, 5.352343039449277e-05, 1, 81
0.25, 0.01539380400258998, 0.37, -0.05086146484534013, -13.22398085978843, 170, 266, 6.157521601035994e-05, 2, 62
0.291, 0.0197920337176157, 0.19, -0.2308614648453401, -60.02398085978843, 204, 236, 6.801386157256254e-05, 2, 65
0.33, 0.02370157124208299, 0.14, -0.2808614648453402, -73.02398085978844, 226, 178, 7.182294315782725e-05, 2, 77
0.365, 0.02663372438543346, 0.16, -0.2608614648453401, -67.82398085978844, 249, 94, 7.296910790529719e-05, 2, 83
0.402, 0.02981022362406315, 0.27, -0.1508614648453401, -39.22398085978843, 262, 109, 7.415478513448544e-05, 2, 39
0.44, 0.03396410724380966, 0.5, 0.07913853515465988, 20.57601914021157, 273, 163, 7.719115282684012e-05, 3, 70
0.482, 0.03836233695883537, 0.62, 0.1991385351546599, 51.77601914021157, 241, 183, 7.958991070297794e-05, 3, 50
0.521, 0.04202752838802345, 0.6600000000000001, 0.2391385351546599, 62.17601914021158, 165, 231, 8.066704105186844e-05, 3, 124
0.557, 0.04569271981721155, 0.64, 0.2191385351546598, 56.97601914021157, 135, 268, 8.203360828942827e-05, 3, 73
0.5949999999999999, 0.04935791124639964, 0.5699999999999999, 0.1491385351546599, 38.77601914021157, 130, 249, 8.295447268302459e-05, 3, 20
0.6390000000000001, 0.05326744877086693, 0.38, -0.04086146484534012, -10.62398085978843, 151, 239, 8.33606397040171e-05, 4, 34
0.681, 0.05766567848589265, 0.19, -0.2308614648453401, -60.02398085978843, 192, 243, 8.467794197634751e-05, 4, 45
0.7199999999999999, 0.06157521601035993, 0.15, -0.2708614648453401, -70.42398085978843, 221, 162, 8.552113334772214e-05, 4, 107
0.758, 0.06475171524898961, 0.16, -0.2608614648453401, -67.82398085978844, 251, 115, 8.542442644985439e-05, 4, 80
0.8, 0.06890559886873614, 0.25, -0.1708614648453401, -44.42398085978843, 277, 133, 8.613199858592019e-05, 4, 45
0.841, 0.07330382858376185, 0.48, 0.05913853515465988, 15.37601914021157, 266, 152, 8.71626974836645e-05, 5, 31
