Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.039, 0.0, 0.48, 0.06607038897845712, 14.13906324138982, 0, 0, 0.0, 0, 0
0.14, 0.002199114857512855, 0.48, 0.06607038897845712, 14.13906324138982, 98, 107, 1.570796326794897e-05, 0, 184
0.237, 0.01123992038284348, 0.4600000000000001, 0.04607038897845712, 9.859063241389824, 191, 242, 4.742582440018347e-05, 0, 243
0.34, 0.02272418686096617, 0.29, -0.1239296110215429, -26.52093675861018, 216, 216, 6.683584370872403e-05, 1, 52
0.437, 0.0317649923862968, 0.32, -0.09392961102154288, -20.10093675861018, 234, 176, 7.26887697626929e-05, 1, 48
0.534, 0.04227187448330266, 0.52, 0.1060703889784571, 22.69906324138983, 243, 207, 7.916081363914355e-05, 2, 50
0.631, 0.05204571829447091, 0.5899999999999999, 0.1760703889784571, 37.67906324138983, 172, 238, 8.248132851738655e-05, 2, 101
0.73, 0.06230825429619756, 0.34, -0.07392961102154288, -15.82093675861018, 173, 247, 8.535377300848982e-05, 3, 10
0.827, 0.07183775201208659, 0.15, -0.2639296110215429, -56.48093675861018, 229, 185, 8.68654800629826e-05, 3, 116
0.924, 0.08210028801381325, 0.3, -0.1139296110215429, -24.38093675861018, 266, 151, 8.885312555607497e-05, 3, 68
1.027, 0.09260717011081912, 0.6899999999999999, 0.2760703889784571, 59.07906324138983, 225, 198, 9.017251227927861e-05, 4, 79
1.125, 0.1026253600172666, 0.79, 0.3760703889784571, 80.47906324138983, 143, 274, 9.122254223757031e-05, 4, 154
1.225, 0.1128878960189932, 0.31, -0.1039296110215429, -22.24093675861018, 136, 301, 9.215338450530062e-05, 5, 40
1.328, 0.1231504320207199, 0.09, -0.3239296110215429, -69.32093675861019, 238, 167, 9.273375905174689e-05, 5, 227
1.429, 0.1334129680224465, 0.13, -0.2839296110215429, -60.76093675861018, 294, 125, 9.336106929492411e-05, 5, 100
1.529, 0.1441641962147316, 0.48, 0.06607038897845712, 14.13906324138982, 264, 152, 9.428659006849681e-05, 6, 54
