Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.017, 0.0, 0.18, -0.2339296110215429, -60.82169886560115, 0, 0, 0.0, 0, 0
0.05600000000000001, 0.0, 0.6899999999999999, 0.2760703889784571, 71.77830113439886, 0, 0, 0.0, 1, 0
0.09399999999999999, 0.0009773843811168245, 0.7, 0.2860703889784571, 74.37830113439886, 77, 14, 1.039770618209388e-05, 1, 28
0.132, 0.003176499238629679, 0.73, 0.3160703889784571, 82.17830113439886, 135, 147, 2.406438817143696e-05, 1, 242
0.173, 0.006597344572538566, 0.76, 0.3460703889784571, 89.97830113439885, 122, 203, 3.813493972565645e-05, 1, 62
0.211, 0.01001818990644745, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 124, 278, 4.747957301633863e-05, 1, 69
0.256, 0.01490511181203158, 0.73, 0.3160703889784571, 82.17830113439886, 129, 318, 5.822309301574834e-05, 1, 60
0.296, 0.01857030324121967, 0.6899999999999999, 0.2760703889784571, 71.77830113439886, 108, 275, 6.273751095006644e-05, 1, 59
0.338, 0.02272418686096617, 0.41, -0.003929611021542883, -1.021698865601149, 128, 266, 6.723132207386441e-05, 2, 25
0.378, 0.02638937829015426, 0.13, -0.2839296110215429, -73.82169886560115, 140, 260, 6.981317007977319e-05, 2, 17
0.418, 0.03054326190990077, 0.08, -0.3339296110215429, -86.82169886560116, 197, 194, 7.307000456914059e-05, 2, 124
0.457, 0.03396410724380966, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 262, 133, 7.431970950505395e-05, 2, 114
0.496, 0.03787364476827695, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 296, 93, 7.635815477475192e-05, 2, 87
0.5350000000000001, 0.04178318229274424, 0.15, -0.2639296110215429, -68.62169886560115, 305, 102, 7.809940615466213e-05, 2, 22
0.577, 0.04618141200776996, 0.44, 0.02607038897845712, 6.778301134398851, 293, 127, 8.003710919890807e-05, 3, 37
0.616, 0.04984660343695805, 0.6600000000000001, 0.2460703889784571, 63.97830113439886, 245, 149, 8.091981077428255e-05, 3, 69
0.653, 0.05326744877086693, 0.7, 0.2860703889784571, 74.37830113439886, 177, 211, 8.157342843930618e-05, 3, 109
0.692, 0.05717698629533423, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 128, 274, 8.262570273892232e-05, 3, 124
0.734, 0.06108652381980153, 0.73, 0.3160703889784571, 82.17830113439886, 109, 256, 8.322414689346257e-05, 3, 45
0.7720000000000001, 0.06475171524898961, 0.5600000000000001, 0.1460703889784571, 37.97830113439886, 128, 291, 8.387527881993474e-05, 3, 52
