Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.016, 0.0, 0.4, -0.01392961102154288, -3.482402755385721, 0, 0, 0.0, 0, 0
0.051, 0.0, 0.73, 0.3160703889784571, 79.01759724461428, 0, 0, 0.0, 1, 0
0.091, 0.0009773843811168245, 0.74, 0.3260703889784571, 81.51759724461428, 26, 55, 1.074048770458049e-05, 1, 44
0.131, 0.003909537524467298, 0.73, 0.3160703889784571, 79.01759724461428, 144, 174, 2.984379789669693e-05, 1, 271
0.17, 0.006841690667817772, 0.77, 0.3560703889784571, 89.01759724461428, 131, 191, 4.024523922245748e-05, 1, 18
0.209, 0.009773843811168245, 0.77, 0.3560703889784571, 89.01759724461428, 79, 242, 4.676480292424998e-05, 1, 106
0.249, 0.01392772743091475, 0.6800000000000001, 0.2660703889784571, 66.51759724461428, 124, 309, 5.593464831692669e-05, 1, 108
0.291, 0.01881464933649887, 0.33, -0.08392961102154288, -20.98240275538572, 142, 308, 6.465515235910264e-05, 2, 32
0.333, 0.02296853295624538, 0.1, -0.3139296110215429, -78.48240275538572, 149, 252, 6.897457344217832e-05, 2, 48
0.375, 0.02638937829015426, 0.07000000000000001, -0.3439296110215429, -85.98240275538572, 207, 159, 7.037167544041138e-05, 2, 138
0.417, 0.03078760800517997, 0.07000000000000001, -0.3439296110215429, -85.98240275538572, 284, 113, 7.383119425702631e-05, 2, 147
0.452, 0.03396410724380966, 0.09, -0.3239296110215429, -80.98240275538572, 289, 100, 7.514183018541959e-05, 2, 27
0.495, 0.03811799086355616, 0.22, -0.1939296110215429, -48.48240275538572, 293, 128, 7.70060421485983e-05, 2, 29
0.5380000000000001, 0.04300491276914028, 0.4699999999999999, 0.05607038897845712, 14.01759724461428, 284, 138, 7.993478209877375e-05, 3, 16
0.58, 0.04667010419832837, 0.63, 0.2160703889784571, 54.01759724461428, 215, 167, 8.046569689366962e-05, 3, 86
0.618, 0.05057964172279567, 0.67, 0.2560703889784572, 64.01759724461428, 171, 227, 8.184408045759817e-05, 3, 111
0.656, 0.05424483315198376, 0.7, 0.2860703889784571, 71.51759724461428, 130, 266, 8.269029443899964e-05, 3, 81
0.6989999999999999, 0.05815437067645107, 0.65, 0.2360703889784571, 59.01759724461428, 119, 251, 8.319652457289136e-05, 3, 41
0.74, 0.06230825429619756, 0.37, -0.04392961102154288, -10.98240275538572, 139, 276, 8.420034364351022e-05, 4, 45
0.7800000000000001, 0.06646213791594407, 0.14, -0.2739296110215429, -68.48240275538572, 160, 255, 8.520786912300522e-05, 4, 36
