Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.046, 0.0, 0.15, -0.2639296110215429, -56.48093675861018, 0, 0, 0.0, 0, 0
0.153, 0.002687807048071267, 0.14, -0.2739296110215429, -58.62093675861018, 136, 88, 1.756736632726319e-05, 0, 185
0.255, 0.01221730476396031, 0.15, -0.2639296110215429, -56.48093675861018, 297, 176, 4.791099907435415e-05, 0, 287
0.354, 0.02272418686096617, 0.43, 0.01607038897845712, 3.439063241389823, 245, 157, 6.419261825131687e-05, 1, 68
0.454, 0.03274237676741362, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 199, 221, 7.211977261544851e-05, 1, 113
0.556, 0.04324925886441948, 0.71, 0.2960703889784571, 63.35906324138983, 145, 281, 7.778643680650986e-05, 1, 118
0.659, 0.05400048705670456, 0.29, -0.1239296110215429, -26.52093675861018, 144, 273, 8.194307595858051e-05, 2, 11
0.763, 0.06426302305843122, 0.1, -0.3139296110215429, -67.18093675861019, 255, 180, 8.422414555495571e-05, 2, 194
0.8640000000000001, 0.07476990515543708, 0.16, -0.2539296110215429, -54.34093675861018, 286, 140, 8.653924207805217e-05, 2, 76
0.9640000000000001, 0.08527678725244295, 0.62, 0.2060703889784571, 44.09906324138983, 249, 152, 8.846139756477484e-05, 3, 49
1.064, 0.0952949771588904, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 157, 259, 8.956294845760375e-05, 3, 194
1.159, 0.1048244748747794, 0.6899999999999999, 0.2760703889784571, 59.07906324138983, 124, 309, 9.044389549161297e-05, 3, 83
1.266, 0.1160643952576229, 0.13, -0.2839296110215429, -60.76093675861018, 156, 264, 9.167803732829613e-05, 4, 78
1.368, 0.1263269312593496, 0.09, -0.3239296110215429, -69.32093675861019, 250, 161, 9.234424799660056e-05, 4, 180
1.468, 0.1365894672610762, 0.12, -0.2939296110215428, -62.90093675861018, 289, 153, 9.304459622689116e-05, 4, 62
1.567, 0.1466076571675237, 0.51, 0.09607038897845712, 20.55906324138983, 257, 146, 9.355944937302086e-05, 5, 40
1.669, 0.1573588853598088, 0.77, 0.3560703889784571, 76.19906324138983, 181, 246, 9.428333454751874e-05, 5, 176
1.767, 0.167132729170977, 0.7, 0.2860703889784571, 61.21906324138983, 120, 302, 9.458558526937011e-05, 5, 117
1.871, 0.1776396112679828, 0.21, -0.2039296110215429, -43.64093675861018, 154, 264, 9.494367251094754e-05, 6, 74
1.968, 0.1874134550791511, 0.09, -0.3239296110215429, -69.32093675861019, 251, 156, 9.523041416623531e-05, 6, 185
2.081, 0.199142067652553, 0.18, -0.2339296110215429, -50.06093675861019, 289, 141, 9.569537128906919e-05, 6, 69
2.184, 0.2098932958448381, 0.55, 0.1360703889784571, 29.11906324138982, 258, 155, 9.610498893994416e-05, 7, 46
2.286, 0.2204001779418439, 0.77, 0.3560703889784571, 76.19906324138983, 172, 244, 9.641302622127906e-05, 7, 169
2.387, 0.2306627139435706, 0.7, 0.2860703889784571, 61.21906324138983, 127, 294, 9.663289230983267e-05, 7, 98
2.487, 0.240680903850018, 0.24, -0.1739296110215429, -37.22093675861018, 153, 266, 9.677559463209409e-05, 8, 53
2.588, 0.2511877859470239, 0.09, -0.3239296110215429, -69.32093675861019, 248, 171, 9.705864990225036e-05, 8, 189
2.688, 0.2614503219487506, 0.13, -0.2839296110215429, -60.76093675861018, 286, 134, 9.726574477260066e-05, 8, 79
2.789, 0.2717128579504773, 0.65, 0.2360703889784571, 50.51906324138983, 282, 153, 9.742303978145474e-05, 9, 25
