Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.014, 0.0, 0.4699999999999999, 0.05607038897845712, 14.57830113439885, 0, 0, 0.0, 0, 0
0.05800000000000001, 0.0, 0.71, 0.2960703889784571, 76.97830113439885, 0, 0, 0.0, 0, 0
0.095, 0.0009773843811168245, 0.71, 0.2960703889784571, 76.97830113439885, 54, 87, 1.028825664333499e-05, 0, 127
0.137, 0.004153883619746504, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 136, 171, 3.032031839231025e-05, 0, 174
0.179, 0.00757472895365539, 0.74, 0.3260703889784571, 84.77830113439886, 120, 211, 4.231692152880106e-05, 0, 49
0.218, 0.01123992038284348, 0.71, 0.2960703889784571, 76.97830113439885, 114, 261, 5.155926781120863e-05, 0, 58
0.259, 0.01539380400258998, 0.54, 0.1260703889784571, 32.77830113439885, 149, 306, 5.943553668953662e-05, 0, 83
0.299, 0.01954768762233649, 0.25, -0.1639296110215429, -42.62169886560115, 138, 282, 6.537688168005515e-05, 1, 27
0.336, 0.02296853295624538, 0.12, -0.2939296110215428, -76.42169886560116, 169, 212, 6.835872903644457e-05, 1, 83
0.377, 0.02687807048071267, 0.09, -0.3239296110215429, -84.22169886560116, 240, 150, 7.129461665971531e-05, 1, 154
0.4149999999999999, 0.03029891581462156, 0.1, -0.3139296110215429, -81.62169886560115, 283, 112, 7.300943569788329e-05, 1, 77
0.457, 0.03445279943436807, 0.14, -0.2739296110215429, -71.22169886560116, 282, 111, 7.538905784325617e-05, 1, 9
0.495, 0.03836233695883537, 0.32, -0.09392961102154288, -24.42169886560115, 289, 137, 7.749967062390982e-05, 1, 32
0.5380000000000001, 0.04276056667386107, 0.5899999999999999, 0.1760703889784571, 45.77830113439886, 266, 136, 7.948060720048526e-05, 2, 17
0.577, 0.04667010419832837, 0.74, 0.3260703889784571, 84.77830113439886, 188, 196, 8.088406273540446e-05, 2, 131
0.614, 0.05009094953223726, 0.7800000000000001, 0.3660703889784571, 95.17830113439885, 143, 264, 8.158135102970236e-05, 2, 110
0.653, 0.05375614096142534, 0.74, 0.3260703889784571, 84.77830113439886, 111, 287, 8.232180851673101e-05, 2, 69
0.6959999999999999, 0.05766567848589265, 0.52, 0.1060703889784571, 27.57830113439885, 96, 281, 8.285298633030555e-05, 2, 29
0.74, 0.06230825429619756, 0.12, -0.2939296110215428, -76.42169886560116, 139, 272, 8.420034364351022e-05, 3, 45
0.781, 0.06670648401122326, 0.08, -0.3339296110215429, -86.82169886560116, 196, 227, 8.541163125636782e-05, 3, 103
0.8219999999999999, 0.07012732934513216, 0.08, -0.3339296110215429, -86.82169886560116, 241, 133, 8.531305273130434e-05, 3, 139
0.8619999999999999, 0.07379252077432024, 0.09, -0.3239296110215429, -84.22169886560116, 273, 91, 8.560617259201885e-05, 3, 80
0.902, 0.07794640439406675, 0.13, -0.2839296110215429, -73.82169886560115, 307, 118, 8.641508247679239e-05, 3, 63
0.941, 0.08161159582325485, 0.26, -0.1539296110215429, -40.02169886560115, 278, 128, 8.672858217136541e-05, 3, 33
0.984, 0.08600982553828056, 0.51, 0.09607038897845712, 24.97830113439885, 260, 138, 8.740835928687048e-05, 4, 27
1.027, 0.09040805525330626, 0.71, 0.2960703889784571, 76.97830113439885, 219, 180, 8.803121251539071e-05, 4, 87
1.067, 0.09382890058721516, 0.8100000000000001, 0.3960703889784572, 102.9783011343989, 164, 233, 8.793711395240408e-05, 4, 97
1.106, 0.09773843811168245, 0.8100000000000001, 0.3960703889784572, 102.9783011343989, 96, 286, 8.837110136680149e-05, 4, 109
1.149, 0.1016479756361497, 0.6600000000000001, 0.2460703889784571, 63.97830113439886, 86, 303, 8.846647139786748e-05, 4, 53
1.195, 0.1065348975417339, 0.22, -0.1939296110215429, -50.42169886560115, 121, 290, 8.915054187592792e-05, 5, 40
1.234, 0.1104444350662012, 0.09, -0.3239296110215429, -84.22169886560116, 157, 250, 8.950116293857469e-05, 5, 75
1.275, 0.1143539725906685, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 202, 187, 8.968939026719095e-05, 5, 112
1.314, 0.1177748179245774, 0.08, -0.3339296110215429, -86.82169886560116, 265, 100, 8.963075945553831e-05, 5, 135
1.354, 0.1216843554490446, 0.09, -0.3239296110215429, -84.22169886560116, 290, 110, 8.987027728880697e-05, 5, 37
1.391, 0.125593892973512, 0.16, -0.2539296110215429, -66.02169886560116, 302, 133, 9.029036159130982e-05, 5, 40
1.434, 0.1297477765932584, 0.37, -0.04392961102154288, -11.42169886560115, 279, 118, 9.047962105527089e-05, 5, 34
1.477, 0.133901660213005, 0.52, 0.1060703889784571, 27.57830113439885, 242, 140, 9.065786067231208e-05, 6, 59
1.518, 0.1378111977374723, 0.6600000000000001, 0.2460703889784571, 63.97830113439886, 183, 214, 9.078471524207659e-05, 6, 132
1.558, 0.1419650813572188, 0.7, 0.2860703889784571, 74.37830113439886, 153, 244, 9.11200778929517e-05, 6, 63
1.595, 0.1451415805958485, 0.65, 0.2360703889784571, 61.37830113439886, 133, 259, 9.099785617294572e-05, 6, 36
1.637, 0.1495398103108742, 0.5600000000000001, 0.1460703889784571, 37.97830113439886, 128, 261, 9.134991466760789e-05, 6, 8
1.677, 0.1534493478353415, 0.38, -0.03392961102154288, -8.821698865601149, 151, 257, 9.150229447545705e-05, 7, 19
1.717, 0.1576032314550879, 0.22, -0.1939296110215429, -50.42169886560115, 183, 227, 9.178988436522303e-05, 7, 67
1.754, 0.1610240767889968, 0.16, -0.2539296110215429, -66.02169886560116, 226, 182, 9.18039206322673e-05, 7, 74
1.796, 0.1651779604087433, 0.17, -0.2439296110215428, -63.42169886560115, 253, 129, 9.196991114072567e-05, 7, 96
1.836, 0.1688431518379314, 0.26, -0.1539296110215429, -40.02169886560115, 261, 129, 9.196250100105198e-05, 7, 10
1.88, 0.1732413815529572, 0.44, 0.02607038897845712, 6.778301134398851, 255, 160, 9.214967103880699e-05, 8, 35
1.92, 0.1773952651727036, 0.67, 0.2560703889784572, 66.57830113439886, 240, 174, 9.239336727744982e-05, 8, 27
1.96, 0.181304802697171, 0.75, 0.3360703889784571, 87.37830113439886, 176, 223, 9.250245035569947e-05, 8, 107
2.019, 0.1866804167933135, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 90, 284, 9.246182109624243e-05, 8, 156
2.059, 0.1905899543177808, 0.5, 0.08607038897845712, 22.37830113439885, 115, 282, 9.256432944039863e-05, 8, 22
2.102, 0.1949881840328065, 0.19, -0.2239296110215429, -58.22169886560115, 148, 268, 9.276317032959398e-05, 9, 43
2.14, 0.1986533754619946, 0.1, -0.3139296110215429, -81.62169886560115, 184, 198, 9.282868012242737e-05, 9, 81
2.185, 0.2030516051770203, 0.09, -0.3239296110215429, -84.22169886560116, 254, 143, 9.292979641968891e-05, 9, 144
