Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.04, 0.0, 0.5699999999999999, 0.1560703889784571, 33.39906324138983, 0, 0, 0.0, 0, 0
0.142, 0.002443460952792061, 0.5600000000000001, 0.1460703889784571, 31.25906324138983, 120, 94, 1.720747149853564e-05, 0, 159
0.244, 0.01221730476396031, 0.4, -0.01392961102154288, -2.980936758610177, 199, 276, 5.007092116377176e-05, 1, 308
0.342, 0.02272418686096617, 0.18, -0.2339296110215429, -50.06093675861019, 211, 186, 6.644499082153851e-05, 1, 104
0.441, 0.03225368457685521, 0.21, -0.2039296110215429, -43.64093675861018, 263, 146, 7.313760675023856e-05, 1, 91
0.5430000000000001, 0.04324925886441948, 0.5699999999999999, 0.1560703889784571, 33.39906324138983, 251, 171, 7.964872719045946e-05, 2, 36
0.651, 0.05400048705670456, 0.77, 0.3560703889784571, 76.19906324138983, 173, 256, 8.295005692274126e-05, 2, 167
0.752, 0.06450736915371041, 0.44, 0.02607038897845712, 5.579063241389823, 120, 297, 8.578107600227447e-05, 2, 95
0.852, 0.07452555906015787, 0.08, -0.3339296110215429, -71.46093675861017, 214, 189, 8.747131345088953e-05, 3, 202
0.952, 0.08478809506188455, 0.09, -0.3239296110215429, -69.32093675861019, 279, 129, 8.906312506500477e-05, 3, 122
1.054, 0.0952949771588904, 0.3, -0.1139296110215429, -24.38093675861018, 273, 147, 9.041269180160379e-05, 3, 18
1.155, 0.1053131670653378, 0.76, 0.3460703889784571, 74.05906324138982, 210, 200, 9.118023122540073e-05, 4, 112
1.26, 0.1160643952576229, 0.84, 0.4260703889784571, 91.17906324138984, 136, 294, 9.211459941081182e-05, 4, 161
1.36, 0.1265712773546288, 0.27, -0.1439296110215429, -30.80093675861018, 119, 300, 9.306711570193292e-05, 5, 44
1.462, 0.1370781594516346, 0.08, -0.3339296110215429, -71.46093675861017, 238, 180, 9.376071097923026e-05, 5, 240
1.56, 0.1468520032628029, 0.09, -0.3239296110215429, -69.32093675861019, 277, 130, 9.413589952743775e-05, 5, 98
1.661, 0.1576032314550879, 0.4, -0.01392961102154288, -2.980936758610177, 286, 138, 9.488454633057673e-05, 5, 18
1.769, 0.168354459647373, 0.76, 0.3460703889784571, 74.05906324138982, 202, 215, 9.516928188093445e-05, 6, 164
1.872, 0.1791056878396581, 0.77, 0.3560703889784571, 76.19906324138983, 138, 299, 9.567611529896265e-05, 6, 144
1.972, 0.1893682238413847, 0.29, -0.1239296110215429, -26.52093675861018, 137, 294, 9.60285110757529e-05, 7, 5
2.07, 0.1993864137478322, 0.08, -0.3339296110215429, -71.46093675861017, 237, 174, 9.632193900861459e-05, 7, 215
2.168, 0.2091602575590005, 0.09, -0.3239296110215429, -69.32093675861019, 268, 118, 9.647613356042456e-05, 7, 92
2.272, 0.2201558318465647, 0.28, -0.1339296110215429, -28.66093675861018, 294, 143, 9.689957387612884e-05, 7, 58
2.382, 0.2316400983246874, 0.74, 0.3260703889784571, 69.77906324138982, 231, 197, 9.72460530330342e-05, 8, 114
2.483, 0.2414139421358557, 0.77, 0.3560703889784571, 76.19906324138983, 144, 272, 9.722671854041709e-05, 8, 162
2.58, 0.2516764781375823, 0.5699999999999999, 0.1560703889784571, 33.39906324138983, 135, 278, 9.754902253394663e-05, 8, 18
2.68, 0.261939014139309, 0.14, -0.2739296110215429, -58.62093675861018, 180, 229, 9.773843811168245e-05, 9, 96
2.78, 0.2722015501410357, 0.09, -0.3239296110215429, -69.32093675861019, 261, 147, 9.791422666943728e-05, 9, 161
2.89, 0.2831971244285999, 0.3, -0.1139296110215429, -24.38093675861018, 279, 142, 9.799208457737022e-05, 9, 23
2.992, 0.293948352620885, 0.74, 0.3260703889784571, 69.77906324138982, 215, 195, 9.824477026099098e-05, 10, 115
3.091, 0.3037221964320532, 0.84, 0.4260703889784571, 91.17906324138984, 174, 287, 9.826017354644232e-05, 10, 130
3.19, 0.3139847324337799, 0.44, 0.02607038897845712, 5.579063241389823, 103, 299, 9.842781580996235e-05, 10, 90
3.29, 0.3242472684355065, 0.09, -0.3239296110215429, -69.32093675861019, 213, 209, 9.855540074027553e-05, 11, 198
3.391, 0.3340211122466747, 0.08, -0.3339296110215429, -71.46093675861017, 267, 128, 9.850224483829983e-05, 11, 135
3.488, 0.3442836482484015, 0.2, -0.2139296110215429, -45.78093675861019, 283, 146, 9.870517438314263e-05, 11, 36
3.594, 0.3552792225359656, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 235, 173, 9.885342864105889e-05, 12, 71
3.699, 0.3660304507282508, 0.79, 0.3760703889784571, 80.47906324138983, 143, 284, 9.895389314091668e-05, 12, 191
3.803, 0.3767816789205359, 0.51, 0.09607038897845712, 20.55906324138983, 132, 287, 9.907485640823978e-05, 12, 24
3.901, 0.3867998688269833, 0.1, -0.3139296110215429, -67.18093675861019, 202, 218, 9.915402943526871e-05, 13, 140
4.003, 0.3968180587334307, 0.09, -0.3239296110215429, -69.32093675861019, 279, 129, 9.913016705806415e-05, 13, 161
4.109, 0.4083023252115535, 0.26, -0.1539296110215429, -32.94093675861018, 294, 137, 9.93678085206993e-05, 13, 25
4.212, 0.4185648612132801, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 228, 194, 9.937437350742643e-05, 14, 125
4.312, 0.4285830511197275, 0.8, 0.3860703889784571, 82.61906324138982, 141, 272, 9.939310090902772e-05, 14, 158
4.412, 0.4393342793120126, 0.5600000000000001, 0.1460703889784571, 31.25906324138983, 136, 299, 9.95771258640101e-05, 14, 35
4.511, 0.4493524692184601, 0.13, -0.2839296110215429, -60.76093675861018, 194, 219, 9.961260678751055e-05, 15, 136
4.611, 0.4591263130296283, 0.09, -0.3239296110215429, -69.32093675861019, 251, 142, 9.957196118621303e-05, 15, 131
4.71, 0.469388849031355, 0.27, -0.1439296110215429, -30.80093675861018, 292, 137, 9.965792973064861e-05, 15, 48
4.813, 0.4803844233189193, 0.6899999999999999, 0.2760703889784571, 59.07906324138983, 238, 185, 9.980977006418435e-05, 16, 104
4.919, 0.4911356515112043, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 155, 279, 9.984461303338165e-05, 16, 174
5.021, 0.5016425336082103, 0.4, -0.01392961102154288, -2.980936758610177, 123, 282, 9.990888938621991e-05, 17, 34
5.123, 0.512149415705216, 0.08, -0.3339296110215429, -71.46093675861017, 217, 197, 9.997060622783838e-05, 17, 175
5.223, 0.5221676056116634, 0.09, -0.3239296110215429, -69.32093675861019, 298, 130, 9.997465165836941e-05, 17, 145
5.321, 0.532185795518111, 0.49, 0.07607038897845713, 16.27906324138983, 277, 153, 0.0001000161239462716, 18, 41
5.421, 0.5424483315198376, 0.76, 0.3460703889784571, 74.05906324138982, 184, 241, 0.0001000642559527463, 18, 177
5.518, 0.5519778292357266, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 129, 290, 0.0001000322271177468, 18, 94
5.62, 0.5629734035232909, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 120, 293, 0.0001001732034738952, 18, 23
5.718, 0.5727472473344592, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 131, 292, 0.0001001656606041377, 18, 13
5.821, 0.5834984755267443, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 117, 294, 0.0001002402466117066, 18, 17
5.919, 0.5932723193379124, 0.79, 0.3760703889784571, 80.47906324138983, 119, 306, 0.0001002318498627999, 18, 14
6.013, 0.6030461631490807, 0.8, 0.3860703889784571, 82.61906324138982, 126, 291, 0.0001002903979958558, 18, 21
6.111, 0.6130643530555282, 0.8, 0.3860703889784571, 82.61906324138982, 129, 284, 0.0001003214454353671, 18, 11
6.207, 0.6228381968666964, 0.8, 0.3860703889784571, 82.61906324138982, 133, 300, 0.0001003444815316089, 18, 18
6.309, 0.6333450789637024, 0.77, 0.3560703889784571, 76.19906324138983, 115, 295, 0.0001003875541232687, 18, 18
6.409, 0.643607614965429, 0.8, 0.3860703889784571, 82.61906324138982, 136, 278, 0.0001004224707388718, 18, 38
6.512, 0.6541144970624347, 0.85, 0.4360703889784571, 93.31906324138982, 130, 304, 0.000100447557902708, 18, 34
6.614, 0.6646213791594406, 0.85, 0.4360703889784571, 93.31906324138982, 119, 304, 0.0001004870546052979, 18, 12
6.709, 0.6743952229706089, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 105, 306, 0.0001005209752527365, 18, 16
6.803, 0.6839247206864979, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 121, 293, 0.0001005328120956193, 18, 29
6.909, 0.694675948878783, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 110, 277, 0.000100546526107799, 18, 28
7.018, 0.7056715231663474, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 120, 309, 0.0001005516561935519, 18, 41
7.12, 0.7164227513586323, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 127, 296, 0.0001006211729436281, 18, 19
7.22, 0.7264409412650799, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 122, 282, 0.0001006150888178781, 18, 16
7.332, 0.7379252077432026, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 125, 290, 0.0001006444636856523, 18, 10
