Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.04100000000000001, 0.0, 0.79, 0.3760703889784571, 80.47906324138983, 0, 0, 0.0, 0, 0
0.137, 0.001954768762233649, 0.79, 0.3760703889784571, 80.47906324138983, 68, 58, 1.426838512579306e-05, 0, 188
0.238, 0.01050688209700586, 0.77, 0.3560703889784571, 76.19906324138983, 110, 294, 4.414656343279775e-05, 0, 202
0.34, 0.02150245638457014, 0.73, 0.3160703889784571, 67.63906324138983, 138, 282, 6.324251877814746e-05, 0, 31
0.442, 0.0317649923862968, 0.12, -0.2939296110215428, -62.90093675861018, 137, 266, 7.186649861153121e-05, 1, 18
0.544, 0.04202752838802345, 0.08, -0.3339296110215429, -71.46093675861017, 254, 156, 7.725648600739605e-05, 1, 209
0.6470000000000001, 0.05229006438975011, 0.08, -0.3339296110215429, -71.46093675861017, 282, 139, 8.081926489915009e-05, 1, 66
0.748, 0.06304129258203518, 0.13, -0.2839296110215429, -60.76093675861018, 275, 138, 8.427980291715935e-05, 1, 7
0.848, 0.07330382858376185, 0.54, 0.1260703889784571, 26.97906324138982, 273, 147, 8.644319408462481e-05, 2, 15
0.95, 0.08381071068076771, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 174, 250, 8.822180071659758e-05, 2, 197
1.052, 0.09407324668249435, 0.5699999999999999, 0.1560703889784571, 33.39906324138983, 114, 307, 8.942323829134445e-05, 2, 118
1.154, 0.1045801287795002, 0.08, -0.3339296110215429, -71.46093675861017, 199, 230, 9.062402840511286e-05, 3, 158
1.26, 0.1150870108765061, 0.09, -0.3239296110215429, -69.32093675861019, 283, 133, 9.133889752103658e-05, 3, 177
1.358, 0.1253495468782327, 0.09, -0.3239296110215429, -69.32093675861019, 299, 149, 9.230452641990629e-05, 3, 33
1.461, 0.1358564289752386, 0.4, -0.01392961102154288, -2.980936758610177, 274, 143, 9.298865775170336e-05, 3, 36
1.56, 0.1458746188816861, 0.73, 0.3160703889784571, 67.63906324138983, 203, 212, 9.350937107800389e-05, 4, 141
1.659, 0.1558928087881335, 0.76, 0.3460703889784571, 74.05906324138982, 144, 284, 9.39679377866989e-05, 4, 132
1.76, 0.1663996908851394, 0.32, -0.09392961102154288, -20.10093675861018, 138, 273, 9.454527891201101e-05, 5, 14
1.867, 0.1773952651727036, 0.07000000000000001, -0.3439296110215429, -73.60093675861018, 229, 172, 9.501621059062863e-05, 5, 191
1.97, 0.1879021472697095, 0.12, -0.2939296110215428, -62.90093675861018, 279, 119, 9.538180064452259e-05, 5, 107
2.068, 0.197920337176157, 0.5899999999999999, 0.1760703889784571, 37.67906324138983, 281, 158, 9.570615917609137e-05, 6, 41
2.166, 0.2081828731778836, 0.77, 0.3560703889784571, 76.19906324138983, 170, 245, 9.611397653641903e-05, 6, 192
2.265, 0.2182010630843311, 0.6600000000000001, 0.2460703889784571, 52.65906324138983, 126, 287, 9.633601019175766e-05, 6, 91
2.366, 0.2284635990860577, 0.16, -0.2539296110215429, -54.34093675861018, 167, 262, 9.656111542098804e-05, 7, 68
2.468, 0.2389704811830636, 0.09, -0.3239296110215429, -69.32093675861019, 262, 159, 9.682758556850228e-05, 7, 183
2.568, 0.2489886710895111, 0.15, -0.2639296110215429, -56.48093675861018, 284, 143, 9.695820525292486e-05, 7, 50
2.67, 0.2597398992817961, 0.61, 0.1960703889784571, 41.95906324138983, 259, 156, 9.728086115423075e-05, 8, 36
2.77, 0.2697580891882436, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 169, 256, 9.738559176470886e-05, 8, 179
2.873, 0.2802649712852494, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 125, 272, 9.755133006796012e-05, 8, 70
2.98, 0.2915048916680929, 0.16, -0.2539296110215429, -54.34093675861018, 150, 272, 9.782043344566878e-05, 9, 26
