Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.04, 0.0, 0.49, 0.07607038897845713, 16.27906324138983, 0, 0, 0.0, 0, 0
0.138, 0.001954768762233649, 0.49, 0.07607038897845713, 16.27906324138983, 82, 61, 1.416499103067862e-05, 0, 103
0.238, 0.01148426647812269, 0.4600000000000001, 0.04607038897845712, 9.859063241389824, 179, 208, 4.825322049631382e-05, 0, 281
0.339, 0.02272418686096617, 0.28, -0.1339296110215429, -28.66093675861018, 206, 223, 6.703299958987071e-05, 1, 47
0.439, 0.03249803067213442, 0.28, -0.1339296110215429, -28.66093675861018, 235, 176, 7.402740472012397e-05, 1, 76
0.5390000000000001, 0.04300491276914028, 0.4699999999999999, 0.05607038897845712, 11.99906324138982, 252, 177, 7.978648009116935e-05, 2, 17
0.638, 0.05277875658030853, 0.6, 0.1860703889784571, 39.81906324138983, 200, 223, 8.272532379358703e-05, 2, 101
0.737, 0.06279694648675598, 0.4600000000000001, 0.04607038897845712, 9.859063241389824, 166, 263, 8.520616891011665e-05, 2, 69
0.8359999999999999, 0.07305948248848264, 0.17, -0.2439296110215428, -52.20093675861019, 192, 211, 8.739172546469216e-05, 3, 75
0.9370000000000001, 0.08332201849020928, 0.2, -0.2139296110215429, -45.78093675861019, 261, 150, 8.892424598741652e-05, 3, 128
1.04, 0.09382890058721516, 0.5699999999999999, 0.1560703889784571, 33.39906324138983, 250, 169, 9.022009671847611e-05, 4, 30
1.139, 0.1040914365889418, 0.79, 0.3760703889784571, 80.47906324138983, 163, 251, 9.138844301048447e-05, 4, 164
1.243, 0.1148426647812269, 0.4, -0.01392961102154288, -2.980936758610177, 116, 305, 9.239152436140538e-05, 5, 94
1.347, 0.1253495468782327, 0.1, -0.3139296110215429, -67.18093675861019, 227, 198, 9.305831245600055e-05, 5, 202
1.446, 0.135123390689401, 0.11, -0.3039296110215429, -65.04093675861019, 292, 130, 9.344632827759405e-05, 5, 130
1.547, 0.1461189649769653, 0.45, 0.03607038897845711, 7.719063241389824, 280, 144, 9.445311246086961e-05, 6, 16
1.646, 0.1561371548834127, 0.73, 0.3160703889784571, 67.63906324138983, 190, 247, 9.485853881130785e-05, 6, 192
1.747, 0.1661553447898602, 0.7199999999999999, 0.3060703889784571, 65.49906324138984, 147, 294, 9.510895523174593e-05, 6, 89
1.847, 0.1769065729821452, 0.21, -0.2039296110215429, -43.64093675861018, 145, 273, 9.578049430543867e-05, 7, 20
1.95, 0.1871691089838719, 0.09, -0.3239296110215429, -69.32093675861019, 249, 158, 9.598415845326763e-05, 7, 209
2.05, 0.1971872988903193, 0.15, -0.2639296110215429, -56.48093675861018, 286, 138, 9.618892628796065e-05, 7, 64
2.155, 0.2076941809873252, 0.5899999999999999, 0.1760703889784571, 37.67906324138983, 260, 155, 9.637781020293515e-05, 8, 46
2.261, 0.2189341013701687, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 168, 260, 9.683065076079995e-05, 8, 190
2.368, 0.2301740217530122, 0.64, 0.2260703889784571, 48.37906324138983, 130, 295, 9.720186729434634e-05, 8, 74
2.469, 0.2401922116594597, 0.15, -0.2639296110215429, -56.48093675861018, 167, 247, 9.728319629787753e-05, 9, 83
2.569, 0.2504547476611863, 0.09, -0.3239296110215429, -69.32093675861019, 263, 142, 9.749114350377045e-05, 9, 196
2.668, 0.260717283662913, 0.17, -0.2439296110215428, -52.20093675861019, 294, 148, 9.772012131293588e-05, 9, 35
2.768, 0.2707354735693604, 0.62, 0.2060703889784571, 44.09906324138983, 260, 161, 9.780905837043367e-05, 10, 47
2.876, 0.2819753939522039, 0.79, 0.3760703889784571, 80.47906324138983, 175, 267, 9.804429553275519e-05, 10, 182
2.979, 0.2922379299539306, 0.6899999999999999, 0.2760703889784571, 59.07906324138983, 118, 285, 9.809933868879844e-05, 10, 81
3.083, 0.3032335042414948, 0.13, -0.2839296110215429, -60.76093675861018, 144, 259, 9.835663452529834e-05, 11, 54
3.185, 0.3134960402432215, 0.08, -0.3339296110215429, -71.46093675861017, 264, 156, 9.842889803554836e-05, 11, 209
3.291, 0.3244916145307857, 0.13, -0.2839296110215429, -60.76093675861018, 291, 136, 9.859970055630074e-05, 11, 63
3.392, 0.3345098044372332, 0.5600000000000001, 0.1460703889784571, 31.25906324138983, 255, 148, 9.86172772515428e-05, 12, 51
3.496, 0.3452610326295182, 0.79, 0.3760703889784571, 80.47906324138983, 162, 261, 9.875887661027409e-05, 12, 197
3.599, 0.3560122608218034, 0.6800000000000001, 0.2660703889784571, 56.93906324138982, 116, 302, 9.891977238727517e-05, 12, 96
3.699, 0.3660304507282508, 0.14, -0.2739296110215429, -58.62093675861018, 159, 254, 9.895389314091668e-05, 13, 97
3.799, 0.3762929867299774, 0.07000000000000001, -0.3439296110215429, -73.60093675861018, 246, 146, 9.905053612265792e-05, 13, 175
3.902, 0.3867998688269833, 0.13, -0.2839296110215429, -60.76093675861018, 282, 146, 9.912861835647957e-05, 13, 48
4.005, 0.3975510970192684, 0.61, 0.1960703889784571, 41.95906324138983, 267, 149, 9.926369463652144e-05, 14, 14
4.112, 0.4085466713068327, 0.77, 0.3560703889784571, 76.19906324138983, 156, 256, 9.93547352399885e-05, 14, 211
4.217, 0.4192978994991178, 0.73, 0.3160703889784571, 67.63906324138983, 127, 293, 9.943037692651593e-05, 14, 76
4.316, 0.4293160894055651, 0.28, -0.1339296110215429, -28.66093675861018, 143, 267, 9.947082701704474e-05, 15, 40
4.419, 0.4395786254072918, 0.1, -0.3139296110215429, -67.18093675861019, 238, 175, 9.947468327840953e-05, 15, 186
4.519, 0.4498411614090185, 0.14, -0.2739296110215429, -58.62093675861018, 286, 144, 9.954440394092021e-05, 15, 78
4.62, 0.4608367356965828, 0.52, 0.1060703889784571, 22.69906324138983, 282, 158, 9.974821118973654e-05, 16, 17
4.726, 0.4710992716983094, 0.75, 0.3360703889784571, 71.91906324138983, 175, 263, 9.968245275038287e-05, 16, 205
4.837, 0.4828278842717113, 0.64, 0.2260703889784571, 48.37906324138983, 141, 312, 9.981969904314891e-05, 16, 88
4.94, 0.4933347663687171, 0.13, -0.2839296110215429, -60.76093675861018, 160, 254, 9.986533732160266e-05, 17, 78
5.037, 0.5031086101798854, 0.08, -0.3339296110215429, -71.46093675861017, 252, 164, 9.988259086358651e-05, 17, 178
5.137, 0.513371146181612, 0.12, -0.2939296110215428, -62.90093675861018, 289, 147, 9.993598329406503e-05, 17, 59
5.238, 0.5236336821833387, 0.64, 0.2260703889784571, 48.37906324138983, 254, 153, 9.99682478395072e-05, 18, 43
5.335, 0.5336518720897861, 0.73, 0.3160703889784571, 67.63906324138983, 164, 263, 0.0001000284671208596, 18, 190
5.435, 0.5439144080915129, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 145, 287, 0.0001000762480389168, 18, 52
5.532, 0.553688251902681, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 122, 297, 0.0001000882595630298, 18, 35
5.628, 0.5637064418091285, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 126, 288, 0.0001001610593122119, 18, 15
5.728, 0.5737246317155761, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 129, 290, 0.0001001614231347025, 18, 5
5.828, 0.5842315138125818, 0.79, 0.3760703889784571, 80.47906324138983, 123, 306, 0.0001002456269410744, 18, 23
5.926, 0.5940053576237501, 0.79, 0.3760703889784571, 80.47906324138983, 133, 297, 0.0001002371511346187, 18, 20
6.028, 0.6045122397207559, 0.79, 0.3760703889784571, 80.47906324138983, 127, 278, 0.000100284047730716, 18, 24
6.135, 0.6155078140083202, 0.8, 0.3860703889784571, 82.61906324138982, 134, 296, 0.000100327272046996, 18, 21
6.239, 0.6262590422006054, 0.7800000000000001, 0.3660703889784571, 78.33906324138983, 121, 290, 0.000100378112229621, 18, 17
6.338, 0.6362772321070528, 0.79, 0.3760703889784571, 80.47906324138983, 137, 287, 0.0001003908539140191, 18, 22
6.433, 0.6462954220135002, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 129, 275, 0.000100465633765506, 18, 17
6.53, 0.6560692658246685, 0.85, 0.4360703889784571, 93.31906324138982, 120, 305, 0.0001004700253942831, 18, 34
6.63, 0.6663318018263952, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 113, 311, 0.000100502534212126, 18, 8
6.736, 0.6773273761139595, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 129, 292, 0.000100553351560861, 18, 30
6.847, 0.6885672964968029, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 125, 287, 0.0001005648161964076, 18, 7
6.949, 0.6988298324985295, 0.8, 0.3860703889784571, 82.61906324138982, 122, 293, 0.0001005655248954568, 18, 13
7.066, 0.7110471372624898, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 125, 295, 0.0001006293712514138, 18, 6
7.164, 0.7210653271689374, 0.8299999999999999, 0.4160703889784571, 89.03906324138983, 131, 303, 0.0001006512181977858, 18, 19
7.261, 0.7305948248848263, 0.8199999999999999, 0.4060703889784571, 86.89906324138983, 127, 301, 0.0001006190366182105, 18, 18
7.367, 0.7415903991723906, 0.8, 0.3860703889784571, 82.61906324138982, 119, 284, 0.000100663825053942, 18, 20
7.469, 0.7520972812693964, 0.8100000000000001, 0.3960703889784572, 84.75906324138982, 129, 289, 0.0001006958470035341, 18, 18
7.565, 0.7618711250805648, 0.8, 0.3860703889784571, 82.61906324138982, 127, 293, 0.000100709996705957, 18, 11
7.666, 0.7723780071775705, 0.8, 0.3860703889784571, 82.61906324138982, 122, 292, 0.0001007537186508701, 18, 7
7.769, 0.7828848892745764, 0.8, 0.3860703889784571, 82.61906324138982, 125, 283, 0.0001007703551647028, 18, 10
7.875, 0.7936361174668614, 0.84, 0.4260703889784571, 91.17906324138984, 137, 296, 0.0001007791895196015, 18, 26
7.979, 0.8043873456591465, 0.84, 0.4260703889784571, 91.17906324138984, 116, 298, 0.0001008130524701274, 18, 24
8.077, 0.814405535565594, 0.76, 0.3460703889784571, 74.05906324138982, 120, 307, 0.0001008302012585854, 18, 12
8.183, 0.8251567637578791, 0.76, 0.3460703889784571, 74.05906324138982, 135, 264, 0.0001008379278697151, 18, 60
8.286, 0.8359079919501642, 0.71, 0.2960703889784571, 63.35906324138983, 138, 284, 0.0001008819686157572, 18, 25
8.388, 0.8459261818566118, 0.71, 0.2960703889784571, 63.35906324138983, 137, 262, 0.0001008495686524334, 18, 23
8.488, 0.8557000256677799, 0.76, 0.3460703889784571, 74.05906324138982, 125, 279, 0.0001008129153708506, 18, 31
8.585000000000001, 0.8662069077647857, 0.73, 0.3160703889784571, 67.63906324138983, 163, 299, 0.000100897717852625, 18, 64
8.688000000000001, 0.876958135957071, 0.76, 0.3460703889784571, 74.05906324138982, 149, 261, 0.0001009390119655929, 18, 61
8.791, 0.8874650180540765, 0.75, 0.3360703889784571, 71.91906324138983, 135, 290, 0.000100951543402807, 18, 38
8.893000000000001, 0.8979719001510825, 0.14, -0.2739296110215429, -58.62093675861018, 134, 280, 0.0001009751377657801, 19, 8
8.994, 0.90799009005753, 0.09, -0.3239296110215429, -69.32093675861019, 249, 149, 0.0001009550911782888, 19, 218
9.097, 0.9180082799639775, 0.1, -0.3139296110215429, -67.18093675861019, 232, 129, 0.000100913298885784, 19, 44
9.198, 0.9290038542515418, 0.13, -0.2839296110215429, -60.76093675861018, 289, 154, 0.0001010006364700524, 19, 81
9.298, 0.9378003136815931, 0.33, -0.08392961102154288, -17.96093675861018, 228, 138, 0.0001008604338224987, 19, 81
9.398, 0.9485515418738782, 0.77, 0.3560703889784571, 76.19906324138983, 244, 205, 0.0001009312132234388, 20, 81
9.507, 0.9597914622567217, 0.8, 0.3860703889784571, 82.61906324138982, 112, 289, 0.0001009562913912614, 20, 220
9.608000000000001, 0.9702983443537276, 0.67, 0.2560703889784572, 54.79906324138983, 135, 294, 0.0001009885870476403, 20, 31
