Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.013, 0.0, 0.08, -0.3339296110215429, -86.82169886560116, 0, 0, 0.0, 0, 0
0.055, 0.0, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 0, 0, 0.0, 1, 0
0.096, 0.0009773843811168245, 0.73, 0.3160703889784571, 82.17830113439886, 53, 55, 1.018108730330026e-05, 1, 55
0.136, 0.004153883619746504, 0.74, 0.3260703889784571, 84.77830113439886, 161, 178, 3.054326190990077e-05, 1, 279
0.177, 0.00757472895365539, 0.76, 0.3460703889784571, 89.97830113439885, 121, 197, 4.279507883421124e-05, 1, 56
0.219, 0.01099557428756428, 0.7, 0.2860703889784571, 74.37830113439886, 96, 300, 5.020810176969989e-05, 1, 124
0.26, 0.01539380400258998, 0.39, -0.02392961102154288, -6.22169886560115, 135, 312, 5.920693847149994e-05, 2, 58
0.306, 0.02028072590817411, 0.1, -0.3139296110215429, -81.62169886560115, 153, 259, 6.627688205285657e-05, 2, 65
0.347, 0.0239459173373622, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 195, 182, 6.9008407312283e-05, 2, 127
0.383, 0.02736676267127109, 0.08, -0.3339296110215429, -86.82169886560116, 262, 125, 7.145368843673912e-05, 2, 111
0.427, 0.03127630019573838, 0.08, -0.3339296110215429, -86.82169886560116, 291, 91, 7.324660467386039e-05, 2, 77
0.467, 0.03543018381548488, 0.1, -0.3139296110215429, -81.62169886560115, 297, 114, 7.586763129654152e-05, 2, 29
0.508, 0.0398284135305106, 0.24, -0.1739296110215429, -45.22169886560115, 308, 120, 7.840238883958781e-05, 2, 20
0.548, 0.0437379510549779, 0.45, 0.03607038897845711, 9.378301134398852, 260, 129, 7.981377929740492e-05, 3, 58
0.588, 0.04740314248416599, 0.6, 0.1860703889784571, 48.37830113439885, 226, 169, 8.06175892587857e-05, 3, 63
0.627, 0.05131268000863329, 0.6800000000000001, 0.2660703889784571, 69.17830113439885, 170, 239, 8.183840511743746e-05, 3, 126
0.6680000000000001, 0.05522221753310058, 0.71, 0.2960703889784571, 76.97830113439885, 132, 247, 8.266799031901286e-05, 3, 57
0.713, 0.05937610115284709, 0.5899999999999999, 0.1760703889784571, 45.77830113439886, 123, 267, 8.327643920455413e-05, 3, 27
0.754, 0.0635299847725936, 0.27, -0.1439296110215429, -37.42169886560115, 136, 270, 8.425727423420902e-05, 4, 15
0.794, 0.06743952229706089, 0.11, -0.3039296110215429, -79.02169886560116, 177, 236, 8.493642606682732e-05, 4, 74
0.8379999999999999, 0.07183775201208659, 0.09, -0.3239296110215429, -84.22169886560116, 234, 157, 8.572524106454246e-05, 4, 131
0.874, 0.07525859734599548, 0.1, -0.3139296110215429, -81.62169886560115, 276, 94, 8.610823494965159e-05, 4, 121
0.917, 0.07941248096574199, 0.19, -0.2239296110215429, -58.22169886560115, 288, 120, 8.66003063966652e-05, 4, 35
0.959, 0.08356636458548849, 0.55, 0.1360703889784571, 35.37830113439886, 285, 134, 8.713906630395044e-05, 5, 14
1.0, 0.087720248205235, 0.77, 0.3560703889784571, 92.57830113439885, 244, 152, 8.7720248205235e-05, 5, 52
1.036, 0.09114109353914388, 0.79, 0.3760703889784571, 97.77830113439887, 168, 216, 8.797402851268716e-05, 5, 130
1.076, 0.09480628496833198, 0.8, 0.3860703889784571, 100.3783011343989, 118, 275, 8.810993026796654e-05, 5, 125
1.114, 0.09871582249279928, 0.74, 0.3260703889784571, 84.77830113439886, 99, 301, 8.861384424847333e-05, 5, 46
1.156, 0.1026253600172666, 0.4, -0.01392961102154288, -3.62169886560115, 107, 307, 8.877626299071505e-05, 6, 16
1.194, 0.1065348975417339, 0.15, -0.2639296110215429, -68.62169886560115, 130, 273, 8.922520732138516e-05, 6, 49
1.237, 0.1106887811614804, 0.08, -0.3339296110215429, -86.82169886560116, 195, 192, 8.948163392197282e-05, 6, 152
1.279, 0.1145983186859477, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 260, 135, 8.959993642372766e-05, 6, 123
1.322, 0.118507856210415, 0.09, -0.3239296110215429, -84.22169886560116, 281, 99, 8.964285643753025e-05, 6, 66
1.363, 0.1226617398301615, 0.14, -0.2739296110215429, -71.22169886560116, 289, 125, 8.999393971398494e-05, 6, 29
1.407, 0.1273043156404664, 0.32, -0.09392961102154288, -24.42169886560115, 304, 123, 9.047925774020355e-05, 6, 23
1.448, 0.1312138531649337, 0.5600000000000001, 0.1460703889784571, 37.97830113439886, 252, 134, 9.061730190948458e-05, 7, 62
1.49, 0.135123390689401, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 192, 201, 9.068683938885972e-05, 7, 126
1.534, 0.1397659664997059, 0.7800000000000001, 0.3660703889784571, 95.17830113439885, 154, 253, 9.111210332444974e-05, 7, 90
1.575, 0.143431157928894, 0.77, 0.3560703889784571, 92.57830113439885, 98, 285, 9.106740185961526e-05, 7, 93
1.621, 0.1478293876439197, 0.5300000000000001, 0.1160703889784571, 30.17830113439885, 101, 296, 9.11964143392472e-05, 7, 12
1.664, 0.1524719634542246, 0.2, -0.2139296110215429, -55.62169886560116, 129, 287, 9.16297857297023e-05, 8, 37
1.706, 0.1566258470739711, 0.1, -0.3139296110215429, -81.62169886560115, 197, 222, 9.180882009025272e-05, 8, 127
1.749, 0.1605353845984384, 0.09, -0.3239296110215429, -84.22169886560116, 248, 144, 9.178695517349251e-05, 8, 127
1.787, 0.1642005760276265, 0.09, -0.3239296110215429, -84.22169886560116, 274, 101, 9.188616453700419e-05, 8, 75
1.824, 0.1678657674568146, 0.13, -0.2839296110215429, -73.82169886560115, 283, 118, 9.203167075483256e-05, 8, 24
1.866, 0.1715309588860027, 0.25, -0.1639296110215429, -42.62169886560115, 284, 118, 9.192441526581067e-05, 8, 4
1.914, 0.176662226886866, 0.54, 0.1260703889784571, 32.77830113439885, 261, 151, 9.230001404747441e-05, 9, 36
1.952, 0.1803274183160541, 0.76, 0.3460703889784571, 89.97830113439885, 214, 192, 9.238084954715887e-05, 9, 95
2.026, 0.1879021472697095, 0.8100000000000001, 0.3960703889784572, 102.9783011343989, 136, 278, 9.274538364743806e-05, 9, 170
2.068, 0.1915673386988976, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 82, 297, 9.263410962229091e-05, 9, 70
2.108, 0.1954768762233649, 0.52, 0.1060703889784571, 27.57830113439885, 98, 294, 9.273096595036286e-05, 9, 9
2.148, 0.1993864137478322, 0.15, -0.2639296110215429, -68.62169886560115, 142, 274, 9.282421496640232e-05, 10, 67
2.187, 0.2035402973675787, 0.09, -0.3239296110215429, -84.22169886560116, 190, 220, 9.306826582879685e-05, 10, 94
2.228, 0.207449834892046, 0.08, -0.3339296110215429, -86.82169886560116, 241, 147, 9.311033882048743e-05, 10, 128
2.269, 0.2111150263212341, 0.08, -0.3339296110215429, -86.82169886560116, 272, 94, 9.304320243333366e-05, 10, 89
2.306, 0.214535871655143, 0.14, -0.2739296110215429, -71.22169886560116, 283, 109, 9.303376914793713e-05, 10, 22
2.349, 0.2186897552748895, 0.28, -0.1339296110215429, -34.82169886560115, 288, 127, 9.309908696249019e-05, 10, 24
2.39, 0.2230879849899152, 0.5899999999999999, 0.1760703889784571, 45.77830113439886, 271, 138, 9.334225313385573e-05, 11, 31
2.434, 0.2274862147049409, 0.77, 0.3560703889784571, 92.57830113439885, 210, 193, 9.346187950079742e-05, 11, 107
2.474, 0.231151406134129, 0.79, 0.3760703889784571, 97.77830113439887, 144, 247, 9.343225793618794e-05, 11, 116
2.511, 0.2348165975633171, 0.74, 0.3260703889784571, 84.77830113439886, 107, 285, 9.351517226735048e-05, 11, 82
2.55, 0.2387261350877844, 0.5600000000000001, 0.1460703889784571, 37.97830113439886, 104, 307, 9.3618092191288e-05, 11, 33
2.593, 0.2428800187075309, 0.24, -0.1739296110215429, -45.22169886560115, 126, 274, 9.36675737398885e-05, 12, 44
2.633, 0.2467895562319982, 0.13, -0.2839296110215429, -73.82169886560115, 192, 230, 9.372941748271863e-05, 12, 109
2.675, 0.2509434398517447, 0.11, -0.3039296110215429, -79.02169886560116, 237, 143, 9.38106317202784e-05, 12, 146
2.723, 0.2550973234714911, 0.14, -0.2739296110215429, -71.22169886560116, 279, 112, 9.368245445152082e-05, 12, 70
2.76, 0.2590068609959585, 0.25, -0.1639296110215429, -42.62169886560115, 277, 133, 9.384306557824582e-05, 12, 29
2.806, 0.2634050907109842, 0.4600000000000001, 0.04607038897845712, 11.97830113439885, 252, 146, 9.387209219921033e-05, 13, 45
2.844, 0.2670702821401723, 0.64, 0.2260703889784571, 58.77830113439885, 235, 171, 9.39065689663053e-05, 13, 36
2.886, 0.271468511855198, 0.73, 0.3160703889784571, 82.17830113439886, 182, 234, 9.406393342175953e-05, 13, 107
2.926, 0.2753780493796653, 0.7199999999999999, 0.3060703889784571, 79.57830113439886, 121, 273, 9.411416588505308e-05, 13, 114
2.964, 0.2787988947135742, 0.5899999999999999, 0.1760703889784571, 45.77830113439886, 104, 275, 9.406170536895214e-05, 13, 25
3.007, 0.2831971244285999, 0.35, -0.06392961102154287, -16.62169886560115, 140, 275, 9.417928979999996e-05, 14, 35
3.047, 0.2873510080483464, 0.17, -0.2439296110215428, -63.42169886560115, 181, 230, 9.43062054638485e-05, 14, 89
3.088, 0.2910161994775345, 0.12, -0.2939296110215428, -76.42169886560116, 221, 175, 9.424099724013423e-05, 14, 88
3.128, 0.2949257370020018, 0.12, -0.2939296110215428, -76.42169886560116, 273, 119, 9.428572154795456e-05, 14, 115
3.167, 0.2988352745264691, 0.18, -0.2339296110215429, -60.82169886560115, 273, 109, 9.435910152398771e-05, 14, 14
3.208, 0.3027448120509364, 0.44, 0.02607038897845712, 6.778301134398851, 278, 136, 9.437182420540411e-05, 15, 31
3.247, 0.3068986956706829, 0.6600000000000001, 0.2460703889784571, 63.97830113439886, 255, 153, 9.451761492783582e-05, 15, 39
3.289, 0.3110525792904294, 0.77, 0.3560703889784571, 92.57830113439885, 175, 223, 9.457360270307976e-05, 15, 145
3.328, 0.3144734246243383, 0.8100000000000001, 0.3960703889784572, 102.9783011343989, 119, 278, 9.44932165337555e-05, 15, 103
3.368, 0.3183829621488056, 0.77, 0.3560703889784571, 92.57830113439885, 92, 295, 9.453175835772139e-05, 15, 58
3.413, 0.3225368457685521, 0.36, -0.05392961102154288, -14.02169886560115, 104, 293, 9.450244528817818e-05, 16, 10
3.453, 0.3266907293882986, 0.11, -0.3039296110215429, -79.02169886560116, 122, 299, 9.461069487063384e-05, 16, 32
3.499, 0.3315776512938827, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 199, 222, 9.476354709742289e-05, 16, 162
3.538, 0.3349984966277916, 0.08, -0.3339296110215429, -86.82169886560116, 253, 128, 9.46858385041808e-05, 16, 142
3.576, 0.3386636880569797, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 275, 90, 9.470461075418896e-05, 16, 67
3.618, 0.3428175716767262, 0.08, -0.3339296110215429, -86.82169886560116, 289, 114, 9.475333656073138e-05, 16, 37
3.654, 0.346238417010635, 0.08, -0.3339296110215429, -86.82169886560116, 307, 119, 9.475599808720172e-05, 16, 23
3.697, 0.3506366467256608, 0.09, -0.3239296110215429, -84.22169886560116, 305, 110, 9.484356146217495e-05, 16, 11
3.737, 0.3545461842501281, 0.12, -0.2939296110215428, -76.42169886560116, 281, 112, 9.487454756492591e-05, 16, 26
3.776, 0.3584557217745954, 0.15, -0.2639296110215429, -68.62169886560115, 267, 125, 9.493001106318733e-05, 16, 29
3.815, 0.3621209132037835, 0.21, -0.2039296110215429, -53.02169886560115, 263, 128, 9.492029179653564e-05, 16, 7
3.854, 0.3657861046329716, 0.31, -0.1039296110215429, -27.02169886560115, 251, 134, 9.491076923533251e-05, 16, 12
3.9, 0.3704286804432765, 0.44, 0.02607038897845712, 6.778301134398851, 242, 173, 9.498171293417347e-05, 17, 49
3.94, 0.3743382179677438, 0.54, 0.1260703889784571, 32.77830113439885, 212, 191, 9.500969999181315e-05, 17, 45
3.982, 0.3782477554922111, 0.52, 0.1060703889784571, 27.57830113439885, 179, 204, 9.498939113315195e-05, 17, 53
4.02, 0.3819129469213991, 0.34, -0.07392961102154288, -19.22169886560115, 152, 228, 9.500322062721372e-05, 18, 52
4.064, 0.3860668305411457, 0.11, -0.3039296110215429, -79.02169886560116, 190, 221, 9.499675948354964e-05, 18, 38
4.109, 0.3907094063514505, 0.08, -0.3339296110215429, -86.82169886560116, 262, 163, 9.508625124153093e-05, 18, 137
4.153, 0.3946189438759178, 0.08, -0.3339296110215429, -86.82169886560116, 282, 100, 9.502021282829711e-05, 18, 70
4.193, 0.3985284814003852, 0.08, -0.3339296110215429, -86.82169886560116, 286, 98, 9.504614390660272e-05, 18, 21
4.235, 0.4029267111154109, 0.08, -0.3339296110215429, -86.82169886560116, 292, 128, 9.514208054673221e-05, 18, 41
4.276, 0.4068362486398782, 0.08, -0.3339296110215429, -86.82169886560116, 294, 109, 9.514411801680968e-05, 18, 20
4.318, 0.4109901322596247, 0.08, -0.3339296110215429, -86.82169886560116, 281, 105, 9.518066981464212e-05, 18, 16
4.356, 0.4146553236888128, 0.08, -0.3339296110215429, -86.82169886560116, 286, 118, 9.519176393223432e-05, 18, 17
4.396, 0.4185648612132801, 0.08, -0.3339296110215429, -86.82169886560116, 288, 119, 9.521493658172888e-05, 18, 2
4.439, 0.4229630909283059, 0.08, -0.3339296110215429, -86.82169886560116, 290, 109, 9.528341764548454e-05, 18, 12
4.486, 0.4273613206433315, 0.08, -0.3339296110215429, -86.82169886560116, 286, 111, 9.526556412022549e-05, 18, 5
4.527, 0.431515204263078, 0.06, -0.3539296110215429, -92.02169886560116, 281, 119, 9.532034554077271e-05, 18, 12
4.567, 0.4354247417875453, 0.07000000000000001, -0.3439296110215429, -89.42169886560116, 299, 110, 9.534152436775681e-05, 18, 23
4.606, 0.4393342793120126, 0.08, -0.3339296110215429, -86.82169886560116, 289, 105, 9.538303936431015e-05, 18, 13
4.648, 0.44324381683648, 0.09, -0.3239296110215429, -84.22169886560116, 285, 106, 9.536226696137692e-05, 18, 5
4.684, 0.4466646621703888, 0.1, -0.3139296110215429, -81.62169886560115, 289, 120, 9.535966314483108e-05, 18, 19
4.726, 0.4508185457901353, 0.11, -0.3039296110215429, -79.02169886560116, 277, 117, 9.539114384048567e-05, 18, 19
4.766, 0.4547280833146027, 0.11, -0.3039296110215429, -79.02169886560116, 278, 120, 9.54108441700803e-05, 18, 4
4.807, 0.4588819669343492, 0.11, -0.3039296110215429, -79.02169886560116, 280, 122, 9.546119553450158e-05, 18, 7
4.848, 0.4627915044588164, 0.11, -0.3039296110215429, -79.02169886560116, 282, 115, 9.546029382401329e-05, 18, 8
4.887, 0.4664566958880044, 0.09, -0.3239296110215429, -84.22169886560116, 263, 121, 9.544847470595549e-05, 18, 27
4.924, 0.4701218873171926, 0.08, -0.3339296110215429, -86.82169886560116, 279, 119, 9.547560668505128e-05, 18, 14
4.964, 0.4740314248416599, 0.09, -0.3239296110215429, -84.22169886560116, 298, 108, 9.549384062080177e-05, 18, 37
5.006, 0.4781853084614064, 0.08, -0.3339296110215429, -86.82169886560116, 288, 114, 9.552243477055661e-05, 18, 17
5.046, 0.4818504998905945, 0.09, -0.3239296110215429, -84.22169886560116, 279, 117, 9.549157746543687e-05, 18, 11
5.086, 0.4857600374150618, 0.09, -0.3239296110215429, -84.22169886560116, 277, 114, 9.550924841035426e-05, 18, 8
5.126, 0.4899139210348083, 0.08, -0.3339296110215429, -86.82169886560116, 294, 114, 9.55743115557566e-05, 18, 17
5.166, 0.4935791124639963, 0.08, -0.3339296110215429, -86.82169886560116, 275, 105, 9.554376935036707e-05, 18, 26
5.204, 0.4972443038931845, 0.09, -0.3239296110215429, -84.22169886560116, 283, 120, 9.555040428385558e-05, 18, 17
5.248, 0.5016425336082103, 0.08, -0.3339296110215429, -86.82169886560116, 288, 123, 9.558737301985712e-05, 18, 11
