Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.013, 0.0, 0.22, -0.1939296110215429, -46.5431066451703, 0, 0, 0.0, 0, 0
0.05, 0.0002443460952792061, 0.79, 0.3760703889784571, 90.25689335482971, 0, 3, 4.886921905584123e-06, 1, 0
0.08899999999999999, 0.0007330382858376185, 0.79, 0.3760703889784571, 90.25689335482971, 12, 53, 8.236385234130545e-06, 1, 59
0.131, 0.003665191429188091, 0.79, 0.3760703889784571, 90.25689335482971, 152, 159, 2.797856052815337e-05, 1, 237
0.17, 0.006352998477259359, 0.8100000000000001, 0.3960703889784572, 95.05689335482971, 97, 195, 3.737057927799623e-05, 1, 62
0.208, 0.00952949771588904, 0.8199999999999999, 0.4060703889784571, 97.45689335482972, 84, 256, 4.581489286485115e-05, 1, 88
0.247, 0.01368338133563554, 0.7800000000000001, 0.3660703889784571, 87.85689335482971, 132, 333, 5.539830500257304e-05, 1, 128
0.292, 0.01857030324121967, 0.5, 0.08607038897845712, 20.65689335482971, 111, 314, 6.359692890828653e-05, 1, 26
0.334, 0.02223549467040776, 0.13, -0.2839296110215429, -68.1431066451703, 106, 259, 6.657333733655017e-05, 2, 68
0.372, 0.02614503219487506, 0.07000000000000001, -0.3439296110215429, -82.54310664517028, 198, 212, 7.028234460987917e-05, 2, 140
0.4109999999999999, 0.03005456971934235, 0.06, -0.3539296110215429, -84.94310664517029, 281, 152, 7.312547376968942e-05, 2, 150
0.448, 0.03347541505325124, 0.07000000000000001, -0.3439296110215429, -82.54310664517028, 280, 87, 7.472190860100723e-05, 2, 70
0.488, 0.03738495257771854, 0.09, -0.3239296110215429, -77.74310664517029, 279, 129, 7.660850938057077e-05, 2, 40
0.528, 0.04153883619746504, 0.19, -0.2239296110215429, -53.74310664517029, 298, 136, 7.867203825277469e-05, 2, 37
0.572, 0.04593706591249076, 0.19, -0.2239296110215429, -53.74310664517029, 261, 123, 8.030955579106775e-05, 2, 50
0.614, 0.04960225734167884, 0.31, -0.1039296110215429, -24.94310664517029, 240, 148, 8.078543540990038e-05, 2, 47
0.651, 0.05351179486614615, 0.49, 0.07607038897845713, 18.25689335482971, 248, 166, 8.219937767457164e-05, 3, 25
0.693, 0.05742133239061344, 0.52, 0.1060703889784571, 25.45689335482971, 213, 189, 8.28590654987207e-05, 3, 51
0.733, 0.06133086991508073, 0.54, 0.1260703889784571, 30.25689335482971, 158, 236, 8.36710367190733e-05, 3, 105
0.773, 0.06524040743954805, 0.71, 0.2960703889784571, 71.05689335482971, 165, 225, 8.439897469540496e-05, 3, 15
0.8120000000000001, 0.06890559886873614, 0.76, 0.3460703889784571, 83.05689335482972, 158, 209, 8.48591119073105e-05, 3, 21
0.8529999999999999, 0.07281513639320342, 0.7199999999999999, 0.3060703889784571, 73.4568933548297, 128, 295, 8.536358311043776e-05, 3, 121
0.898, 0.07745771220350833, 0.45, 0.03607038897845711, 8.656893354829707, 122, 307, 8.625580423553266e-05, 3, 29
0.941, 0.08161159582325485, 0.17, -0.2439296110215428, -58.5431066451703, 141, 246, 8.672858217136541e-05, 4, 83
0.981, 0.08552113334772214, 0.09, -0.3239296110215429, -77.74310664517029, 203, 187, 8.717750596098076e-05, 4, 122
1.021, 0.08967501696746865, 0.09, -0.3239296110215429, -77.74310664517029, 270, 125, 8.783057489468037e-05, 4, 132
