Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
1.299, 0.09358455449193595, 0.35, -0.07086146484534011, -14.88090761752143, 159, 157, 7.204353694529328e-05, 5, 23
1.338, 0.09676105373056563, 0.35, -0.07086146484534011, -14.88090761752143, 175, 150, 7.231767842344219e-05, 5, 17
1.377, 0.09944886077863691, 0.35, -0.07086146484534011, -14.88090761752143, 175, 138, 7.222139490097089e-05, 5, 19
1.412, 0.1021366678267082, 0.36, -0.06086146484534012, -12.78090761752143, 173, 153, 7.233475058548739e-05, 5, 16
1.449, 0.1053131670653378, 0.39, -0.03086146484534012, -6.480907617521426, 178, 146, 7.267989445502955e-05, 5, 9
1.488, 0.1082453202086883, 0.44, 0.01913853515465988, 4.019092382478575, 161, 151, 7.27455108929357e-05, 6, 18
1.528, 0.111421819447318, 0.4699999999999999, 0.04913853515465988, 10.31909238247857, 162, 156, 7.292003890531282e-05, 6, 4
1.567, 0.1143539725906685, 0.48, 0.05913853515465988, 12.41909238247858, 150, 169, 7.297637051095628e-05, 6, 30
1.606, 0.1175304718292981, 0.4699999999999999, 0.04913853515465988, 10.31909238247857, 143, 166, 7.318211197341105e-05, 6, 14
1.642, 0.1202182788773694, 0.42, -0.000861464845340123, -0.1809076175214258, 153, 188, 7.321454255625421e-05, 7, 32
1.681, 0.1233947781159991, 0.34, -0.08086146484534012, -16.98090761752143, 155, 162, 7.340557889113569e-05, 7, 22
1.722, 0.1265712773546288, 0.3, -0.1208614648453401, -25.38090761752143, 173, 142, 7.350248394577745e-05, 7, 43
1.757, 0.1292590844027, 0.31, -0.1108614648453401, -23.28090761752143, 174, 149, 7.356806169760959e-05, 7, 9
1.796, 0.1321912375460505, 0.34, -0.08086146484534012, -16.98090761752143, 181, 125, 7.360313894546243e-05, 7, 32
1.835, 0.135123390689401, 0.41, -0.01086146484534012, -2.280907617521426, 171, 145, 7.363672517133569e-05, 7, 28
1.877, 0.1385442360233099, 0.48, 0.05913853515465988, 12.41909238247858, 169, 147, 7.381152691705375e-05, 8, 10
1.912, 0.1412320430713812, 0.5, 0.07913853515465988, 16.61909238247858, 160, 168, 7.386613131348386e-05, 8, 24
1.962, 0.1451415805958485, 0.51, 0.08913853515465988, 18.71909238247857, 144, 174, 7.39763407726037e-05, 8, 31
1.999, 0.1480737337391989, 0.4699999999999999, 0.04913853515465988, 10.31909238247857, 146, 171, 7.407390382151022e-05, 8, 8
2.038, 0.1510058868825494, 0.41, -0.01086146484534012, -2.280907617521426, 142, 182, 7.40951358599359e-05, 9, 13
2.077, 0.1541823861211791, 0.37, -0.05086146484534013, -10.68090761752143, 150, 160, 7.423321430966734e-05, 9, 27
2.118, 0.1573588853598088, 0.32, -0.1008614648453401, -21.18090761752143, 183, 154, 7.429597986770954e-05, 9, 40
2.16, 0.1607797306937176, 0.34, -0.08086146484534012, -16.98090761752143, 171, 138, 7.443506050635075e-05, 9, 21
2.195, 0.1632231916465097, 0.37, -0.05086146484534013, -10.68090761752143, 168, 140, 7.436136293690647e-05, 9, 8
2.236, 0.1663996908851394, 0.42, -0.000861464845340123, -0.1809076175214258, 170, 147, 7.441846640659184e-05, 9, 7
2.273, 0.1693318440284899, 0.43, 0.009138535154659877, 1.919092382478574, 169, 154, 7.449707172392866e-05, 10, 11
2.312, 0.1725083432671195, 0.4600000000000001, 0.03913853515465988, 8.219092382478575, 158, 154, 7.461433532314858e-05, 10, 15
2.345, 0.1749518042199116, 0.48, 0.05913853515465988, 12.41909238247858, 158, 159, 7.460631310017551e-05, 10, 7
2.385, 0.1781283034585413, 0.48, 0.05913853515465988, 12.41909238247858, 151, 189, 7.468691968911584e-05, 10, 36
