Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.019, 0.0, 77, 34.4096912103491, 0, 0, 0.0, 0, 0
0.054, 0.0, 77, 34.4096912103491, 0, 0, 0.0, 0, 0
0.09399999999999999, 0.0007330382858376185, 77, 34.4096912103491, 6, 13, 0.007798279636570409, 0, 10
0.131, 0.002687807048071267, 76, 33.4096912103491, 81, 147, 0.02051761105397914, 0, 214
0.164, 0.00439822971502571, 71, 28.4096912103491, 59, 166, 0.02681847387210799, 0, 37
0.204, 0.006352998477259359, 53, 10.4096912103491, 37, 199, 0.03114214939833019, 0, 46
0.246, 0.009285151620609833, 23, 19.5903087896509, 58, 227, 0.0377445187829668, 1, 34
0.286, 0.0119729586686811, 11, 31.5903087896509, 63, 194, 0.04186349184853532, 1, 42
0.319, 0.01392772743091475, 8, 34.5903087896509, 84, 140, 0.04366058755772648, 1, 76
0.361, 0.01661553447898602, 8, 34.5903087896509, 188, 63, 0.04602641129913025, 1, 180
0.398, 0.01881464933649887, 8, 34.5903087896509, 221, 39, 0.04727298828266047, 1, 57
0.435, 0.02076941809873252, 9, 33.5903087896509, 162, 57, 0.04774578873271844, 1, 64
0.4699999999999999, 0.02272418686096617, 10, 32.5903087896509, 193, 66, 0.04834933374673653, 1, 40
0.507, 0.02541199390903743, 14, 28.5903087896509, 226, 45, 0.05012227595470894, 1, 50
0.5550000000000001, 0.02858849314766712, 28, 14.5903087896509, 199, 57, 0.05151079846426507, 1, 23
0.6, 0.03127630019573838, 43, 0.4096912103491022, 201, 63, 0.05212716699289731, 1, 15
0.638, 0.03347541505325124, 61, 18.4096912103491, 185, 41, 0.05246930259130288, 2, 38
0.6949999999999999, 0.03714060648243933, 79, 36.4096912103491, 169, 93, 0.05343972155746667, 2, 64
0.735, 0.0395840674352314, 81, 38.4096912103491, 121, 169, 0.05385587406153932, 2, 126
0.7720000000000001, 0.04178318229274424, 81, 38.4096912103491, 53, 208, 0.05412329312531638, 2, 106
0.8149999999999999, 0.04422664324553631, 81, 38.4096912103491, 40, 184, 0.05426581993317338, 2, 35
0.8550000000000001, 0.04642575810304917, 80, 37.4096912103491, 68, 168, 0.05429913228426804, 2, 49
0.8890000000000001, 0.04886921905584122, 76, 33.4096912103491, 59, 208, 0.05497100006281352, 2, 45
0.925, 0.05106833391335409, 64, 21.4096912103491, 43, 229, 0.05520900963605847, 2, 42
0.968, 0.05375614096142534, 44, 1.409691210349102, 60, 186, 0.05553320347254686, 2, 61
1.004, 0.0559552558189382, 29, 13.5903087896509, 56, 197, 0.05573232651288665, 3, 11
1.042, 0.05815437067645107, 16, 26.5903087896509, 48, 185, 0.05581033654169967, 3, 12
1.079, 0.06059783162924313, 10, 32.5903087896509, 95, 137, 0.05616110438298714, 3, 90
1.117, 0.06255260039147677, 9, 33.5903087896509, 185, 74, 0.05600053750356022, 3, 168
1.156, 0.06524040743954805, 8, 34.5903087896509, 225, 47, 0.05643633861552598, 3, 61
1.196, 0.06743952229706089, 8, 34.5903087896509, 167, 49, 0.05638756044904757, 3, 54
1.23, 0.06939429105929453, 11, 31.5903087896509, 169, 56, 0.05641812281243459, 3, 11
1.265, 0.07159340591680739, 17, 25.5903087896509, 212, 58, 0.05659557779984774, 3, 39
1.302, 0.07403686686959947, 30, 12.5903087896509, 224, 48, 0.05686395304884751, 3, 29
1.34, 0.07623598172711232, 49, 6.409691210349102, 190, 48, 0.05689252367694949, 4, 34
1.378, 0.07867944267990438, 69, 26.4096912103491, 186, 63, 0.05709683793897272, 4, 20
1.413, 0.08087855753741723, 78, 35.40969121034911, 150, 114, 0.05723889422322522, 4, 80
1.455, 0.08332201849020928, 80, 37.4096912103491, 66, 191, 0.05726599208949091, 4, 176
1.489, 0.08552113334772214, 80, 37.4096912103491, 42, 215, 0.0574352809588463, 4, 43
1.524, 0.08723155601467658, 78, 35.40969121034911, 46, 166, 0.05723855381540458, 4, 42
1.565, 0.08991936306274784, 71, 28.4096912103491, 63, 191, 0.05745646202092515, 4, 38
1.607, 0.09260717011081912, 53, 10.4096912103491, 57, 207, 0.05762736161220854, 4, 21
1.645, 0.09505063106361117, 29, 13.5903087896509, 42, 210, 0.05778153864049312, 5, 17
1.685, 0.09749409201640326, 15, 27.5903087896509, 71, 196, 0.05785999526196038, 5, 25
1.725, 0.09993755296919531, 10, 32.5903087896509, 124, 120, 0.05793481331547554, 5, 142
1.759, 0.101892321731429, 9, 33.5903087896509, 194, 66, 0.05792627727767423, 5, 124
1.795, 0.1038470904936626, 9, 33.5903087896509, 192, 39, 0.05785353230844713, 5, 33
