Tempo (s), Distância (m), Refletância (%), Erro (%), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.012, 0.0, 60, 17.4096912103491, 0, 0, 0.0, 0, 0
0.049, 0.0, 76, 33.4096912103491, 0, 0, 0.0, 0, 0
0.08699999999999999, 0.0007330382858376185, 76, 33.4096912103491, 3, 40, 0.008425727423420902, 0, 16
0.124, 0.002687807048071267, 76, 33.4096912103491, 79, 160, 0.02167586329089732, 0, 202
0.156, 0.004642575810304916, 75, 32.4096912103491, 81, 178, 0.02976010134810844, 0, 44
0.198, 0.006841690667817772, 67, 24.4096912103491, 53, 181, 0.03455399327180693, 0, 31
0.233, 0.009040805525330626, 48, 5.409691210349102, 42, 216, 0.03880174045206277, 0, 46
0.27, 0.0117286125734019, 25, 17.5903087896509, 63, 229, 0.04343930582741442, 1, 38
0.309, 0.01441641962147316, 13, 29.5903087896509, 71, 208, 0.04665507968114292, 1, 33
0.347, 0.01710422666954443, 10, 32.5903087896509, 123, 155, 0.04929171950877357, 1, 99
0.383, 0.01954768762233649, 8, 34.5903087896509, 197, 72, 0.05103834888338509, 1, 146
0.421, 0.02174680247984935, 9, 33.5903087896509, 222, 44, 0.05165511277873954, 1, 63
0.4600000000000001, 0.02419026343264141, 10, 32.5903087896509, 178, 57, 0.05258752920139437, 1, 49
0.497, 0.02663372438543346, 15, 27.5903087896509, 188, 75, 0.05358898266686815, 1, 25
0.534, 0.02932153143350473, 22, 20.5903087896509, 240, 64, 0.05490923489420362, 1, 62
0.5739999999999999, 0.032009338481576, 35, 7.590308789650898, 226, 50, 0.05576539805152613, 1, 23
0.613, 0.03420845333908886, 52, 9.409691210349102, 187, 57, 0.05580498097730646, 2, 46
0.648, 0.03640756819660171, 68, 25.40969121034911, 191, 73, 0.05618451882191621, 2, 14
0.692, 0.0395840674352314, 77, 34.4096912103491, 151, 123, 0.05720240958848468, 2, 84
