Tempo (s) ,Distância (m) ,Refletância (%) ,Erro (%) ,Velocidade Esq. (deg/s) ,Velocidade Dir. (deg/s) ,Velocidade Média (m/s) ,Oscilação ,Suavidade (deg/s)
0.021 ,0.0 ,74 ,30.27720668859648 ,0 ,0 ,0.0 ,0 ,0
0.07000000000000001 ,0.0 ,73 ,29.27720668859648 ,0 ,0 ,0.0 ,0 ,0
0.109 ,0.001466076571675237 ,74 ,30.27720668859648 ,98 ,40 ,0.01345024377683703 ,0 ,88
0.147 ,0.00439822971502571 ,74 ,30.27720668859648 ,144 ,184 ,0.02991993003418851 ,0 ,235
0.184 ,0.007086036763096979 ,77 ,33.27720668859648 ,119 ,182 ,0.03851106936465749 ,0 ,21
0.224 ,0.01001818990644745 ,77 ,33.27720668859648 ,102 ,198 ,0.04472406208235469 ,0 ,42
0.26 ,0.01319468914507713 ,72 ,28.27720668859648 ,133 ,208 ,0.05074880440414281 ,0 ,37
0.3 ,0.01637118838370681 ,67 ,23.27720668859648 ,136 ,207 ,0.05457062794568937 ,0 ,6
0.337 ,0.01930334152705728 ,62 ,18.27720668859648 ,119 ,196 ,0.05727994518414624 ,0 ,25
0.376 ,0.02199114857512855 ,54 ,10.27720668859648 ,117 ,192 ,0.05848709727427805 ,0 ,13
0.418 ,0.02541199390903743 ,45 ,1.277206688596479 ,115 ,208 ,0.06079424380152496 ,0 ,20
0.456 ,0.02858849314766712 ,23 ,-20.72279331140352 ,121 ,203 ,0.06269406392032262 ,1 ,8
0.494 ,0.03127630019573838 ,14 ,-29.72279331140352 ,127 ,190 ,0.06331234857436919 ,1 ,12
0.534 ,0.03469714552964727 ,11 ,-32.72279331140352 ,196 ,142 ,0.06497592795814095 ,1 ,119
0.5709999999999999 ,0.03738495257771854 ,11 ,-32.72279331140352 ,207 ,93 ,0.06547277158969972 ,1 ,70
0.6109999999999999 ,0.04031710572106901 ,13 ,-30.72279331140352 ,190 ,128 ,0.06598544307867269 ,1 ,52
0.6470000000000001 ,0.04324925886441948 ,18 ,-25.72279331140352 ,203 ,130 ,0.06684584059415684 ,1 ,21
0.689 ,0.04642575810304917 ,23 ,-20.72279331140352 ,194 ,117 ,0.06738136154288704 ,1 ,22
0.726 ,0.04911356515112043 ,32 ,-11.72279331140352 ,188 ,118 ,0.06764953877564799 ,1 ,10
0.768 ,0.05277875658030853 ,43 ,-0.722793311403521 ,207 ,125 ,0.06872233929727672 ,1 ,29
0.8100000000000001 ,0.0559552558189382 ,53 ,9.277206688596479 ,199 ,115 ,0.06908056273942986 ,2 ,13
0.85 ,0.05913175505756789 ,65 ,21.27720668859648 ,187 ,130 ,0.06956677065596223 ,2 ,21
0.8880000000000001 ,0.06206390820091836 ,73 ,29.27720668859648 ,152 ,198 ,0.06989178851454771 ,2 ,92
0.927 ,0.06524040743954805 ,71 ,27.27720668859648 ,116 ,218 ,0.07037800155291051 ,2 ,70
0.966 ,0.06817256058289852 ,64 ,20.27720668859648 ,113 ,189 ,0.07057200888498811 ,2 ,32
1.006 ,0.07134905982152818 ,55 ,11.27720668859648 ,134 ,191 ,0.07092351870927255 ,2 ,28
1.046 ,0.07452555906015787 ,44 ,0.277206688596479 ,117 ,207 ,0.07124814441697692 ,2 ,25
1.084 ,0.07770205829878756 ,32 ,-11.72279331140352 ,120 ,214 ,0.07168086558928741 ,3 ,12
1.124 ,0.08063421144213802 ,19 ,-24.72279331140352 ,129 ,181 ,0.07173862227948222 ,3 ,40
1.167 ,0.0840550567760469 ,12 ,-31.72279331140352 ,190 ,124 ,0.07202661249018587 ,3 ,117
1.205 ,0.08698720991939739 ,14 ,-29.72279331140352 ,204 ,112 ,0.07218855594970737 ,3 ,31
1.249 ,0.09016370915802707 ,20 ,-23.72279331140352 ,190 ,122 ,0.0721887183010625 ,3 ,26
1.286 ,0.09334020839665675 ,28 ,-15.72279331140352 ,201 ,123 ,0.07258181057282796 ,3 ,12
1.328 ,0.09651670763528644 ,41 ,-2.722793311403521 ,195 ,120 ,0.0726782437012699 ,3 ,5
1.364 ,0.09920451468335768 ,53 ,9.277206688596479 ,205 ,116 ,0.07273058261243231 ,4 ,12
1.406 ,0.1023810139219874 ,59 ,15.27720668859648 ,181 ,123 ,0.07281722185063114 ,4 ,23
1.442 ,0.1053131670653378 ,70 ,26.27720668859648 ,143 ,195 ,0.07303270947665592 ,4 ,100
1.482 ,0.1087340123992467 ,69 ,25.27720668859648 ,111 ,210 ,0.07336977894686014 ,4 ,62
1.522 ,0.1116661655425972 ,64 ,20.27720668859648 ,125 ,198 ,0.07336804569158817 ,4 ,25
1.559 ,0.1148426647812269 ,60 ,16.27720668859648 ,128 ,201 ,0.07366431352227511 ,4 ,9
1.6 ,0.1180191640198565 ,56 ,12.27720668859648 ,120 ,193 ,0.07376197751241032 ,4 ,21
1.636 ,0.1207069710679278 ,56 ,12.27720668859648 ,118 ,198 ,0.07378176715643512 ,4 ,11
1.676 ,0.1238834703065575 ,53 ,9.277206688596479 ,129 ,196 ,0.07391615173422286 ,4 ,17
1.717 ,0.1270599695451872 ,54 ,10.27720668859648 ,118 ,203 ,0.07400114708514105 ,4 ,21
1.762 ,0.1304808148790961 ,53 ,9.277206688596479 ,116 ,196 ,0.07405267586781843 ,4 ,8
1.799 ,0.1334129680224465 ,54 ,10.27720668859648 ,124 ,200 ,0.07415951529874738 ,4 ,9
1.837 ,0.136345121165797 ,55 ,11.27720668859648 ,122 ,208 ,0.07422162284474525 ,4 ,10
1.876 ,0.1395216204044267 ,59 ,15.27720668859648 ,119 ,198 ,0.07437186588722105 ,4 ,12
1.914 ,0.1424537735477772 ,63 ,19.27720668859648 ,118 ,189 ,0.07442725890688463 ,4 ,11
1.962 ,0.1458746188816861 ,70 ,26.27720668859648 ,123 ,198 ,0.07434995865529361 ,4 ,11
2.002 ,0.1492954642155949 ,74 ,30.27720668859648 ,115 ,209 ,0.07457315894884863 ,4 ,21
2.04 ,0.1519832712636662 ,77 ,33.27720668859648 ,113 ,200 ,0.07450160356062069 ,4 ,12
2.076 ,0.1549154244070167 ,77 ,33.27720668859648 ,123 ,196 ,0.07462207341378452 ,4 ,10
2.112 ,0.1578475775503672 ,78 ,34.27720668859648 ,125 ,191 ,0.07473843634013598 ,4 ,11
2.15 ,0.1607797306937176 ,78 ,34.27720668859648 ,119 ,211 ,0.07478127009010123 ,4 ,22
2.189 ,0.1639562299323473 ,77 ,33.27720668859648 ,117 ,204 ,0.07490005935694257 ,4 ,5
2.23 ,0.167132729170977 ,75 ,31.27720668859648 ,120 ,200 ,0.07494741218429459 ,4 ,11
2.267 ,0.1700648823143275 ,76 ,32.27720668859648 ,129 ,202 ,0.07501759255153395 ,4 ,16
2.306 ,0.1729970354576779 ,76 ,32.27720668859648 ,120 ,197 ,0.07502039698945269 ,4 ,11
2.348 ,0.1761735346963076 ,77 ,33.27720668859648 ,108 ,191 ,0.07503131801375963 ,4 ,22
2.383 ,0.1791056878396581 ,76 ,32.27720668859648 ,122 ,198 ,0.07515975150636091 ,4 ,17
2.424 ,0.1822821870782878 ,77 ,33.27720668859648 ,130 ,196 ,0.07519892206199991 ,4 ,17
2.465 ,0.1857030324121967 ,76 ,32.27720668859648 ,117 ,203 ,0.07533591578588101 ,4 ,21
