Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.013, 0.0, 0.65, 0.2291385351546599, 52.70186308557177, 0, 0, 0.0, 0, 0
0.046, 0.0, 0.8, 0.3791385351546599, 87.20186308557176, 0, 0, 0.0, 0, 0
0.08699999999999999, 0.0007330382858376185, 0.8, 0.3791385351546599, 87.20186308557176, 17, 12, 8.425727423420902e-06, 0, 23
0.129, 0.003176499238629679, 0.8, 0.3791385351546599, 87.20186308557176, 87, 182, 2.462402510565643e-05, 0, 229
0.165, 0.005375614096142534, 0.8100000000000001, 0.3891385351546599, 89.50186308557177, 57, 193, 3.257947937056081e-05, 0, 59
0.205, 0.007819075048934597, 0.8100000000000001, 0.3891385351546599, 89.50186308557177, 49, 220, 3.814182950699803e-05, 0, 38
0.24, 0.01075122819228507, 0.7800000000000001, 0.3591385351546599, 82.60186308557177, 68, 260, 4.479678413452112e-05, 0, 63
0.28, 0.01392772743091475, 0.75, 0.3291385351546599, 75.70186308557176, 73, 253, 4.974188368183839e-05, 0, 6
0.321, 0.01685988057426522, 0.61, 0.1891385351546599, 43.50186308557177, 62, 234, 5.252299244319384e-05, 0, 33
0.361, 0.0197920337176157, 0.42, -0.000861464845340123, -0.1981369144282283, 84, 196, 5.482557816514043e-05, 1, 62
0.401, 0.02247984076568696, 0.19, -0.2308614648453401, -53.09813691442823, 119, 164, 5.605945328101487e-05, 1, 65
0.441, 0.02565634000431665, 0.1, -0.3208614648453401, -73.79813691442823, 179, 132, 5.817764173314433e-05, 1, 93
0.476, 0.0280998009571087, 0.08, -0.3408614648453401, -78.39813691442822, 213, 89, 5.903319528804349e-05, 1, 68
0.516, 0.03103195410045918, 0.09, -0.3308614648453401, -76.09813691442823, 209, 64, 6.013944593112244e-05, 1, 35
0.5590000000000001, 0.03396410724380966, 0.11, -0.3108614648453401, -71.49813691442823, 220, 80, 6.075868916602801e-05, 1, 24
0.593, 0.03665191429188092, 0.18, -0.2408614648453401, -55.39813691442823, 238, 82, 6.180761263386327e-05, 1, 21
0.633, 0.0395840674352314, 0.28, -0.1408614648453401, -32.39813691442823, 230, 85, 6.253407177761675e-05, 1, 7
0.6720000000000001, 0.04251622057858187, 0.43, 0.009138535154659877, 2.101863085571772, 182, 97, 6.326818538479444e-05, 2, 61
0.7069999999999999, 0.04520402762665313, 0.49, 0.06913853515465989, 15.90186308557177, 172, 140, 6.393780428098038e-05, 2, 52
0.747, 0.04813618077000362, 0.55, 0.1291385351546599, 29.70186308557177, 134, 157, 6.443933168675182e-05, 2, 53
0.7890000000000001, 0.05082398781807487, 0.5899999999999999, 0.1691385351546599, 38.90186308557177, 118, 174, 6.441570065662214e-05, 2, 37
0.826, 0.05375614096142534, 0.61, 0.1891385351546599, 43.50186308557177, 117, 177, 6.50800738031784e-05, 2, 5
0.8710000000000001, 0.05693264020005504, 0.5899999999999999, 0.1691385351546599, 38.90186308557177, 110, 178, 6.536468450063724e-05, 2, 8
0.909, 0.0596204472481263, 0.4600000000000001, 0.03913853515465988, 9.00186308557177, 114, 200, 6.558905087802672e-05, 2, 24
0.949, 0.06279694648675598, 0.32, -0.1008614648453401, -23.19813691442822, 128, 187, 6.617170335801472e-05, 3, 22
0.9890000000000001, 0.06572909963010645, 0.24, -0.1808614648453401, -41.59813691442823, 152, 136, 6.646016140556769e-05, 3, 53
1.03, 0.06841690667817772, 0.22, -0.2008614648453401, -46.19813691442823, 176, 97, 6.642418124094926e-05, 3, 88
1.071, 0.07159340591680739, 0.27, -0.1508614648453401, -34.69813691442823, 184, 111, 6.684725108945603e-05, 3, 21
1.108, 0.07428121296487866, 0.34, -0.08086146484534012, -18.59813691442823, 200, 118, 6.704080592498074e-05, 3, 25
1.151, 0.07745771220350833, 0.43, 0.009138535154659877, 2.101863085571772, 181, 125, 6.72960140777657e-05, 4, 22
1.187, 0.08014551925157962, 0.49, 0.06913853515465989, 15.90186308557177, 151, 142, 6.751939279829791e-05, 4, 40
1.227, 0.08283332629965088, 0.54, 0.1191385351546599, 27.40186308557177, 131, 156, 6.750882339009852e-05, 4, 45
1.271, 0.08625417163355976, 0.51, 0.08913853515465988, 20.50186308557177, 126, 170, 6.786323495952774e-05, 4, 18
1.31, 0.08894197868163102, 0.4699999999999999, 0.04913853515465988, 11.30186308557177, 133, 167, 6.789464021498551e-05, 4, 10
1.349, 0.09187413182498151, 0.39, -0.03086146484534012, -7.098136914428228, 132, 168, 6.810536087841475e-05, 5, 5
