Tempo (s), Distância (m), Refletância (%), Erro (%), Correção (deg/s), Velocidade Esq. (deg/s), Velocidade Dir. (deg/s), Velocidade Média (m/s), Oscilação, Suavidade (deg/s)
0.015, 0.0, 0.5600000000000001, 0.1391385351546599, 32.00186308557177, 0, 0, 0.0, 0, 0
0.05, 0.0, 0.74, 0.3191385351546599, 73.40186308557176, 0, 0, 0.0, 0, 0
0.08599999999999998, 0.0007330382858376185, 0.74, 0.3191385351546599, 73.40186308557176, 15, 8, 8.523700998111842e-06, 0, 10
0.129, 0.002932153143350474, 0.75, 0.3291385351546599, 75.70186308557176, 97, 157, 2.272986932829824e-05, 0, 245
0.165, 0.005131268000863328, 0.76, 0.3391385351546599, 78.00186308557177, 86, 180, 3.109859394462624e-05, 0, 32
0.206, 0.008063421144213802, 0.73, 0.3091385351546599, 71.10186308557177, 65, 234, 3.914282108841651e-05, 0, 73
0.246, 0.01148426647812269, 0.5899999999999999, 0.1691385351546599, 38.90186308557177, 69, 247, 4.668401007366947e-05, 0, 21
0.288, 0.01441641962147316, 0.31, -0.1108614648453401, -25.49813691442823, 91, 210, 5.005701257455959e-05, 1, 61
0.328, 0.01759291886010284, 0.14, -0.2808614648453402, -64.59813691442823, 136, 168, 5.363694774421598e-05, 1, 82
0.368, 0.02028072590817411, 0.1, -0.3208614648453401, -73.79813691442823, 188, 118, 5.511066822873399e-05, 1, 101
0.408, 0.02296853295624538, 0.11, -0.3108614648453401, -71.49813691442823, 199, 61, 5.629542391236613e-05, 1, 78
0.448, 0.02565634000431665, 0.17, -0.2508614648453401, -57.69813691442823, 214, 85, 5.726861608106394e-05, 1, 31
0.484, 0.02858849314766712, 0.29, -0.1308614648453401, -30.09813691442823, 236, 91, 5.906713460261801e-05, 1, 36
0.528, 0.032009338481576, 0.48, 0.05913853515465988, 13.60186308557177, 195, 106, 6.062374712419697e-05, 2, 50
0.567, 0.03469714552964727, 0.6, 0.1791385351546599, 41.20186308557177, 168, 126, 6.119426019338143e-05, 2, 46
0.608, 0.03787364476827695, 0.64, 0.2191385351546598, 50.40186308557177, 118, 196, 6.229217889519236e-05, 2, 111
0.648, 0.04056145181634822, 0.61, 0.1891385351546599, 43.50186308557177, 85, 192, 6.259483304992008e-05, 2, 40
0.6850000000000001, 0.04324925886441948, 0.5300000000000001, 0.1091385351546599, 25.10186308557177, 103, 190, 6.313760418163428e-05, 2, 11
0.7279999999999999, 0.04642575810304917, 0.33, -0.09086146484534012, -20.89813691442823, 133, 181, 6.377164574594666e-05, 3, 40
0.769, 0.04960225734167884, 0.23, -0.1908614648453401, -43.89813691442823, 139, 169, 6.450228522975142e-05, 3, 18
0.8100000000000001, 0.05277875658030853, 0.21, -0.2108614648453401, -48.49813691442822, 188, 121, 6.515895874112164e-05, 3, 100
0.849, 0.05522221753310058, 0.24, -0.1808614648453401, -41.59813691442823, 184, 85, 6.504383690588997e-05, 3, 44
0.8880000000000001, 0.05815437067645107, 0.39, -0.03086146484534012, -7.098136914428228, 185, 103, 6.548915616717462e-05, 3, 24
0.9300000000000001, 0.06133086991508073, 0.5300000000000001, 0.1091385351546599, 25.10186308557177, 178, 126, 6.594717195169971e-05, 4, 35
0.966, 0.06426302305843122, 0.61, 0.1891385351546599, 43.50186308557177, 167, 157, 6.652486859050851e-05, 4, 34
1.009, 0.06719517620178168, 0.61, 0.1891385351546599, 43.50186308557177, 117, 184, 6.659581387688967e-05, 4, 85
1.048, 0.06963863715457375, 0.54, 0.1191385351546599, 27.40186308557177, 91, 187, 6.644908125436425e-05, 4, 28
1.09, 0.07281513639320342, 0.39, -0.03086146484534012, -7.098136914428228, 113, 195, 6.680287742495726e-05, 5, 33
1.125, 0.07574728953655391, 0.23, -0.1908614648453401, -43.89813691442823, 138, 165, 6.733092403249236e-05, 5, 52
1.166, 0.07843509658462517, 0.17, -0.2508614648453401, -57.69813691442823, 174, 126, 6.726852194221712e-05, 5, 63
1.208, 0.08161159582325485, 0.2, -0.2208614648453401, -50.79813691442823, 210, 88, 6.755926806560833e-05, 5, 84
1.25, 0.08478809506188455, 0.3, -0.1208614648453401, -27.79813691442823, 190, 89, 6.783047604950763e-05, 5, 28
1.286, 0.08723155601467658, 0.48, 0.05913853515465988, 13.60186308557177, 187, 111, 6.783169207984182e-05, 6, 17
1.329, 0.09065240134858549, 0.64, 0.2191385351546598, 50.40186308557177, 175, 140, 6.821098671827349e-05, 6, 46
1.368, 0.09334020839665675, 0.6899999999999999, 0.2691385351546598, 61.90186308557177, 131, 173, 6.823114648878418e-05, 6, 70
1.405, 0.09602801544472801, 0.65, 0.2291385351546599, 52.70186308557177, 84, 204, 6.834734195354305e-05, 6, 85
1.449, 0.09920451468335768, 0.48, 0.05913853515465988, 13.60186308557177, 92, 211, 6.846412331494664e-05, 6, 17
1.492, 0.1023810139219874, 0.18, -0.2408614648453401, -55.39813691442823, 118, 178, 6.861998252143926e-05, 7, 52
1.529, 0.1050688209700586, 0.14, -0.2808614648453402, -64.59813691442823, 156, 153, 6.871734530415869e-05, 7, 63
1.568, 0.1080009741134091, 0.12, -0.3008614648453401, -69.19813691442823, 196, 86, 6.88781722662048e-05, 7, 103
1.608, 0.1106887811614804, 0.17, -0.2508614648453401, -57.69813691442823, 210, 67, 6.883630669246292e-05, 7, 41
1.646, 0.1133765882095517, 0.21, -0.2108614648453401, -48.49813691442822, 219, 94, 6.888006574091838e-05, 7, 37
1.69, 0.1167974335434605, 0.42, -0.000861464845340123, -0.1981369144282283, 202, 97, 6.911090742216599e-05, 7, 20
1.73, 0.119729586686811, 0.55, 0.1291385351546599, 29.70186308557177, 185, 124, 6.920785357619133e-05, 8, 36
1.768, 0.1226617398301615, 0.67, 0.2491385351546599, 57.30186308557177, 145, 170, 6.937881212113205e-05, 8, 79
1.808, 0.1253495468782327, 0.6899999999999999, 0.2691385351546598, 61.90186308557177, 87, 195, 6.933050159194289e-05, 8, 85
1.845, 0.1282817000215832, 0.5899999999999999, 0.1691385351546599, 38.90186308557177, 83, 206, 6.952937670546516e-05, 8, 27
1.888, 0.1312138531649337, 0.45, 0.02913853515465987, 6.701863085571771, 97, 195, 6.949886290515556e-05, 8, 18
1.928, 0.1343903524035634, 0.24, -0.1808614648453401, -41.59813691442823, 145, 172, 6.970453962840423e-05, 9, 74
1.966, 0.1370781594516346, 0.19, -0.2308614648453401, -53.09813691442823, 154, 146, 6.972439443114682e-05, 9, 34
2.006, 0.1397659664997059, 0.19, -0.2308614648453401, -53.09813691442823, 183, 93, 6.967396136575569e-05, 9, 80
2.05, 0.1429424657383356, 0.24, -0.1808614648453401, -41.59813691442823, 213, 93, 6.972803206748077e-05, 9, 36
2.088, 0.1456302727864068, 0.4, -0.02086146484534012, -4.798136914428228, 188, 105, 6.974629922720633e-05, 9, 33
2.128, 0.1488067720250365, 0.58, 0.1591385351546599, 36.60186308557178, 186, 121, 6.992799437266753e-05, 10, 18
2.168, 0.151738925168387, 0.6800000000000001, 0.2591385351546599, 59.60186308557176, 145, 168, 6.999027913670988e-05, 10, 73
2.209, 0.1549154244070167, 0.6800000000000001, 0.2591385351546599, 59.60186308557176, 88, 205, 7.012920978135657e-05, 10, 97
2.246, 0.1576032314550879, 0.5899999999999999, 0.1691385351546599, 38.90186308557177, 80, 197, 7.017062843058234e-05, 10, 29
