Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.006, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6800000000000001, 0.248127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 0, 0, 0, 0, 0
0.05700000000000001, 0.0002443460952792061, 0.004286773601389581, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 0, 0, 0, 0, 0
0.106, 0.001710422666954443, 0.01613606289579663, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 45, 25, 45, 25, 0
0.155, 0.004886921905584122, 0.03152852842312337, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 75, 195, 30, 170, 0
0.203, 0.007819075048934597, 0.03851761107849555, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 0, 0, 0, 250, 0, 0, 0, 190, 48, 215, 27, 20, 0
0.257, 0.01246165085923951, 0.04848891384918098, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6, 0.168127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 76, 267, 28, 52, 0
0.307, 0.0161268422884276, 0.0525304309069303, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.15, -0.2818724602179941, 0, 0, 0, 250, 0, 0, 0, -190, 61, 260, 15, 7, 1
0.356, 0.0200363798128949, 0.05628196576655871, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 250, 0, 0, 0, -190, 69, 236, 8, 24, 1
0.403, 0.02345722514680379, 0.05820651401192007, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 183, 132, 114, 104, 1
0.457, 0.02736676267127109, 0.05988350693932404, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 243, 68, 60, 64, 1
0.498, 0.03054326190990077, 0.06133185122470033, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 236, 64, 7, 4, 1
0.5470000000000001, 0.03420845333908886, 0.06253830592155185, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 250, 0, 0, 0, -190, 256, 68, 20, 4, 1
0.591, 0.03762929867299774, 0.06367055613028382, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.13, -0.301872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 261, 61, 5, 7, 1
0.643, 0.04153883619746504, 0.06460161150461126, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.24, -0.191872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 247, 57, 14, 4, 1
0.694, 0.04520402762665313, 0.0651354864937365, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6, 0.168127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 256, 63, 9, 6, 2
0.741, 0.04886921905584122, 0.06595036309830125, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 231, 81, 25, 18, 2
0.787, 0.05277875658030853, 0.06706322310077322, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 154, 168, 77, 87, 2
0.834, 0.0561996019142174, 0.06738561380601606, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 85, 239, 69, 71, 2
0.883, 0.05937610115284709, 0.06724360266460599, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 48, 237, 37, 2, 2
0.927, 0.06279694648675598, 0.06774212134493633, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 0, 0, 0, 250, 0, 0, 0, 190, 65, 254, 17, 17, 2
0.982, 0.06695083010650248, 0.06817803473167259, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.61, 0.178127539782006, 0, 0, 0, 250, 0, 0, 0, 190, 66, 260, 1, 6, 2
1.029, 0.07086036763096977, 0.06886333103106878, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.3, -0.131872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 53, 245, 13, 15, 3
1.077, 0.07452555906015787, 0.06919736217284854, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 76, 230, 23, 15, 3
1.126, 0.07819075048934597, 0.06944116384488984, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 168, 149, 92, 81, 3
1.175, 0.08185594191853406, 0.06966463142002899, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 239, 84, 71, 65, 3
1.222, 0.08503244115716374, 0.06958464906478211, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 227, 45, 12, 39, 3
1.278, 0.08967501696746865, 0.07016824488847312, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.12, -0.311872460217994, 0, 0, 0, 250, 0, 0, 0, -190, 270, 76, 43, 31, 3
