Tempo (s)            Distância (m)          Refletância (%)  Erro (%)            Velocidade Esq. (deg/s)  Velocidade Dir. (deg/s)  Velocidade Média (m/s)  Oscilação  Suavidade (deg/s)
0.021                0.0                    77               33.27720668859648   0                        0                        0.0                     0          0
0.06600000000000001  0.0                    78               34.27720668859648   0                        0                        0.0                     0          0
0.102                0.0009773843811168245  78               34.27720668859648   74                       83                       0.00958219981487083     0          169
0.138                0.003420845333908886   78               34.27720668859648   101                      158                      0.02478873430368758     0          90
0.172                0.005375614096142534   79               35.27720668859648   68                       185                      0.03125357032641008     0          62
0.209                0.00757472895365539    79               35.27720668859648   53                       186                      0.03624272226629373     0          15
0.248                0.01050688209700586    78               34.27720668859648   96                       203                      0.04236646006857203     0          56
0.281                0.01319468914507713    73               29.27720668859648   96                       217                      0.04695618912838836     0          18
0.325                0.0161268422884276     61               17.27720668859648   77                       203                      0.04962105319516185     0          32
0.36                 0.01857030324121967    47               3.277206688596479   73                       195                      0.05158417567005462     0          13
0.397                0.02101376419401173    38               -5.722793311403521  84                       185                      0.05293139595468949     1          21
0.434                0.02345722514680379    20               -23.72279331140352  92                       194                      0.0540489058682115      1          24
0.472                0.02614503219487506    11               -32.72279331140352  145                      151                      0.05539201736202343     1          88
0.507                0.02858849314766712    9                -34.72279331140352  199                      76                       0.05638756044904757     1          133
0.544                0.03103195410045918    9                -34.72279331140352  192                      80                       0.0570440332729029      1          0
0.585                0.03371976114853044    13               -30.72279331140352  187                      85                       0.05764061734791529     1          16
0.623                0.0361632221013225     19               -24.72279331140352  199                      78                       0.05804690545958668     1          22
0.661                0.03885102914939378    29               -14.72279331140352  205                      84                       0.05877614092192704     1          15
0.702                0.04178318229274424    44               0.277206688596479   213                      73                       0.05952020269621688     1          20
0.738                0.04447098934081551    55               11.27720668859648   191                      85                       0.06025879314473647     2          34
0.779                0.04691445029360758    66               22.27720668859648   175                      88                       0.060223941326839       2          16
0.8139999999999999   0.04935791124639964    74               30.27720668859648   150                      141                      0.06063625460245657     2          81
0.848                0.05204571829447091    78               34.27720668859648   85                       216                      0.06137466780008363     2          136
0.8870000000000001   0.05448917924726296    73               29.27720668859648   71                       191                      0.06143086724606873     2          32
0.924                0.05668829410477583    67               23.27720668859648   88                       173                      0.06135096764586128     2          40
0.9619999999999999   0.05937610115284709    55               11.27720668859648   88                       197                      0.06172151886990342     2          33
