Tempo (s)            Distância (m)          Refletância (%)  Erro (%)            Velocidade Esq. (deg/s)  Velocidade Dir. (deg/s)  Velocidade Média (m/s)  Oscilação  Suavidade (deg/s)
0.016                0.0                    78               34.27720668859648   0                        0                        0.0                     0          0
0.063                0.0002443460952792061  77               33.27720668859648   3                        0                        0.003878509448876288    0          3
0.09800000000000001  0.0009773843811168245  78               34.27720668859648   12                       17                       0.009973310011396169    0          26
0.13                 0.002443460952792061   78               34.27720668859648   58                       134                      0.01879585348301585     0          142
0.169                0.004642575810304916   80               36.27720668859648   73                       198                      0.02747086278286933     0          96
0.207                0.007330382858376183   77               33.27720668859648   53                       223                      0.03541247757669654     0          49
0.244                0.00952949771588904    63               19.27720668859648   35                       211                      0.03905531850774197     0          31
0.287                0.01246165085923951    46               2.277206688596479   64                       218                      0.04342038626912722     0          39
0.326                0.01466076571675237    27               -16.72279331140352  61                       191                      0.04497167397776799     1          27
0.36                 0.01661553447898602    15               -28.72279331140352  44                       168                      0.04615426244162784     1          41
0.4                  0.01905899543177808    10               -33.72279331140352  98                       142                      0.0476474885794452      1          77
0.434                0.02125811028929093    8                -35.72279331140352  197                      75                       0.04898182094306666     1          162
0.474                0.02345722514680379    9                -34.72279331140352  219                      54                       0.04948781676540884     1          55
0.5140000000000001   0.02590068609959585    10               -33.72279331140352  165                      69                       0.0503904398824822      1          62
0.5510000000000001   0.0280998009571087     13               -30.72279331140352  168                      70                       0.05099782387860018     1          12
0.5899999999999999   0.03054326190990077    17               -26.72279331140352  221                      49                       0.05176824052525554     1          80
0.63                 0.03298672286269283    31               -12.72279331140352  222                      46                       0.0523598775598299      1          9
0.6680000000000001   0.03543018381548488    44               0.277206688596479   191                      58                       0.05303919732857018     1          46
0.708                0.03787364476827695    62               18.27720668859648   189                      49                       0.05349384854276406     2          13
0.75                 0.04056145181634822    76               32.27720668859648   175                      69                       0.05408193575513096     2          23
0.786                0.04276056667386107    82               38.27720668859648   141                      134                      0.05440275658252045     2          90
0.824                0.04520402762665313    82               38.27720668859648   67                       202                      0.05485925682846253     2          160
0.8609999999999999   0.04691445029360758    82               38.27720668859648   37                       196                      0.05448832786714004     2          32
0.899                0.04911356515112043    80               36.27720668859648   48                       176                      0.05463132942282584     2          33
0.9370000000000001   0.05155702610391249    77               33.27720668859648   74                       189                      0.05502350704793222     2          32
0.976                0.05424483315198376    70               26.27720668859648   58                       209                      0.05557872249178665     2          37
1.012                0.05644394800949661    60               16.27720668859648   47                       224                      0.05577465218329705     2          29
1.049                0.05888740896228867    44               0.277206688596479   51                       209                      0.05613671016424088     2          12
1.089                0.06108652381980153    25               -18.72279331140352  48                       183                      0.05609414492176449     3          32
1.127                0.0632856386773144     15               -28.72279331140352  55                       189                      0.05615407158590452     3          12
1.162                0.06548475353482725    11               -32.72279331140352  100                      149                      0.05635520958246751     3          77
1.201                0.06792821448761933    8                -35.72279331140352  194                      65                       0.05655971231275546     3          172
1.237                0.07012732934513216    7                -36.72279331140352  212                      50                       0.05669145460398719     3          49
1.273                0.072326444202645      8                -35.72279331140352  164                      55                       0.05681574564229773     3          49
1.31                 0.07428121296487866    10               -33.72279331140352  168                      52                       0.05670321600372416     3          1
1.348                0.07648032782239151    13               -30.72279331140352  205                      57                       0.05673614823619548     3          40
1.387                0.0791681348704628     20               -23.72279331140352  223                      54                       0.05707868411713251     3          23
1.426                0.08161159582325485    35               -8.722793311403521  210                      44                       0.05723113311588699     3          21
1.466                0.0840550567760469     56               12.27720668859648   203                      53                       0.05733632795091877     4          20
1.501                0.08625417163355976    70               26.27720668859648   181                      63                       0.05746447144141223     4          29
1.54                 0.08845328649107262    77               33.27720668859648   146                      107                      0.05743719902017702     4          71
1.576                0.09114109353914388    77               33.27720668859648   65                       195                      0.05783064310859384     4          164
1.616                0.09309586230137754    76               32.27720668859648   39                       203                      0.05760882568154551     4          45
1.658                0.09578366934944881    77               33.27720668859648   57                       176                      0.05777060877530085     4          41
1.7                  0.09847147639752007    73               29.27720668859648   65                       188                      0.05792439788089416     4          14
1.736                0.1006705912550329     65               21.27720668859648   55                       217                      0.05798997192110191     4          39
1.776                0.1033583983031042     46               2.277206688596479   46                       209                      0.05819729634183794     4          10
1.818                0.1060462053511755     28               -15.72279331140352  56                       200                      0.05833124606775328     5          21
1.856                0.1080009741134091     17               -26.72279331140352  56                       185                      0.05819018001800059     5          13
1.89                 0.110200088970922      11               -32.72279331140352  77                       139                      0.0583069253814402      5          69
1.924                0.1121548577331556     11               -32.72279331140352  186                      80                       0.05829254559935323     5          154
1.963                0.1145983186859477     11               -32.72279331140352  223                      44                       0.05837917406314196     5          86
