Tempo (s)            Distância (m)          Refletância (%)  Erro (%)            Velocidade Esq. (deg/s)  Velocidade Dir. (deg/s)  Velocidade Média (m/s)  Oscilação  Suavidade (deg/s)
0.025                0.0                    80               36.27720668859648   0                        0                        0.0                     0          0
0.07000000000000001  0.0002443460952792061  80               36.27720668859648   3                        0                        0.003490658503988659    0          3
0.109                0.0009773843811168245  80               36.27720668859648   27                       9                        0.008966829184558023    0          33
0.142                0.002932153143350474   80               36.27720668859648   83                       168                      0.02064896579824278     0          211
0.178                0.005131268000863328   81               37.27720668859648   58                       186                      0.0288273483194569      0          49
0.219                0.007330382858376183   80               36.27720668859648   33                       202                      0.03347206784646659     0          38
0.258                0.01001818990644745    78               34.27720668859648   54                       225                      0.03883019343584283     0          41
0.299                0.01295034304979792    68               24.27720668859648   59                       205                      0.04331218411303654     0          26
0.334                0.01466076571675237    57               13.27720668859648   51                       177                      0.04389450813398912     0          37
0.375                0.01710422666954443    35               -8.722793311403521  47                       190                      0.04561127111878515     1          20
0.413                0.01930334152705728    15               -28.72279331140352  60                       183                      0.04673932573137357     1          14
0.452                0.02199114857512855    9                -34.72279331140352  109                      158                      0.04865298357329325     1          69
0.488                0.02419026343264141    8                -35.72279331140352  186                      92                       0.04957021195213404     1          159
0.527                0.02663372438543346    9                -34.72279331140352  221                      38                       0.05053837644294775     1          88
0.5629999999999999   0.02858849314766712    9                -34.72279331140352  166                      38                       0.0507788510615757      1          60
0.596                0.03029891581462156    9                -34.72279331140352  164                      66                       0.05083710707151269     1          40
0.629                0.03249803067213442    11               -32.72279331140352  198                      55                       0.05166618548829002     1          38
0.662                0.03445279943436807    15               -28.72279331140352  215                      47                       0.05204350367729314     1          33
0.701                0.03689626038716012    24               -19.72279331140352  216                      41                       0.0526337523354638      1          7
0.74                 0.0395840674352314     32               -11.72279331140352  203                      70                       0.05349198302058298     1          36
0.776                0.04153883619746504    44               0.277206688596479   186                      58                       0.0535294280895168      1          33
0.8149999999999999   0.0437379510549779     60               16.27720668859648   190                      39                       0.05366619761346982     2          20
0.8550000000000001   0.04618141200776996    76               32.27720668859648   197                      55                       0.05401334737750872     2          32
0.892                0.04886921905584122    81               37.27720668859648   146                      118                      0.05478612001775922     2          119
0.926                0.05082398781807487    82               38.27720668859648   71                       191                      0.05488551600224067     2          142
0.9619999999999999   0.05302310267558773    82               38.27720668859648   51                       200                      0.05511757034884379     2          35
0.998                0.05522221753310058    81               37.27720668859648   44                       182                      0.05533288329969998     2          19
1.035                0.05717698629533423    79               35.27720668859648   55                       172                      0.05524346501964661     2          29
1.075                0.0596204472481263     70               26.27720668859648   63                       198                      0.05546088116104773     2          35
1.113                0.06230825429619756    54               10.27720668859648   52                       226                      0.05598225902623321     2          40
1.152                0.06475171524898961    36               -7.722793311403521  51                       199                      0.05620808615363683     3          22
1.194                0.06695083010650248    20               -23.72279331140352  61                       171                      0.05607272203224664     3          42
1.229                0.06914994496401533    10               -33.72279331140352  103                      144                      0.05626521152482939     3          53
1.264                0.07134905982152818    8                -35.72279331140352  189                      76                       0.05644704099804445     3          164
1.301                0.07354817467904105    8                -35.72279331140352  219                      47                       0.05653203280479712     3          67
1.337                0.07574728953655391    10               -33.72279331140352  180                      48                       0.05665466681866411     3          37
1.377                0.07819075048934597    12               -31.72279331140352  177                      65                       0.05678340631034564     3          26
1.412                0.08038986534685881    15               -28.72279331140352  198                      52                       0.05693333239862523     3          31
1.449                0.08258898020437167    23               -20.72279331140352  214                      45                       0.05699722581392109     3          31
1.489                0.08503244115716374    43               -0.722793311403521  196                      45                       0.05710707935336718     3          19
1.525                0.08723155601467658    56               12.27720668859648   194                      52                       0.05720102033749285     4          10
1.564                0.08991936306274784    70               26.27720668859648   190                      70                       0.05749319888922497     4          14
1.602                0.09211847792026072    77               33.27720668859648   132                      111                      0.05750217098642992     4          101
1.639                0.09456193887305277    76               32.27720668859648   78                       200                      0.05769489864127685     4          147
1.674                0.09651670763528644    76               32.27720668859648   51                       214                      0.05765633669969321     4          47
1.711                0.09871582249279928    78               34.27720668859648   44                       174                      0.05769481150952616     4          51
1.748                0.1006705912550329     69               25.27720668859648   57                       181                      0.05759187142736437     4          14
1.79                 0.1038470904936626     66               22.27720668859648   66                       224                      0.05801513435400145     4          57
1.83                 0.1062905514464547     51               7.277206688596479   49                       213                      0.05808226854997523     4          25
1.864                0.1082453202086883     38               -5.722793311403521  45                       193                      0.05807152371710746     5          22
1.904                0.1106887811614804     28               -15.72279331140352  61                       189                      0.05813486405539937     5          24
1.944                0.1128878960189932     22               -21.72279331140352  102                      118                      0.05806990535956443     5          112
1.983                0.1150870108765061     19               -24.72279331140352  193                      62                       0.05803681839460719     5          142
2.02                 0.1175304718292981     21               -22.72279331140352  209                      42                       0.05818340189569215     5          43
2.056                0.119729586686811      32               -11.72279331140352  174                      74                       0.05823423476984972     5          67
2.098                0.1221730476396031     51               7.277206688596479   196                      70                       0.05823310183012539     6          23
2.135                0.1243721624971159     71               27.27720668859648   199                      54                       0.0582539402796796      6          23
2.174                0.126815623449908      79               35.27720668859648   141                      90                       0.05833285347281876     6          91
2.214                0.1297477765932584     81               37.27720668859648   76                       203                      0.05860333179460635     6          180
2.25                 0.1319468914507713     82               38.27720668859648   40                       209                      0.05864306286700947     6          53
2.29                 0.133901660213005      83               39.27720668859648   48                       164                      0.05847234070436897     6          60
2.324                0.1358564289752386     82               38.27720668859648   69                       193                      0.05845801591017153     6          44
2.361                0.1382998899280307     82               38.27720668859648   60                       221                      0.05857682758493463     6          41
2.4                  0.1409876969761019     82               38.27720668859648   42                       212                      0.05874487374004248     6          23
2.439                0.143431157928894      81               37.27720668859648   48                       202                      0.05880736282447478     6          14
2.472                0.1451415805958485     81               37.27720668859648   56                       191                      0.05871423163262478     6          18
2.51                 0.1473406954533613     81               37.27720668859648   51                       198                      0.05870147229217581     6          9
2.548                0.1497841564061534     80               36.27720668859648   46                       187                      0.05878499074024858     6          14
2.588                0.1522276173589454     79               35.27720668859648   56                       202                      0.05882056312169452     6          16
2.628                0.1546710783117375     79               35.27720668859648   56                       212                      0.05885505263003709     6          20
2.668                0.1571145392645296     79               35.27720668859648   41                       199                      0.05888850797021348     6          22
2.703                0.1593136541220424     78               34.27720668859648   41                       207                      0.05893956867260171     6          16
2.738                0.1615127689795552     78               34.27720668859648   59                       195                      0.05898932395162719     6          30
2.778                0.1639562299323473     79               35.27720668859648   59                       200                      0.05901952121394793     6          10
2.815                0.1663996908851394     80               36.27720668859648   46                       203                      0.05911179072296248     6          26
2.852                0.168354459647373      80               36.27720668859648   37                       191                      0.05903031544438044     6          23
2.888                0.1705535745048859     80               36.27720668859648   65                       206                      0.05905594685072226     6          38
2.926                0.1732413815529572     81               37.27720668859648   60                       206                      0.05920758084516649     6          6
2.962                0.1751961503151908     81               37.27720668859648   41                       200                      0.05914792380661405     6          25
2.999                0.1771509190774244     82               38.27720668859648   44                       199                      0.05906999635792745     6          3
3.035                0.1798387261254957     80               36.27720668859648   67                       203                      0.05925493447298046     6          33
3.074                0.1820378409830086     80               36.27720668859648   48                       185                      0.05921855594762803     6          38
3.111                0.1839926097452422     80               36.27720668859648   42                       204                      0.05914259393932568     6          21
3.148                0.1864360706980343     81               37.27720668859648   59                       200                      0.05922365651144672     6          16
3.186                0.1888795316508263     80               36.27720668859648   57                       197                      0.05928422211262597     6          5
3.225                0.1910786465083392     78               34.27720668859648   42                       194                      0.05924919271576408     6          18
3.259                0.1932777613658521     82               38.27720668859648   46                       197                      0.05930584883886225     6          6
3.298                0.1957212223186441     83               39.27720668859648   61                       193                      0.05934542823488299     6          22
3.335                0.1976759910808778     82               38.27720668859648   48                       195                      0.05927316074389139     6          23
3.373                0.2001194520336698     81               37.27720668859648   36                       216                      0.05932981086085674     6          40
3.408                0.2025629129864619     80               36.27720668859648   67                       204                      0.05943747446785853     6          42
3.448                0.205006373939254      80               36.27720668859648   58                       190                      0.05945660497078132     6          23
3.488                0.2069611427014876     80               36.27720668859648   40                       198                      0.05933518999469255     6          19
3.528                0.2096489497495589     80               36.27720668859648   51                       209                      0.05942430548456884     6          16
3.569                0.2123367567976301     80               36.27720668859648   60                       196                      0.05949474833220232     6          28
3.606                0.214535871655143      78               34.27720668859648   42                       201                      0.05949414078068304     6          21
3.644                0.2167349865126558     78               34.27720668859648   49                       213                      0.05947721913080565     6          20
3.682                0.2191784474654479     76               32.27720668859648   57                       195                      0.05952700908893207     6          29
3.719                0.2213775623229608     71               27.27720668859648   55                       204                      0.05952609903817176     6          11
3.76                 0.224065369371032      76               32.27720668859648   54                       212                      0.05959185355612552     6          10
3.794                0.2260201381332657     80               36.27720668859648   41                       199                      0.0595730464241607      6          26
3.832                0.2282192529907785     79               35.27720668859648   46                       200                      0.05955617249237434     6          7
3.866                0.2304183678482914     82               38.27720668859648   65                       195                      0.05960123327684723     6          37
3.904                0.2326174827058042     81               37.27720668859648   55                       190                      0.05958439618488837     6          17
3.942                0.2348165975633171     80               36.27720668859648   40                       200                      0.05956788370454518     6          20
3.982                0.2375044046113884     80               36.27720668859648   65                       213                      0.05964450140918843     6          35
4.016                0.2397035194689012     80               36.27720668859648   51                       208                      0.05968713134185787     6          2
4.058                0.2421469804216933     80               36.27720668859648   43                       200                      0.0596715082360013      6          26
4.09                 0.2441017491839269     79               35.27720668859648   47                       190                      0.05968257926257382     6          14
