Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.01, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.16, -0.271872460217994, 0, 0, 0, 260, 0, 0, 0, -220, 0, 0, 0, 0, 1
0.05300000000000001, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 260, 0, 0, 0, 220, 0, 0, 0, 0, 2
0.106, 0.0009773843811168245, 0.009220607369026647, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 260, 0, 0, 0, 220, 55, 76, 55, 76, 2
0.154, 0.003176499238629679, 0.02062661843266025, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 260, 0, 0, 0, 220, 45, 138, 10, 62, 2
0.203, 0.006352998477259359, 0.03129555900127763, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 260, 0, 0, 0, 220, 36, 229, 9, 91, 2
0.251, 0.01026253600172666, 0.04088659761644086, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6899999999999999, 0.258127539782006, 0, 0, 0, 260, 0, 0, 0, 220, 53, 290, 17, 61, 2
0.307, 0.01441641962147316, 0.04695902156831649, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.23, -0.201872460217994, 0, 0, 0, 260, 0, 0, 0, -220, 35, 254, 18, 36, 3
0.356, 0.01808161105066125, 0.05079104227713835, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 260, 0, 0, 0, -220, 56, 245, 21, 9, 3
0.408, 0.02174680247984935, 0.05330098647021899, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -220, 141, 156, 85, 89, 3
0.458, 0.02541199390903743, 0.05548470285816034, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -220, 225, 74, 84, 82, 3
