Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.013, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.31, -0.121872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 0, 0, 0, 0, 1
0.076, 0.0004886921905584122, 0.006430160402084373, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 3, 3, 3, 3, 2
0.119, 0.002199114857512855, 0.01847995678582231, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 91, 44, 88, 41, 2
0.165, 0.004886921905584122, 0.02961770851869165, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 85, 147, 6, 103, 2
0.216, 0.008307767239493009, 0.03846188536802319, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 48, 238, 37, 91, 2
0.26, 0.01221730476396031, 0.04698963370753964, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 0, 0, 0, 250, 0, 0, 0, 180, 83, 272, 35, 34, 2
0.31, 0.01637118838370681, 0.05281028510873166, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.42, -0.01187246021799403, 0, 0, 0, 250, 0, 0, 0, -180, 78, 256, 5, 16, 3
0.36, 0.0197920337176157, 0.05497787143782139, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.12, -0.311872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 72, 228, 6, 28, 3
0.408, 0.02370157124208299, 0.0580920863776544, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 250, 0, 0, 0, -180, 170, 154, 98, 74, 3
0.458, 0.02736676267127109, 0.05975275692417268, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 231, 64, 61, 90, 3
0.507, 0.03127630019573838, 0.06168895502118025, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 250, 0, 0, 0, -180, 260, 74, 29, 10, 3
0.552, 0.03518583772020568, 0.06374245963805379, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.16, -0.271872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 252, 76, 8, 2, 3
0.606, 0.03885102914939378, 0.06411060915741547, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.35, -0.08187246021799403, 0, 0, 0, 250, 0, 0, 0, -180, 243, 60, 9, 16, 3
0.656, 0.04276056667386107, 0.06518379066137358, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.61, 0.178127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 254, 72, 11, 12, 4
0.706, 0.04667010419832837, 0.06610496345372291, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 233, 83, 21, 11, 4
0.75, 0.05033529562751646, 0.06711372750335527, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 168, 177, 65, 94, 4
0.799, 0.05448917924726296, 0.0681967199590275, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 66, 249, 102, 72, 4
0.844, 0.05766567848589265, 0.06832426360887754, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 0, 0, 0, 250, 0, 0, 0, 180, 48, 235, 18, 14, 4
0.898, 0.06181956210563914, 0.06884138319113491, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7, 0.268127539782006, 0, 0, 0, 250, 0, 0, 0, 180, 79, 262, 31, 27, 4
0.95, 0.06646213791594407, 0.06996014517467797, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.33, -0.101872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 74, 263, 5, 1, 5
1.0, 0.06988298324985296, 0.06988298324985296, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 0, 0, 0, 250, 0, 0, 0, -180, 86, 219, 12, 44, 5
1.05, 0.07403686686959947, 0.07051130178057091, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.07000000000000001, -0.361872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 178, 142, 92, 77, 5
1.099, 0.07745771220350833, 0.07048017488945253, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 250, 0, 0, 0, -180, 245, 74, 67, 68, 5
1.146, 0.08136724972797564, 0.07100109051306775, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.09, -0.3418724602179941, 0, 0, 0, 250, 0, 0, 0, -180, 261, 77, 16, 3, 5
