Tempo  Distância           Refletância  Erro                Velocidade Esq.  Velocidade Dir.  Velocidade Média     Oscilação  Suavidade
3452   262.4277063298674   18           -26.0               137              188              0.07602193115001952  6          28
3491   265.8485516637763   18           -26.0               201              142              0.07615254988936587  6          119
3527   268.7807048071267   19           -25.0               214              113              0.07620660754384085  6          42
3566   271.7128579504773   20           -24.0               170              117              0.07619541726036939  6          38
3606   274.1563189032693   20           -24.0               162              116              0.0760278199953603   6          17
3646   277.3328181418989   21           -23.0               198              113              0.07606495286393279  6          38
3683   280.5093173805287   19           -25.0               214              142              0.07616326836289131  6          45
3723   283.4414705238791   19           -25.0               175              134              0.07613254647431616  6          40
3765   286.6179697625088   18           -26.0               184              113              0.07612695080013514  6          22
3805   289.7944690011385   17           -27.0               204              119              0.07616148988203376  6          27
3843   292.7266221444889   18           -26.0               213              122              0.07617138229104579  6          11
3888   296.391813573677    19           -25.0               203              125              0.0762324623389087   6          15
3926   299.0796206217483   18           -26.0               194              119              0.07617922073911063  6          16
3965   302.256119860378    18           -26.0               217              105              0.07623105166718234  6          30
4006   305.6769651942869   20           -24.0               244              100              0.07630478412238815  6          42
4046   309.0978105281958   20           -24.0               231              116              0.07639589978452688  6          26
4082   312.0299636715462   20           -24.0               190              126              0.0764404614579976   6          54
4123   315.4508090054552   20           -24.0               193              141              0.07651001916212834  6          15
4167   319.1160004346432   15           -29.0               220              135              0.07658171356722898  6          35
4206   322.0481535779937   12           -32.0               195              121              0.07656874787874314  6          40
4246   325.2246528166234   6            -38.0               194              111              0.07659553763933664  6          11
4282   327.9124598646947   3            -41.00000000000001  200              127              0.07657927600763537  6          18
4322   331.0889591033243   3            -41.00000000000001  198              126              0.07660549724741424  6          2
4359   333.7767661513956   3            -41.00000000000001  211              110              0.07657186651787006  6          29
4398   336.9532653900253   3            -41.00000000000001  200              123              0.07661511263984202  6          23
4437   340.1297646286549   3            -41.00000000000001  201              124              0.07665759851896663  6          3
4479   343.3062638672846   2            -42.0               194              112              0.07664797139256186  6          20
4515   345.9940709153559   3            -41.00000000000001  196              125              0.07663213087826265  6          12
4552   349.1705701539856   3            -41.00000000000001  209              129              0.0767070672570267   6          21
4588   351.8583772020568   3            -41.00000000000001  204              119              0.07669101508327307  6          12
4625   354.7905303454073   3            -41.00000000000001  204              114              0.07671146602062862  6          7
4662   357.7226834887578   3            -41.00000000000001  198              115              0.07673159233993088  6          7
4698   360.4104905368291   3            -41.00000000000001  187              117              0.07671572808361624  6          13
4737   363.5869897754588   3            -41.00000000000001  208              131              0.07675469490721105  6          35
4779   367.0078351093677   3            -41.00000000000001  208              119              0.07679594791993464  6          12
4818   369.9399882527181   4            -40.0               195              114              0.07678289502962185  6          20
4856   372.8721413960686   4            -40.0               191              125              0.07678586107826783  6          17
4897   376.0486406346983   5            -39.0               190              118              0.07679163582493327  6          7
4935   378.7364476827695   4            -40.0               198              119              0.07674497420116911  6          10
4975   381.9129469213992   5            -39.0               207              120              0.07676642149173852  6          9
5015   385.0894461600289   5            -39.0               193              123              0.07678752665204963  6          16
5053   388.0215993033794   6            -38.0               188              121              0.07679034223300602  6          5
5093   390.9537524467298   8            -36.0               185              110              0.07676295944369327  6          16
5133   393.8859055900803   11           -33.0               187              126              0.07673600342686155  6          17
5174   397.06240482871     22           -22.0               200              127              0.07674186409522806  6          20
5219   400.9719423531773   49           5.0                 211              111              0.07682926659382589  7          31
5260   403.9040954965277   79           35.0                187              138              0.07678785085485319  7          45
5299   407.0805947351574   79           35.0                140              194              0.07682215413005425  7          108
5336   410.012747878508    78           34.0                111              190              0.07683897074184931  7          33
5374   412.4562088313      78           34.0                93               170              0.07675031798126163  7          38
5412   415.3883619746504   79           35.0                102              199              0.0767532080514875   7          37
5451   418.3205151180009   78           34.0                130              191              0.07674197672317023  7          35
5489   421.4970143566306   77           33.0                147              195              0.07678939959129725  7          21
5525   424.4291674999811   78           34.0                129              204              0.07681975882352599  7          26
5562   427.3613206433315   77           33.0                116              194              0.07683590806244723  7          24
5598   430.0491276914029   78           34.0                116              185              0.07682192348899658  7          11
5639   433.2256269300324   80           36.0                118              195              0.07682667617131273  7          12
5677   435.9134339781037   81           37.0                131              168              0.07678587880537322  7          35
5716   439.0899332167334   79           35.0                123              249              0.07681769300502683  7          77
5758   442.7551246459215   79           35.0                96               259              0.07689390841367167  7          59
5793   445.687277789272    79           35.0                113              210              0.07693548727589711  7          71
5832   448.8637770279017   79           35.0                123              190              0.07696566821466078  7          31
5870   451.7959301712521   79           35.0                112              194              0.07696693870038366  7          12
5908   454.7280833146026   78           34.0                102              215              0.07696819284268832  7          34
5944   457.4158903626739   78           34.0                141              208              0.07695422112427219  7          42
5988   460.8367356965828   81           37.0                110              196              0.07696004270150013  7          39
6035   464.2575810304916   64           20.0                121              191              0.07692751964051228  7          12
6073   467.4340802691214   69           25.0                140              177              0.07696922118707745  7          35
6113   470.3662334124718   69           25.0                133              191              0.07694523693971401  7          18
6162   474.5201170322184   71           27.0                131              200              0.07700748410130126  7          14
6202   477.696616270848    65           21.0                133              193              0.07702299520652177  7          12
6243   480.8731155094777   58           14.0                130              191              0.07702596756518943  7          5
6286   484.0496147481074   59           15.0                108              208              0.07700439305569637  7          39
6329   487.7148061772955   57           13.0                115              216              0.07706032646188899  7          13
6368   490.6469593206459   48           4.0                 127              188              0.07704883155160896  7          41
6410   494.0678046545548   55           11.0                126              222              0.07707766063253585  7          38
6453   497.4886499884637   50           6.0                 116              194              0.07709416550262881  7          37
6493   500.6651492270934   57           13.0                124              192              0.07710844743987268  7          8
6539   504.3303406562814   63           19.0                114              197              0.07712652403368734  7          12
6580   507.2624937996319   54           10.0                120              205              0.0770915644072389   7          14
6618   510.6833391335408   66           22.0                132              197              0.07716581129246612  7          20
6662   514.1041844674497   70           26.0                118              196              0.07716964642261328  7          15
6706   517.0363376108002   72           28.0                106              201              0.07710055735323593  7          15
6748   520.7015290399883   72           28.0                130              198              0.0771638306224049   7          24
6790   523.878028278618    72           28.0                117              207              0.07715434878919264  7          21
6830   527.0545275172476   82           38.0                119              208              0.07716757357499965  7          3
6870   530.4753728511566   82           38.0                130              202              0.07721621147760648  7          16
6912   533.4075259945069   82           38.0                114              191              0.07717122771911269  7          26
6950   536.3396791378575   81           37.0                112              186              0.07717117685436799  7          11
6991   539.5161783764872   80           36.0                126              204              0.07717296214797413  7          31
7031   542.6926776151169   77           33.0                106              223              0.07718570297470016  7          42
7071   546.1135229490257   62           18.0                126              200              0.07723285574162433  7          40
7117   550.0230604734931   26           -18.0               141              206              0.07728299290058915  8          21
7159   552.9552136168435   15           -29.0               115              182              0.07723916938355125  8          44
7215   557.3534433318692   6            -38.0               230              98               0.07724926449506158  8          178
7258   561.0186347610574   3            -41.00000000000001  224              109              0.0772965878700823   8          11
7299   563.9507879044078   2            -42.0               172              131              0.07726411671522233  8          81
7348   567.6159793335959   2            -42.0               200              111              0.07724768363277025  8          49
7391   571.0368246675046   1            -43.0               198              117              0.07726110467697263  8          6
7430   574.2133239061344   1            -43.0               209              130              0.07728308531711095  8          22
7478   578.1228614306017   1            -43.0               205              117              0.07730982367352256  8          15
7522   581.2993606692315   0            -44.0               182              122              0.07727989373427697  8          27
7561   584.2315138125818   0            -44.0               193              124              0.07726907999108344  8          7
7608   587.89670524177     0            -44.0               215              111              0.0772734891222095   8          38
7646   591.0732044803995   0            -44.0               208              127              0.07730489203248752  8          23
7689   594.2497037190293   0            -44.0               193              121              0.07728569433203658  8          21
7722   597.1818568623798   0            -44.0               206              116              0.07733512779880597  8          17
7762   600.1140100057303   0            -44.0               190              123              0.07731435326020746  8          20
7806   603.5348553396391   0            -44.0               195              127              0.07731678905196504  8          11
7846   606.4670084829896   1            -43.0               203              105              0.07729633042097753  8          26
7896   610.6208921027361   1            -43.0               194              133              0.07733293972932321  8          33
7943   614.2860835319242   1            -43.0               204              122              0.07733678503486394  8          20
7989   617.7069288658331   1            -43.0               194              111              0.07731968066914923  8          22
8041   621.8608124855796   2            -42.0               210              116              0.07733625326272597  8          17
8090   625.7703500100469   2            -42.0               202              118              0.07735109394438156  8          7
8136   629.4355414392351   4            -40.0               198              126              0.07736425042271817  8          14
8175   632.3676945825855   5            -39.0               205              118              0.07735384643212056  8          15
8218   635.7885399164944   8            -36.0               190              122              0.07736536139163962  8          16
8259   638.9650391551241   12           -32.0               194              123              0.07736590860335681  8          2
8306   642.6302305843121   11           -33.0               197              114              0.07736939929982087  8          10
8343   645.3180376323834   7            -37.0               210              126              0.07734844032510888  8          19
8389   648.9832290615715   8            -36.0               191              121              0.07736121457403402  8          17
8440   652.8927665860388   34           -10.0               205              112              0.07735696286564441  8          19
