Tempo (s), Distância (m), Vel. Média (m/s), Preto (%), Branco (%), Limite (%), Refletância (%), Erro (%), Ganho Proporcional ((°/s)/%), Ganho Integral ((°/s)/%), Ganho Derivativo ((°/s)/%), Vel. Base (°/s), Correção P (°/s), Correção I (°/s), Correção D (°/s), Correção (°/s), Vel. Angular Esq. (°/s), Vel. Angular Dir. (°/s), Suavidade Esq. (°/s), Suavidade Dir. (°/s), Oscilação
0.006, 0.0, 0.0, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.62, 0.188127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 0, 0, 0, 0, 0
0.05800000000000001, 0.0004886921905584122, 0.008425727423420902, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 3, 0, 3, 0, 0
0.1, 0.001466076571675237, 0.01466076571675237, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 48, 28, 45, 28, 0
0.149, 0.004153883619746504, 0.02787841355534566, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8, 0.368127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 70, 185, 22, 157, 0
0.2, 0.008063421144213802, 0.04031710572106901, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.74, 0.308127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 78, 253, 8, 68, 0
0.25, 0.01246165085923951, 0.04984660343695805, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.39, -0.04187246021799403, 0, 0, 0, 260, 0, 0, 0, -190, 71, 277, 7, 24, 1
0.3, 0.01661553447898602, 0.05538511492995339, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.1, -0.3318724602179941, 0, 0, 0, 260, 0, 0, 0, -190, 90, 244, 19, 33, 1
0.349, 0.02052507200345331, 0.05881109456576881, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 181, 164, 91, 80, 1
0.398, 0.02443460952792061, 0.06139349127618244, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 244, 60, 63, 104, 1
0.449, 0.0280998009571087, 0.06258307562830446, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 261, 76, 17, 16, 1
0.5, 0.03249803067213442, 0.06499606134426884, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.12, -0.311872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 271, 73, 10, 3, 1
0.549, 0.03665191429188092, 0.06676122821836233, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.27, -0.161872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 264, 57, 7, 16, 1
0.604, 0.04056145181634822, 0.06715472155024539, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.5300000000000001, 0.09812753978200597, 0, 0, 0, 260, 0, 0, 0, 190, 250, 77, 14, 20, 2
0.656, 0.04495968153137392, 0.06853609989538707, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.7800000000000001, 0.348127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 247, 84, 3, 7, 2
0.7, 0.04886921905584122, 0.06981317007977318, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8199999999999999, 0.388127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 156, 193, 91, 109, 2
0.75, 0.05277875658030853, 0.07037167544041136, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 72, 261, 84, 68, 2
0.7960000000000001, 0.0561996019142174, 0.07060251496760981, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.79, 0.3581275397820059, 0, 0, 0, 260, 0, 0, 0, 190, 53, 254, 19, 7, 2
0.849, 0.06084217772452232, 0.07166334243171063, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.65, 0.218127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 81, 264, 28, 10, 2
0.909, 0.06572909963010645, 0.0723092405171688, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.17, -0.261872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 64, 273, 17, 9, 3
0.959, 0.06939429105929453, 0.07236109599509337, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 75, 225, 11, 48, 3
1.009, 0.07330382858376185, 0.07264997877478874, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 192, 145, 117, 80, 3
1.055, 0.07696902001294993, 0.07295641707388619, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 238, 87, 46, 58, 3
1.106, 0.08087855753741723, 0.07312708638102823, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 251, 63, 13, 24, 3
1.15, 0.08478809506188455, 0.07372877831468221, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.08, -0.351872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 275, 72, 24, 9, 3
1.2, 0.08918632477691023, 0.07432193731409187, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.11, -0.321872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 260, 74, 15, 2, 3
1.249, 0.09309586230137754, 0.07453631889621901, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.3, -0.131872460217994, 0, 0, 0, 260, 0, 0, 0, -190, 259, 58, 1, 16, 3
1.301, 0.09724974592112405, 0.07474999686481478, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.6800000000000001, 0.248127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 258, 75, 1, 17, 4
1.35, 0.1011592834455913, 0.07493280255228987, 0.08005089058524174, 0.7836940298507463, 0.431872460217994, 0.8100000000000001, 0.378127539782006, 0, 0, 0, 260, 0, 0, 0, 190, 240, 94, 18, 19, 4
